scenario,seed,method,mc_revenue,analytical_R
16,0,GA,86339.9419,70125.9939
16,1,random_valid,84921.7772,69744.4568
16,1,perimeter_only,84996.3202,69784.2234
16,1,popularity_rank,85071.0337,69918.3572
16,1,greedy_swap,84763.9289,70197.0402
16,1,oracle,86750.4957,71067.3215
16,1,random_search,86606.1516,69799.7609
16,1,simulated_annealing,86820.2341,70320.9925
16,1,GA,87134.1984,69951.2682
16,2,random_valid,85373.9196,69744.4568
16,2,perimeter_only,85500.6689,69784.2234
16,2,popularity_rank,85282.4777,69918.3572
16,2,greedy_swap,85499.9302,70197.0402
16,2,oracle,86276.6243,71067.3215
16,2,random_search,86430.6535,70412.0224
16,2,simulated_annealing,86080.2043,70401.2739
16,2,GA,86753.4342,70031.8265
16,3,random_valid,85544.3581,69744.4568
16,3,perimeter_only,85212.0726,69784.2234
16,3,popularity_rank,84877.9417,69918.3572
16,3,greedy_swap,85227.5905,70197.0402
16,3,oracle,85644.0746,71067.3215
16,3,random_search,86419.0622,70242.5989
16,3,simulated_annealing,86454.9861,69935.3668
16,3,GA,86702.6624,70364.0726
16,4,random_valid,85704.0262,69744.4568
16,4,perimeter_only,85840.6872,69784.2234
16,4,popularity_rank,85360.7402,69918.3572
16,4,greedy_swap,85850.6734,70197.0402
16,4,oracle,86736.4749,71067.3215
16,4,random_search,86784.6801,70017.5422
16,4,simulated_annealing,86911.4853,69703.1832
16,4,GA,87259.7686,69987.1557
16,5,random_valid,85651.6061,69744.4568
16,5,perimeter_only,85810.0750,69784.2234
16,5,popularity_rank,85460.1240,69918.3572
16,5,greedy_swap,85570.0557,70197.0402
16,5,oracle,86977.4158,71067.3215
16,5,random_search,86785.3085,70104.8088
16,5,simulated_annealing,86271.2869,70389.3407
16,5,GA,86969.4125,69991.8228
16,6,random_valid,85369.9922,69744.4568
16,6,perimeter_only,85193.7943,69784.2234
16,6,popularity_rank,85259.9035,69918.3572
16,6,greedy_swap,85055.9440,70197.0402
16,6,oracle,86502.4165,71067.3215
16,6,random_search,86447.2893,69774.7777
16,6,simulated_annealing,86849.0663,70421.0471
16,6,GA,86603.2429,70406.8137
16,7,random_valid,85955.4257,69744.4568
16,7,perimeter_only,85938.8925,69784.2234
16,7,popularity_rank,86037.4322,69918.3572
16,7,greedy_swap,86109.1704,70197.0402
16,7,oracle,87097.4118,71067.3215
16,7,random_search,86699.1121,69964.2014
16,7,simulated_annealing,87202.1068,70575.0697
16,7,GA,87677.7620,70066.5591
16,8,random_valid,85762.9213,69744.4568
16,8,perimeter_only,85266.5259,69784.2234
16,8,popularity_rank,85631.2763,69918.3572
16,8,greedy_swap,85419.3541,70197.0402
16,8,oracle,86296.6482,71067.3215
16,8,random_search,86146.0065,70020.2834
16,8,simulated_annealing,86052.7126,69992.9673
16,8,GA,86498.3741,70203.6323
16,9,random_valid,85468.5995,69744.4568
16,9,perimeter_only,85322.7656,69784.2234
16,9,popularity_rank,85473.8148,69918.3572
16,9,greedy_swap,85238.5893,70197.0402
16,9,oracle,86551.0334,71067.3215
16,9,random_search,86561.3714,69892.2874
16,9,simulated_annealing,86432.1557,70041.4199
16,9,GA,86648.9297,69988.7688
17,0,random_valid,101127.2430,84490.6111
17,0,perimeter_only,100738.8876,84297.3661
17,0,popularity_rank,101416.7639,83304.3826
17,0,greedy_swap,101734.0174,84068.1346
17,0,oracle,101542.2616,84929.9552
17,0,random_search,101882.3727,83138.8822
17,0,simulated_annealing,101936.9951,83602.8021
17,0,GA,102373.2216,84845.0567
17,1,random_valid,100469.2570,84490.6111
17,1,perimeter_only,100123.5439,84297.3661
17,1,popularity_rank,100162.4608,83304.3826
17,1,greedy_swap,100336.6759,84068.1346
17,1,oracle,101210.8968,84929.9552
17,1,random_search,101591.5918,83837.1850
17,1,simulated_annealing,101166.3869,82890.7135
17,1,GA,101739.6245,84725.8890
17,2,random_valid,100606.1689,84490.6111
17,2,perimeter_only,99990.8484,84297.3661
17,2,popularity_rank,100396.3276,83304.3826
17,2,greedy_swap,100119.6406,84068.1346
17,2,oracle,101288.9203,84929.9552
17,2,random_search,101139.2482,84511.1377
17,2,simulated_annealing,100844.0647,83654.1016
17,2,GA,102091.6285,84399.0549
17,3,random_valid,100105.8877,84490.6111
17,3,perimeter_only,99915.3355,84297.3661
17,3,popularity_rank,100289.1651,83304.3826
17,3,greedy_swap,99978.0553,84068.1346
17,3,oracle,101780.1609,84929.9552
17,3,random_search,101897.9166,84620.7793
17,3,simulated_annealing,101755.4195,83625.6305
17,3,GA,101860.4955,84439.6658
17,4,random_valid,99510.1733,84490.6111
17,4,perimeter_only,99337.7837,84297.3661
17,4,popularity_rank,99258.1816,83304.3826
17,4,greedy_swap,99075.5182,84068.1346
17,4,oracle,100957.6896,84929.9552
17,4,random_search,100730.2712,83545.0963
17,4,simulated_annealing,100332.3177,84281.1581
17,4,GA,101493.0202,84726.2374
17,5,random_valid,100848.8903,84490.6111
17,5,perimeter_only,100693.9021,84297.3661
17,5,popularity_rank,100937.6410,83304.3826
17,5,greedy_swap,100550.4575,84068.1346
17,5,oracle,101905.9363,84929.9552
17,5,random_search,101754.1943,84468.0680
17,5,simulated_annealing,101976.7589,83806.6488
17,5,GA,102405.9528,84038.7608
17,6,random_valid,100157.7079,84490.6111
17,6,perimeter_only,100024.6627,84297.3661
17,6,popularity_rank,100575.6310,83304.3826
17,6,greedy_swap,100491.9858,84068.1346
17,6,oracle,101185.8028,84929.9552
17,6,random_search,101676.9218,83794.4316
17,6,simulated_annealing,101189.4750,84250.7532
17,6,GA,102150.9713,84938.9403
17,7,random_valid,99546.6448,84490.6111
17,7,perimeter_only,99289.4987,84297.3661
17,7,popularity_rank,99426.5155,83304.3826
17,7,greedy_swap,99745.7474,84068.1346
17,7,oracle,101274.6110,84929.9552
17,7,random_search,101525.6450,84200.0859
17,7,simulated_annealing,100556.3589,83862.0594
17,7,GA,101445.9321,84842.7785
17,8,random_valid,100207.2613,84490.6111
17,8,perimeter_only,100060.8384,84297.3661
17,8,popularity_rank,99739.9597,83304.3826
17,8,greedy_swap,100234.1114,84068.1346
17,8,oracle,101691.0567,84929.9552
17,8,random_search,100840.3039,83559.9654
17,8,simulated_annealing,100803.9132,83491.7964
17,8,GA,101348.7211,84529.1595
17,9,random_valid,101071.8578,84490.6111
17,9,perimeter_only,100552.1148,84297.3661
17,9,popularity_rank,100426.6875,83304.3826
17,9,greedy_swap,100579.4498,84068.1346
17,9,oracle,101934.3183,84929.9552
17,9,random_search,101717.2129,83285.3115
17,9,simulated_annealing,102280.0808,83896.2128
17,9,GA,102157.0700,83523.7011
18,0,random_valid,59266.7663,50112.5601
18,0,perimeter_only,58509.9253,50005.9864
18,0,popularity_rank,59042.0230,49995.0633
18,0,greedy_swap,59334.1057,50667.5657
18,0,oracle,59945.1822,51414.2794
18,0,random_search,59801.1673,50611.8073
18,0,simulated_annealing,59116.4469,49952.6211
18,0,GA,60262.9458,51099.6304
18,1,random_valid,58744.0880,50112.5601
18,1,perimeter_only,58207.0782,50005.9864
18,1,popularity_rank,58577.9351,49995.0633
18,1,greedy_swap,58690.0408,50667.5657
18,1,oracle,60242.1906,51414.2794
18,1,random_search,59833.1788,50772.5916
18,1,simulated_annealing,59795.7734,50610.6099
18,1,GA,60129.3187,51029.8268
18,2,random_valid,59164.5655,50112.5601
18,2,perimeter_only,58443.6397,50005.9864
18,2,popularity_rank,58812.1684,49995.0633
18,2,greedy_swap,59550.0709,50667.5657
18,2,oracle,59933.5277,51414.2794
18,2,random_search,59960.4471,50615.5319
18,2,simulated_annealing,59694.5639,49781.8613
18,2,GA,60333.4450,51154.7191
18,3,random_valid,59341.6422,50112.5601
18,3,perimeter_only,58828.8371,50005.9864
18,3,popularity_rank,59204.5963,49995.0633
18,3,greedy_swap,59348.1548,50667.5657
18,3,oracle,60328.3070,51414.2794
18,3,random_search,59949.1972,50603.5673
18,3,simulated_annealing,59546.3615,50006.2113
18,3,GA,60123.0747,50950.6634
18,4,random_valid,59412.4562,50112.5601
18,4,perimeter_only,58956.5801,50005.9864
18,4,popularity_rank,59403.7153,49995.0633
18,4,greedy_swap,59364.6247,50667.5657
18,4,oracle,60343.3162,51414.2794
18,4,random_search,60486.4244,50995.0079
18,4,simulated_annealing,60441.2214,50062.3858
18,4,GA,60705.9507,51025.1689
18,5,random_valid,59384.6864,50112.5601
18,5,perimeter_only,59051.8333,50005.9864
18,5,popularity_rank,59604.7092,49995.0633
18,5,greedy_swap,59536.5037,50667.5657
18,5,oracle,60485.1382,51414.2794
18,5,random_search,60473.5910,50839.0201
18,5,simulated_annealing,59948.3809,50057.8147
18,5,GA,60587.9808,50855.2579
18,6,random_valid,59049.2292,50112.5601
18,6,perimeter_only,58231.0451,50005.9864
18,6,popularity_rank,58569.0462,49995.0633
18,6,greedy_swap,58966.0284,50667.5657
18,6,oracle,59909.6641,51414.2794
18,6,random_search,60031.9787,50337.2869
18,6,simulated_annealing,59327.1622,49813.3656
18,6,GA,60631.0249,50852.3151
18,7,random_valid,59260.3228,50112.5601
18,7,perimeter_only,58668.0887,50005.9864
18,7,popularity_rank,58742.0425,49995.0633
18,7,greedy_swap,59321.5505,50667.5657
18,7,oracle,59911.6273,51414.2794
18,7,random_search,59882.8346,50516.2145
18,7,simulated_annealing,59682.6737,50080.0347
18,7,GA,60179.7443,50971.4311
18,8,random_valid,59367.9398,50112.5601
18,8,perimeter_only,58666.2352,50005.9864
18,8,popularity_rank,58932.4984,49995.0633
18,8,greedy_swap,58833.0886,50667.5657
18,8,oracle,60354.2986,51414.2794
18,8,random_search,60185.5801,50579.6961
18,8,simulated_annealing,59748.7650,50057.3331
18,8,GA,60478.8444,51100.4895
18,9,random_valid,59140.5094,50112.5601
18,9,perimeter_only,58511.7670,50005.9864
18,9,popularity_rank,58708.7508,49995.0633
18,9,greedy_swap,58856.8866,50667.5657
18,9,oracle,60033.4610,51414.2794
18,9,random_search,59892.8744,50945.9455
18,9,simulated_annealing,60072.5633,50204.1765
18,9,GA,60342.0411,51089.3403
19,0,random_valid,62627.0864,53296.4183
19,0,perimeter_only,61680.7717,53375.3136
19,0,popularity_rank,61840.4623,53852.6535
19,0,greedy_swap,61840.4623,53852.6535
19,0,oracle,62461.6142,54650.0155
19,0,random_search,62634.7981,53912.9207
19,0,simulated_annealing,62785.6343,53575.3808
19,0,GA,63020.8703,54087.1035
19,1,random_valid,62530.8493,53296.4183
19,1,perimeter_only,61516.4793,53375.3136
19,1,popularity_rank,61631.6636,53852.6535
19,1,greedy_swap,61631.6636,53852.6535
19,1,oracle,61898.5273,54650.0155
19,1,random_search,62454.2221,53904.1706
19,1,simulated_annealing,62573.3031,53866.5165
19,1,GA,62870.3909,53750.7842
19,2,random_valid,61882.0634,53296.4183
19,2,perimeter_only,61548.7666,53375.3136
19,2,popularity_rank,61501.0653,53852.6535
19,2,greedy_swap,61501.0653,53852.6535
19,2,oracle,61978.6144,54650.0155
19,2,random_search,62368.3896,53437.7728
19,2,simulated_annealing,62182.3782,53702.9072
19,2,GA,62421.4929,54218.5923
19,3,random_valid,62360.9171,53296.4183
19,3,perimeter_only,61463.8747,53375.3136
19,3,popularity_rank,62071.8830,53852.6535
19,3,greedy_swap,62071.8830,53852.6535
19,3,oracle,62388.9859,54650.0155
19,3,random_search,62670.7248,53649.4181
19,3,simulated_annealing,62651.8543,53898.1541
19,3,GA,62593.4688,53760.5681
19,4,random_valid,61800.7403,53296.4183
19,4,perimeter_only,61187.4715,53375.3136
19,4,popularity_rank,61682.7323,53852.6535
19,4,greedy_swap,61682.7323,53852.6535
19,4,oracle,61801.2077,54650.0155
19,4,random_search,62065.0287,53683.5903
19,4,simulated_annealing,61924.4731,53732.2385
19,4,GA,62159.4666,54160.0158
19,5,random_valid,61855.0331,53296.4183
19,5,perimeter_only,60811.0637,53375.3136
19,5,popularity_rank,61276.7672,53852.6535
19,5,greedy_swap,61276.7672,53852.6535
19,5,oracle,61736.7956,54650.0155
19,5,random_search,62447.3498,53855.8595
19,5,simulated_annealing,61448.2763,53738.3333
19,5,GA,62780.3680,53738.7342
19,6,random_valid,62409.4878,53296.4183
19,6,perimeter_only,62140.2025,53375.3136
19,6,popularity_rank,62366.5917,53852.6535
19,6,greedy_swap,62366.5917,53852.6535
19,6,oracle,62691.2012,54650.0155
19,6,random_search,62889.1445,53463.0143
19,6,simulated_annealing,62990.7073,53748.6156
19,6,GA,62783.0666,53712.0078
19,7,random_valid,61754.4656,53296.4183
19,7,perimeter_only,61298.5412,53375.3136
19,7,popularity_rank,61666.7417,53852.6535
19,7,greedy_swap,61666.7417,53852.6535
19,7,oracle,61841.7023,54650.0155
19,7,random_search,62272.2993,53721.5879
19,7,simulated_annealing,62356.2322,54149.7743
19,7,GA,62315.7701,54100.0970
19,8,random_valid,61954.6590,53296.4183
19,8,perimeter_only,61311.1803,53375.3136
19,8,popularity_rank,61784.2695,53852.6535
19,8,greedy_swap,61784.2695,53852.6535
19,8,oracle,61850.6307,54650.0155
19,8,random_search,62023.0970,53402.0058
19,8,simulated_annealing,62325.9752,53852.9774
19,8,GA,62385.6020,53879.8848
19,9,random_valid,62272.3728,53296.4183
19,9,perimeter_only,61857.5490,53375.3136
19,9,popularity_rank,61949.7194,53852.6535
19,9,greedy_swap,61949.7194,53852.6535
19,9,oracle,62667.8338,54650.0155
19,9,random_search,62721.3329,53913.9642
19,9,simulated_annealing,62987.0434,53677.3381
19,9,GA,63084.7628,54124.3215
20,0,random_valid,117250.3841,86269.7223
20,0,perimeter_only,117087.0718,85727.8993
20,0,popularity_rank,117267.9652,86473.9020
20,0,greedy_swap,117729.9785,86490.1986
20,0,oracle,118449.2037,87803.0282
20,0,random_search,117854.2908,86087.4678
20,0,simulated_annealing,118002.7936,85809.0350
20,0,GA,118611.0686,86793.8029
20,1,random_valid,117386.7600,86269.7223
20,1,perimeter_only,116066.8774,85727.8993
20,1,popularity_rank,116998.3217,86473.9020
20,1,greedy_swap,117243.0907,86490.1986
20,1,oracle,118216.5681,87803.0282
20,1,random_search,118325.9884,86504.8423
20,1,simulated_annealing,118829.8447,86823.7575
20,1,GA,118327.0602,86975.2494
20,2,random_valid,117023.6545,86269.7223
20,2,perimeter_only,116142.5589,85727.8993
20,2,popularity_rank,116124.9481,86473.9020
20,2,greedy_swap,116763.1513,86490.1986
20,2,oracle,117764.7366,87803.0282
20,2,random_search,117329.8863,85766.0900
20,2,simulated_annealing,117419.8819,86985.3053
20,2,GA,118275.1847,86936.9152
20,3,random_valid,115987.9564,86269.7223
20,3,perimeter_only,115813.1890,85727.8993
20,3,popularity_rank,115757.4113,86473.9020
20,3,greedy_swap,115881.0181,86490.1986
20,3,oracle,117547.0819,87803.0282
20,3,random_search,117227.2372,86241.4620
20,3,simulated_annealing,116542.4222,86637.3532
20,3,GA,117275.1785,87220.6685
20,4,random_valid,117262.8243,86269.7223
20,4,perimeter_only,115517.0582,85727.8993
20,4,popularity_rank,116688.0561,86473.9020
20,4,greedy_swap,116399.4859,86490.1986
20,4,oracle,118299.4560,87803.0282
20,4,random_search,117613.6941,85375.8544
20,4,simulated_annealing,117175.8479,86067.2369
20,4,GA,117736.6751,86795.8815
20,5,random_valid,117090.8148,86269.7223
20,5,perimeter_only,116640.2855,85727.8993
20,5,popularity_rank,117409.4236,86473.9020
20,5,greedy_swap,117393.6774,86490.1986
20,5,oracle,118396.0018,87803.0282
20,5,random_search,118334.0619,86755.0474
20,5,simulated_annealing,117394.3647,86458.4997
20,5,GA,118807.9154,86400.9381
20,6,random_valid,117480.3690,86269.7223
20,6,perimeter_only,117358.9237,85727.8993
20,6,popularity_rank,117897.1911,86473.9020
20,6,greedy_swap,117547.3185,86490.1986
20,6,oracle,118852.8840,87803.0282
20,6,random_search,118807.8419,87051.1956
20,6,simulated_annealing,118546.6584,86251.6190
20,6,GA,119007.8792,86591.4580
20,7,random_valid,117611.2856,86269.7223
20,7,perimeter_only,116946.1849,85727.8993
20,7,popularity_rank,117278.8502,86473.9020
20,7,greedy_swap,117576.4819,86490.1986
20,7,oracle,118584.1261,87803.0282
20,7,random_search,118248.9154,86704.7089
20,7,simulated_annealing,117372.9356,86293.7250
20,7,GA,119176.8884,86833.0101
20,8,random_valid,116703.9693,86269.7223
20,8,perimeter_only,115781.1815,85727.8993
20,8,popularity_rank,116131.8462,86473.9020
20,8,greedy_swap,116247.4698,86490.1986
20,8,oracle,117281.5211,87803.0282
20,8,random_search,117880.3764,86632.8850
20,8,simulated_annealing,117508.1733,87193.3455
20,8,GA,118231.7631,87201.2120
20,9,random_valid,117556.9413,86269.7223
20,9,perimeter_only,116690.1934,85727.8993
20,9,popularity_rank,116516.5727,86473.9020
20,9,greedy_swap,117234.1999,86490.1986
20,9,oracle,118202.4847,87803.0282
20,9,random_search,118010.3517,84785.6166
20,9,simulated_annealing,117948.3180,85533.1750
20,9,GA,118966.9513,86866.8540
21,0,random_valid,65487.6514,50070.3943
21,0,perimeter_only,65189.8591,48730.8664
21,0,popularity_rank,65362.9391,49907.7478
21,0,greedy_swap,65309.8748,50688.2839
21,0,oracle,66938.2973,51423.0927
21,0,random_search,66439.0675,50966.6725
21,0,simulated_annealing,66374.3787,50201.6268
21,0,GA,66633.5577,51055.2261
21,1,random_valid,65833.7933,50070.3943
21,1,perimeter_only,65313.4547,48730.8664
21,1,popularity_rank,65644.2960,49907.7478
21,1,greedy_swap,65734.1573,50688.2839
21,1,oracle,66600.8161,51423.0927
21,1,random_search,66613.9958,50819.3846
21,1,simulated_annealing,66566.6768,50217.7366
21,1,GA,66785.8550,50871.3095
21,2,random_valid,65489.5909,50070.3943
21,2,perimeter_only,64942.2539,48730.8664
21,2,popularity_rank,65458.3567,49907.7478
21,2,greedy_swap,65257.4216,50688.2839
21,2,oracle,66498.4453,51423.0927
21,2,random_search,65981.0843,49906.6113
21,2,simulated_annealing,65896.0057,50312.6253
21,2,GA,66532.6749,50928.5877
21,3,random_valid,65425.0517,50070.3943
21,3,perimeter_only,65044.5318,48730.8664
21,3,popularity_rank,65277.1623,49907.7478
21,3,greedy_swap,65255.0908,50688.2839
21,3,oracle,66496.0617,51423.0927
21,3,random_search,65964.6026,49921.2260
21,3,simulated_annealing,66014.2534,49060.9604
21,3,GA,66555.1045,51223.4243
21,4,random_valid,65541.7637,50070.3943
21,4,perimeter_only,65463.6655,48730.8664
21,4,popularity_rank,65619.6878,49907.7478
21,4,greedy_swap,65527.8523,50688.2839
21,4,oracle,67065.7959,51423.0927
21,4,random_search,66507.6219,49688.5007
21,4,simulated_annealing,66734.3139,50144.2756
21,4,GA,67137.0316,51043.5522
21,5,random_valid,65322.3280,50070.3943
21,5,perimeter_only,65137.5473,48730.8664
21,5,popularity_rank,65450.6255,49907.7478
21,5,greedy_swap,65485.3775,50688.2839
21,5,oracle,66602.1953,51423.0927
21,5,random_search,66568.2607,51100.7446
21,5,simulated_annealing,66341.4387,50241.6718
21,5,GA,66639.5695,50215.2602
21,6,random_valid,65147.2730,50070.3943
21,6,perimeter_only,65023.0912,48730.8664
21,6,popularity_rank,65234.3633,49907.7478
21,6,greedy_swap,65246.6395,50688.2839
21,6,oracle,66816.1070,51423.0927
21,6,random_search,66124.6178,49532.1808
21,6,simulated_annealing,66358.5334,50196.5187
21,6,GA,66848.7416,50434.3107
21,7,random_valid,65835.3924,50070.3943
21,7,perimeter_only,65362.4019,48730.8664
21,7,popularity_rank,65137.1178,49907.7478
21,7,greedy_swap,65912.6401,50688.2839
21,7,oracle,67026.0148,51423.0927
21,7,random_search,66758.0725,49922.7060
21,7,simulated_annealing,66773.5587,50305.2128
21,7,GA,66997.7342,51075.7889
21,8,random_valid,65459.1070,50070.3943
21,8,perimeter_only,65286.1577,48730.8664
21,8,popularity_rank,65678.7577,49907.7478
21,8,greedy_swap,65687.4217,50688.2839
21,8,oracle,66425.7072,51423.0927
21,8,random_search,66431.6761,50855.7485
21,8,simulated_annealing,66358.0871,50279.7644
21,8,GA,66992.1837,51042.4338
21,9,random_valid,65428.8629,50070.3943
21,9,perimeter_only,64864.4040,48730.8664
21,9,popularity_rank,65222.5952,49907.7478
21,9,greedy_swap,65306.3036,50688.2839
21,9,oracle,66363.2195,51423.0927
21,9,random_search,66068.4848,50850.7495
21,9,simulated_annealing,65780.4819,50230.1539
21,9,GA,66481.9818,50968.0476
22,0,random_valid,97891.7255,69906.4616
22,0,perimeter_only,95940.4221,69706.5282
22,0,popularity_rank,96376.5524,71441.5469
22,0,greedy_swap,97215.6486,71568.1344
22,0,oracle,98299.7138,72642.8870
22,0,random_search,97871.7997,71904.5704
22,0,simulated_annealing,97977.2074,71713.8945
22,0,GA,98508.0341,72282.7028
22,1,random_valid,96784.9484,69906.4616
22,1,perimeter_only,95678.2799,69706.5282
22,1,popularity_rank,96471.1204,71441.5469
22,1,greedy_swap,96098.8031,71568.1344
22,1,oracle,97709.0210,72642.8870
22,1,random_search,97459.8696,71923.5230
22,1,simulated_annealing,98225.6741,72073.2140
22,1,GA,97765.9704,71972.9610
22,2,random_valid,96822.2256,69906.4616
22,2,perimeter_only,95843.3375,69706.5282
22,2,popularity_rank,96626.6126,71441.5469
22,2,greedy_swap,96464.0871,71568.1344
22,2,oracle,97875.1286,72642.8870
22,2,random_search,97716.7175,72076.7022
22,2,simulated_annealing,97441.3216,71825.2049
22,2,GA,97852.8504,71856.4335
22,3,random_valid,96606.5444,69906.4616
22,3,perimeter_only,95715.0373,69706.5282
22,3,popularity_rank,96407.8194,71441.5469
22,3,greedy_swap,96516.3467,71568.1344
22,3,oracle,97592.0176,72642.8870
22,3,random_search,97568.4635,71027.2805
22,3,simulated_annealing,97362.6419,71232.8934
22,3,GA,97920.6127,71940.8984
22,4,random_valid,96294.6634,69906.4616
22,4,perimeter_only,95529.7626,69706.5282
22,4,popularity_rank,96474.8112,71441.5469
22,4,greedy_swap,97079.3107,71568.1344
22,4,oracle,97455.5537,72642.8870
22,4,random_search,97671.7955,71194.2259
22,4,simulated_annealing,96873.7519,71786.5689
22,4,GA,97391.1426,71965.9004
22,5,random_valid,97170.9971,69906.4616
22,5,perimeter_only,96200.3661,69706.5282
22,5,popularity_rank,96666.1215,71441.5469
22,5,greedy_swap,96781.4614,71568.1344
22,5,oracle,97978.8021,72642.8870
22,5,random_search,97865.5599,69823.5556
22,5,simulated_annealing,97813.6123,72080.1563
22,5,GA,98629.9549,72130.0733
22,6,random_valid,97136.1064,69906.4616
22,6,perimeter_only,96235.9507,69706.5282
22,6,popularity_rank,97120.3791,71441.5469
22,6,greedy_swap,96934.5068,71568.1344
22,6,oracle,98240.9298,72642.8870
22,6,random_search,97769.7265,71975.5975
22,6,simulated_annealing,96917.5236,71815.3551
22,6,GA,98441.0006,71899.3535
22,7,random_valid,97307.9509,69906.4616
22,7,perimeter_only,96102.8771,69706.5282
22,7,popularity_rank,96355.7583,71441.5469
22,7,greedy_swap,96415.6671,71568.1344
22,7,oracle,97486.6877,72642.8870
22,7,random_search,97739.9561,72129.4891
22,7,simulated_annealing,97530.6098,71753.1397
22,7,GA,97918.3480,71986.5484
22,8,random_valid,96925.5763,69906.4616
22,8,perimeter_only,95958.2527,69706.5282
22,8,popularity_rank,96725.1195,71441.5469
22,8,greedy_swap,96586.4036,71568.1344
22,8,oracle,97678.5870,72642.8870
22,8,random_search,98245.6856,72095.0239
22,8,simulated_annealing,97331.1466,71902.2255
22,8,GA,97963.2100,71965.9761
22,9,random_valid,97341.1479,69906.4616
22,9,perimeter_only,95800.6291,69706.5282
22,9,popularity_rank,96424.8946,71441.5469
22,9,greedy_swap,97021.4188,71568.1344
22,9,oracle,98127.1598,72642.8870
22,9,random_search,97996.7595,71139.5922
22,9,simulated_annealing,97910.5586,71529.7231
22,9,GA,98467.0960,72024.0765
23,0,random_valid,84402.9865,61986.0205
23,0,perimeter_only,83376.7203,61236.9631
23,0,popularity_rank,83982.4394,61703.2289
23,0,greedy_swap,84095.6029,62211.1169
23,0,oracle,85828.7470,63131.8812
23,0,random_search,84911.0375,62539.8816
23,0,simulated_annealing,85094.5892,62466.7313
23,0,GA,86026.3984,62376.5940
23,1,random_valid,84133.0550,61986.0205
23,1,perimeter_only,83322.6714,61236.9631
23,1,popularity_rank,83637.8439,61703.2289
23,1,greedy_swap,84119.5917,62211.1169
23,1,oracle,85284.1414,63131.8812
23,1,random_search,84942.4832,62475.8190
23,1,simulated_annealing,84953.0574,61993.9105
23,1,GA,85321.8955,62613.2138
23,2,random_valid,84580.0381,61986.0205
23,2,perimeter_only,83666.1952,61236.9631
23,2,popularity_rank,83875.2038,61703.2289
23,2,greedy_swap,84137.5835,62211.1169
23,2,oracle,86059.7965,63131.8812
23,2,random_search,85423.3948,62512.6721
23,2,simulated_annealing,85519.7105,62095.0392
23,2,GA,85773.7389,62552.2469
23,3,random_valid,84003.1572,61986.0205
23,3,perimeter_only,83362.8274,61236.9631
23,3,popularity_rank,83951.9865,61703.2289
23,3,greedy_swap,84227.0621,62211.1169
23,3,oracle,85479.3995,63131.8812
23,3,random_search,84686.4152,62586.8806
23,3,simulated_annealing,84215.4209,61893.0494
23,3,GA,85526.4678,62504.5468
23,4,random_valid,83697.4637,61986.0205
23,4,perimeter_only,83537.2754,61236.9631
23,4,popularity_rank,84090.3549,61703.2289
23,4,greedy_swap,83946.0141,62211.1169
23,4,oracle,84926.2166,63131.8812
23,4,random_search,84752.9136,61909.2226
23,4,simulated_annealing,84351.1004,61807.6335
23,4,GA,84979.3615,62560.7333
23,5,random_valid,83468.0739,61986.0205
23,5,perimeter_only,82969.1129,61236.9631
23,5,popularity_rank,83566.5033,61703.2289
23,5,greedy_swap,83000.2335,62211.1169
23,5,oracle,84940.6164,63131.8812
23,5,random_search,84735.8857,62543.2927
23,5,simulated_annealing,83991.3173,61367.1779
23,5,GA,84925.1839,61955.2123
23,6,random_valid,84404.4959,61986.0205
23,6,perimeter_only,84290.2018,61236.9631
23,6,popularity_rank,84615.2295,61703.2289
23,6,greedy_swap,84673.5906,62211.1169
23,6,oracle,86147.4559,63131.8812
23,6,random_search,85451.3778,62476.3057
23,6,simulated_annealing,85240.6877,61460.4541
23,6,GA,85697.5664,62533.7027
23,7,random_valid,84036.1786,61986.0205
23,7,perimeter_only,83646.8581,61236.9631
23,7,popularity_rank,84133.3766,61703.2289
23,7,greedy_swap,84388.4022,62211.1169
23,7,oracle,84982.8258,63131.8812
23,7,random_search,85282.3410,62465.9258
23,7,simulated_annealing,84770.6686,62265.1862
23,7,GA,84957.3111,62560.1245
23,8,random_valid,84198.3390,61986.0205
23,8,perimeter_only,83865.5102,61236.9631
23,8,popularity_rank,84026.1898,61703.2289
23,8,greedy_swap,84368.6256,62211.1169
23,8,oracle,85925.5674,63131.8812
23,8,random_search,85379.4686,62203.9863
23,8,simulated_annealing,84550.8925,61983.8325
23,8,GA,85677.0538,62497.1818
23,9,random_valid,84541.9675,61986.0205
23,9,perimeter_only,83632.8339,61236.9631
23,9,popularity_rank,84185.1942,61703.2289
23,9,greedy_swap,84112.6704,62211.1169
23,9,oracle,85558.2715,63131.8812
23,9,random_search,85417.8482,62573.3483
23,9,simulated_annealing,84811.1820,61850.9951
23,9,GA,85559.1429,62427.1174
24,0,random_valid,97290.7976,87085.2635
24,0,perimeter_only,96019.0519,86637.1687
24,0,popularity_rank,96053.1800,87719.3176
24,0,greedy_swap,95907.1532,87958.8564
24,0,oracle,97556.4539,89563.5605
24,0,random_search,97373.0989,87518.8018
24,0,simulated_annealing,97523.1925,88574.9786
24,0,GA,97455.0820,88033.7032
24,1,random_valid,97071.7584,87085.2635
24,1,perimeter_only,95280.9386,86637.1687
24,1,popularity_rank,95808.6173,87719.3176
24,1,greedy_swap,96173.0578,87958.8564
24,1,oracle,97767.4472,89563.5605
