scenario,seed,method,mc_revenue,analytical_R
8,0,perimeter_only,96024.1669,70953.4488
8,0,popularity_rank,96625.5382,70558.0797
8,0,greedy_swap,96643.2361,71217.9065
8,0,oracle,97473.0354,72309.3199
8,0,random_search,97243.9724,71184.4910
8,0,simulated_annealing,96182.4409,71280.7079
8,0,GA,97051.9198,71687.3606
8,1,random_valid,95571.5267,71519.1525
8,1,perimeter_only,95308.7892,70953.4488
8,1,popularity_rank,95383.0802,70558.0797
8,1,greedy_swap,95351.6292,71217.9065
8,1,oracle,97501.0667,72309.3199
8,1,random_search,97346.5571,71542.9468
8,1,simulated_annealing,97199.0708,70463.2112
8,1,GA,97369.2496,71377.8078
8,2,random_valid,97119.3530,71519.1525
8,2,perimeter_only,96476.2764,70953.4488
8,2,popularity_rank,96900.0736,70558.0797
8,2,greedy_swap,96974.1447,71217.9065
8,2,oracle,98146.4894,72309.3199
8,2,random_search,97702.8805,70540.2427
8,2,simulated_annealing,97420.8177,70276.5965
8,2,GA,98259.7467,71025.1331
8,3,random_valid,95945.6320,71519.1525
8,3,perimeter_only,96279.9634,70953.4488
8,3,popularity_rank,96108.3382,70558.0797
8,3,greedy_swap,96490.6923,71217.9065
8,3,oracle,97354.2071,72309.3199
8,3,random_search,97499.6773,70864.3291
8,3,simulated_annealing,97033.3280,70841.4359
8,3,GA,97207.8748,71563.8661
8,4,random_valid,96352.7863,71519.1525
8,4,perimeter_only,95776.0906,70953.4488
8,4,popularity_rank,96050.4297,70558.0797
8,4,greedy_swap,96306.8798,71217.9065
8,4,oracle,97283.2220,72309.3199
8,4,random_search,96846.9322,71486.3495
8,4,simulated_annealing,96554.7891,70883.4514
8,4,GA,97819.1897,71504.3940
8,5,random_valid,96415.3641,71519.1525
8,5,perimeter_only,96054.1484,70953.4488
8,5,popularity_rank,96096.1064,70558.0797
8,5,greedy_swap,96124.0744,71217.9065
8,5,oracle,97342.4450,72309.3199
8,5,random_search,97418.2193,71326.0928
8,5,simulated_annealing,96899.2484,70371.5471
8,5,GA,97645.7827,71382.3057
8,6,random_valid,96368.4008,71519.1525
8,6,perimeter_only,95326.7792,70953.4488
8,6,popularity_rank,95854.5053,70558.0797
8,6,greedy_swap,95686.4488,71217.9065
8,6,oracle,97310.9163,72309.3199
8,6,random_search,97020.9167,71373.2830
8,6,simulated_annealing,97072.3694,70882.9736
8,6,GA,97367.8491,71525.4592
8,7,random_valid,96346.9938,71519.1525
8,7,perimeter_only,96236.3720,70953.4488
8,7,popularity_rank,96821.5508,70558.0797
8,7,greedy_swap,96461.8049,71217.9065
8,7,oracle,97938.9149,72309.3199
8,7,random_search,97654.6154,71538.1107
8,7,simulated_annealing,97864.0747,71398.9178
8,7,GA,98167.9489,71536.7633
8,8,random_valid,96696.2727,71519.1525
8,8,perimeter_only,96130.4592,70953.4488
8,8,popularity_rank,97050.3781,70558.0797
8,8,greedy_swap,96304.1565,71217.9065
8,8,oracle,98033.8508,72309.3199
8,8,random_search,97576.2168,71482.6972
8,8,simulated_annealing,97302.6000,70030.3071
8,8,GA,98211.8465,71582.6954
8,9,random_valid,95501.0077,71519.1525
8,9,perimeter_only,95660.4854,70953.4488
8,9,popularity_rank,96060.7655,70558.0797
8,9,greedy_swap,96228.6061,71217.9065
8,9,oracle,97543.4763,72309.3199
8,9,random_search,96882.4974,70528.6797
8,9,simulated_annealing,96652.2803,70144.6263
8,9,GA,97688.9193,71074.5463
9,0,random_valid,78291.3913,63986.3768
9,0,perimeter_only,77598.3590,63857.8946
9,0,popularity_rank,77328.6646,64102.0431
9,0,greedy_swap,77328.6646,64102.0431
9,0,oracle,78460.8320,64894.9472
9,0,random_search,78563.5348,64450.6825
9,0,simulated_annealing,78808.1200,64067.8065
9,0,GA,78648.7688,63983.6002
9,1,random_valid,78683.8252,63986.3768
9,1,perimeter_only,78021.6434,63857.8946
9,1,popularity_rank,78356.8369,64102.0431
9,1,greedy_swap,78356.8369,64102.0431
9,1,oracle,79092.2062,64894.9472
9,1,random_search,79097.7080,63506.7042
9,1,simulated_annealing,78733.8812,64064.8924
9,1,GA,79357.8682,63549.5311
9,2,random_valid,77914.9221,63986.3768
9,2,perimeter_only,77793.2567,63857.8946
9,2,popularity_rank,78114.5910,64102.0431
9,2,greedy_swap,78114.5910,64102.0431
9,2,oracle,78753.2347,64894.9472
9,2,random_search,78554.7732,63739.6510
9,2,simulated_annealing,78307.7994,64466.6339
9,2,GA,78939.6145,63683.8719
9,3,random_valid,78016.2228,63986.3768
9,3,perimeter_only,77375.4073,63857.8946
9,3,popularity_rank,77425.9002,64102.0431
9,3,greedy_swap,77425.9002,64102.0431
9,3,oracle,78477.6665,64894.9472
9,3,random_search,78463.5225,63606.9077
9,3,simulated_annealing,78455.9019,64569.3358
9,3,GA,79109.9294,63472.2416
9,4,random_valid,78384.7455,63986.3768
9,4,perimeter_only,78196.5808,63857.8946
9,4,popularity_rank,78563.4635,64102.0431
9,4,greedy_swap,78563.4635,64102.0431
9,4,oracle,78582.4304,64894.9472
9,4,random_search,78470.1088,63514.4134
9,4,simulated_annealing,78506.6501,64542.1076
9,4,GA,79186.8220,63729.8251
9,5,random_valid,78507.5182,63986.3768
9,5,perimeter_only,77547.8384,63857.8946
9,5,popularity_rank,77882.1541,64102.0431
9,5,greedy_swap,77882.1541,64102.0431
9,5,oracle,78828.0010,64894.9472
9,5,random_search,78663.1960,64513.4688
9,5,simulated_annealing,78609.3350,64462.6855
9,5,GA,78862.2248,63572.4832
9,6,random_valid,78815.1944,63986.3768
9,6,perimeter_only,77665.5487,63857.8946
9,6,popularity_rank,78204.0717,64102.0431
9,6,greedy_swap,78204.0717,64102.0431
9,6,oracle,78911.6040,64894.9472
9,6,random_search,78862.1693,63885.7693
9,6,simulated_annealing,78806.2353,64161.3898
9,6,GA,79514.6599,63722.5209
9,7,random_valid,78316.9397,63986.3768
9,7,perimeter_only,78095.6286,63857.8946
9,7,popularity_rank,78432.3849,64102.0431
9,7,greedy_swap,78432.3849,64102.0431
9,7,oracle,78651.4617,64894.9472
9,7,random_search,78833.2258,64004.3999
9,7,simulated_annealing,78751.1005,64450.5337
9,7,GA,79029.2571,63359.0856
9,8,random_valid,78701.0404,63986.3768
9,8,perimeter_only,78658.0833,63857.8946
9,8,popularity_rank,78390.6011,64102.0431
9,8,greedy_swap,78390.6011,64102.0431
9,8,oracle,79591.8971,64894.9472
9,8,random_search,79571.3427,63487.5385
9,8,simulated_annealing,79164.2803,64522.0350
9,8,GA,79421.3193,63937.8361
9,9,random_valid,78387.3406,63986.3768
9,9,perimeter_only,77683.8377,63857.8946
9,9,popularity_rank,77483.4856,64102.0431
9,9,greedy_swap,77483.4856,64102.0431
9,9,oracle,78496.2846,64894.9472
9,9,random_search,78703.0637,63810.3757
9,9,simulated_annealing,79398.1058,64043.4973
9,9,GA,78993.9118,63906.0846
10,0,random_valid,67447.1658,51109.8736
10,0,perimeter_only,66687.3135,51136.2854
10,0,popularity_rank,67248.7713,51703.7183
10,0,greedy_swap,67248.7713,51703.7183
10,0,oracle,67257.4343,52368.1861
10,0,random_search,66945.2516,51909.5033
10,0,simulated_annealing,67568.6659,52076.3265
10,0,GA,67484.9769,51396.0501
10,1,random_valid,67748.4864,51109.8736
10,1,perimeter_only,66578.4245,51136.2854
10,1,popularity_rank,67015.1392,51703.7183
10,1,greedy_swap,67015.1392,51703.7183
10,1,oracle,67420.6031,52368.1861
10,1,random_search,68059.3746,51442.4765
10,1,simulated_annealing,67809.9137,51743.7811
10,1,GA,68141.6401,51456.0963
10,2,random_valid,67821.1664,51109.8736
10,2,perimeter_only,67793.4595,51136.2854
10,2,popularity_rank,68051.0382,51703.7183
10,2,greedy_swap,68051.0382,51703.7183
10,2,oracle,67583.4524,52368.1861
10,2,random_search,67622.5553,52023.1866
10,2,simulated_annealing,68149.4334,51843.5775
10,2,GA,68179.5551,51546.9728
10,3,random_valid,67818.5531,51109.8736
10,3,perimeter_only,66932.6914,51136.2854
10,3,popularity_rank,67627.1817,51703.7183
10,3,greedy_swap,67627.1817,51703.7183
10,3,oracle,67611.3430,52368.1861
10,3,random_search,67893.9290,51431.1579
10,3,simulated_annealing,67896.1326,51705.3220
10,3,GA,67922.8359,51373.6233
10,4,random_valid,67777.4504,51109.8736
10,4,perimeter_only,67362.1805,51136.2854
10,4,popularity_rank,67691.2459,51703.7183
10,4,greedy_swap,67691.2459,51703.7183
10,4,oracle,67763.4898,52368.1861
10,4,random_search,68336.0442,51283.5131
10,4,simulated_annealing,68088.6115,51467.0170
10,4,GA,68318.2676,51426.6091
10,5,random_valid,67548.0523,51109.8736
10,5,perimeter_only,66389.1121,51136.2854
10,5,popularity_rank,66629.8178,51703.7183
10,5,greedy_swap,66629.8178,51703.7183
10,5,oracle,67422.9729,52368.1861
10,5,random_search,67727.9012,51266.6072
10,5,simulated_annealing,67451.5048,52079.8830
10,5,GA,67795.8957,51450.0363
10,6,random_valid,67314.8089,51109.8736
10,6,perimeter_only,66316.0435,51136.2854
10,6,popularity_rank,66882.6914,51703.7183
10,6,greedy_swap,66882.6914,51703.7183
10,6,oracle,66955.0580,52368.1861
10,6,random_search,67549.8972,51440.6775
10,6,simulated_annealing,67101.3998,51676.5466
10,6,GA,67804.0518,51470.7427
10,7,random_valid,67633.2323,51109.8736
10,7,perimeter_only,66865.4982,51136.2854
10,7,popularity_rank,67085.7762,51703.7183
10,7,greedy_swap,67085.7762,51703.7183
10,7,oracle,67573.8855,52368.1861
10,7,random_search,67890.7368,51462.0188
10,7,simulated_annealing,68058.1977,51863.6599
10,7,GA,67829.6680,51421.1659
10,8,random_valid,67178.0986,51109.8736
10,8,perimeter_only,66502.6284,51136.2854
10,8,popularity_rank,66698.2012,51703.7183
10,8,greedy_swap,66698.2012,51703.7183
10,8,oracle,67349.5374,52368.1861
10,8,random_search,67612.5007,51449.7222
10,8,simulated_annealing,67883.4357,52086.8266
10,8,GA,68066.6085,51610.0814
10,9,random_valid,67437.1208,51109.8736
10,9,perimeter_only,66615.0149,51136.2854
10,9,popularity_rank,66870.7863,51703.7183
10,9,greedy_swap,66870.7863,51703.7183
10,9,oracle,67354.5945,52368.1861
10,9,random_search,67814.5923,51495.0377
10,9,simulated_annealing,67853.7087,51974.6838
10,9,GA,67974.3628,51548.6009
11,0,random_valid,85774.3746,59394.1711
11,0,perimeter_only,85325.1402,59196.6694
11,0,popularity_rank,85317.5022,59327.5847
11,0,greedy_swap,85467.5039,59710.4973
11,0,oracle,86921.5167,60398.8601
11,0,random_search,86704.2454,59355.6253
11,0,simulated_annealing,86115.1834,59674.5754
11,0,GA,86764.1782,59335.8917
11,1,random_valid,85837.3831,59394.1711
11,1,perimeter_only,85459.3410,59196.6694
11,1,popularity_rank,85618.3163,59327.5847
11,1,greedy_swap,86240.4198,59710.4973
11,1,oracle,86490.5508,60398.8601
11,1,random_search,86644.0945,60190.3327
11,1,simulated_annealing,85896.8603,59668.2070
11,1,GA,86910.5452,59710.7484
11,2,random_valid,85583.7682,59394.1711
11,2,perimeter_only,84746.1359,59196.6694
11,2,popularity_rank,84980.6722,59327.5847
11,2,greedy_swap,85329.4477,59710.4973
11,2,oracle,86886.8705,60398.8601
11,2,random_search,86394.7318,59360.2870
11,2,simulated_annealing,86237.2078,59706.6766
11,2,GA,87163.8680,59643.8419
11,3,random_valid,85821.2119,59394.1711
11,3,perimeter_only,85391.5086,59196.6694
11,3,popularity_rank,85618.1001,59327.5847
11,3,greedy_swap,85469.8200,59710.4973
11,3,oracle,86490.8557,60398.8601
11,3,random_search,86515.4771,60173.7104
11,3,simulated_annealing,86559.9338,59420.6656
11,3,GA,86942.7796,59607.5498
11,4,random_valid,85366.1610,59394.1711
11,4,perimeter_only,85185.0291,59196.6694
11,4,popularity_rank,84943.4052,59327.5847
11,4,greedy_swap,85174.3810,59710.4973
11,4,oracle,86447.0488,60398.8601
11,4,random_search,86413.3775,59275.6750
11,4,simulated_annealing,85675.2275,60095.5701
11,4,GA,86884.2636,59627.4388
11,5,random_valid,85406.5483,59394.1711
11,5,perimeter_only,85446.5423,59196.6694
11,5,popularity_rank,85394.4692,59327.5847
11,5,greedy_swap,85252.8083,59710.4973
11,5,oracle,85941.7967,60398.8601
11,5,random_search,86286.8802,59119.4994
11,5,simulated_annealing,85924.5121,60151.1662
11,5,GA,86275.5656,59784.5437
11,6,random_valid,86244.3455,59394.1711
11,6,perimeter_only,85317.0991,59196.6694
11,6,popularity_rank,85324.8377,59327.5847
11,6,greedy_swap,85756.9342,59710.4973
11,6,oracle,87076.3915,60398.8601
11,6,random_search,86813.0440,59179.5874
11,6,simulated_annealing,86772.4195,59739.3742
11,6,GA,87186.1223,59865.3005
11,7,random_valid,85968.4135,59394.1711
11,7,perimeter_only,85296.1753,59196.6694
11,7,popularity_rank,85864.8463,59327.5847
11,7,greedy_swap,85960.6383,59710.4973
11,7,oracle,86776.7806,60398.8601
11,7,random_search,86636.3194,59372.4721
11,7,simulated_annealing,86280.6750,59772.3271
11,7,GA,87296.5727,59483.9230
11,8,random_valid,85373.6170,59394.1711
11,8,perimeter_only,84769.2764,59196.6694
11,8,popularity_rank,85206.8026,59327.5847
11,8,greedy_swap,84830.3440,59710.4973
11,8,oracle,86324.0207,60398.8601
11,8,random_search,86015.8211,59470.1463
11,8,simulated_annealing,85875.0907,59724.8662
11,8,GA,86588.3480,59379.0004
11,9,random_valid,86061.5897,59394.1711
11,9,perimeter_only,85197.1426,59196.6694
11,9,popularity_rank,85523.6437,59327.5847
11,9,greedy_swap,85947.8528,59710.4973
11,9,oracle,86979.0081,60398.8601
11,9,random_search,86567.1264,59112.0336
11,9,simulated_annealing,86364.0535,59425.3563
11,9,GA,87497.5622,59488.0631
12,0,random_valid,78623.7521,71362.8489
12,0,perimeter_only,78679.0181,70669.7716
12,0,popularity_rank,79343.8512,72811.0770
12,0,greedy_swap,78993.3718,73472.9358
12,0,oracle,52733.5349,74610.0247
12,0,random_search,80012.0327,73787.7002
12,0,simulated_annealing,79644.3274,73130.9042
12,0,GA,79914.7705,73753.0605
12,1,random_valid,78227.0196,71362.8489
12,1,perimeter_only,78478.6921,70669.7716
12,1,popularity_rank,78712.2471,72811.0770
12,1,greedy_swap,79090.7378,73472.9358
12,1,oracle,52691.8510,74610.0247
12,1,random_search,79279.5049,73088.1753
12,1,simulated_annealing,79941.4674,72955.3137
12,1,GA,80129.4813,73886.3072
12,2,random_valid,77974.0027,71362.8489
12,2,perimeter_only,78502.7168,70669.7716
12,2,popularity_rank,78756.2725,72811.0770
12,2,greedy_swap,78725.3575,73472.9358
12,2,oracle,52438.7328,74610.0247
12,2,random_search,79626.7163,73692.4348
12,2,simulated_annealing,79539.4814,72909.5839
12,2,GA,79999.7154,73551.7974
12,3,random_valid,78822.3578,71362.8489
12,3,perimeter_only,78756.1607,70669.7716
12,3,popularity_rank,79048.2370,72811.0770
12,3,greedy_swap,79113.3477,73472.9358
12,3,oracle,52722.6465,74610.0247
12,3,random_search,79466.6874,72238.8247
12,3,simulated_annealing,79760.6576,73255.7710
12,3,GA,80335.1384,74076.0137
12,4,random_valid,77963.6704,71362.8489
12,4,perimeter_only,78208.2834,70669.7716
12,4,popularity_rank,79015.2683,72811.0770
12,4,greedy_swap,78807.4765,73472.9358
12,4,oracle,52447.9320,74610.0247
12,4,random_search,79711.5039,72893.1969
12,4,simulated_annealing,79647.1089,72806.9513
12,4,GA,79802.3357,73971.7829
12,5,random_valid,78477.8246,71362.8489
12,5,perimeter_only,78596.2040,70669.7716
12,5,popularity_rank,79080.6809,72811.0770
12,5,greedy_swap,79458.9585,73472.9358
12,5,oracle,52683.3170,74610.0247
12,5,random_search,80275.5656,73606.7281
12,5,simulated_annealing,80252.4558,72988.6868
12,5,GA,80296.0586,72222.6955
12,6,random_valid,78758.5906,71362.8489
12,6,perimeter_only,79231.5594,70669.7716
12,6,popularity_rank,79524.9293,72811.0770
12,6,greedy_swap,79276.0044,73472.9358
12,6,oracle,52908.1138,74610.0247
12,6,random_search,80143.9656,73052.2771
12,6,simulated_annealing,80091.4797,72948.4936
12,6,GA,80491.5034,73088.3892
12,7,random_valid,78539.6679,71362.8489
12,7,perimeter_only,78141.0588,70669.7716
12,7,popularity_rank,79213.1285,72811.0770
12,7,greedy_swap,79442.6964,73472.9358
12,7,oracle,52818.9361,74610.0247
12,7,random_search,79902.3903,73243.9317
12,7,simulated_annealing,79813.4201,73343.5241
12,7,GA,80651.8050,72686.1002
12,8,random_valid,77808.6393,71362.8489
12,8,perimeter_only,78671.4882,70669.7716
12,8,popularity_rank,78710.7102,72811.0770
12,8,greedy_swap,79121.2012,73472.9358
12,8,oracle,52702.2902,74610.0247
12,8,random_search,79689.3437,73187.0829
12,8,simulated_annealing,79421.3394,73144.4253
12,8,GA,79355.9959,73551.0717
12,9,random_valid,77921.9561,71362.8489
12,9,perimeter_only,78172.6262,70669.7716
12,9,popularity_rank,78046.9263,72811.0770
12,9,greedy_swap,78561.2225,73472.9358
12,9,oracle,52176.6097,74610.0247
12,9,random_search,79063.2719,73491.3170
12,9,simulated_annealing,79057.1559,71503.2221
12,9,GA,79382.1478,73994.0486
13,0,random_valid,107827.4038,87904.8423
13,0,perimeter_only,107217.6170,89147.2476
13,0,popularity_rank,107750.0630,89035.2795
13,0,greedy_swap,107307.7643,89105.4977
13,0,oracle,109459.3776,90188.3246
13,0,random_search,109153.6976,89077.6770
13,0,simulated_annealing,109639.6079,88942.3295
13,0,GA,109220.5207,88533.1163
13,1,random_valid,106903.8820,87904.8423
13,1,perimeter_only,106915.4426,89147.2476
13,1,popularity_rank,106806.4700,89035.2795
13,1,greedy_swap,106438.4228,89105.4977
13,1,oracle,107769.2810,90188.3246
13,1,random_search,108129.0202,88888.9904
13,1,simulated_annealing,107451.3310,89074.9505
13,1,GA,108939.3389,89657.3467
13,2,random_valid,107429.4253,87904.8423
13,2,perimeter_only,106778.6090,89147.2476
13,2,popularity_rank,107568.1360,89035.2795
13,2,greedy_swap,107209.8783,89105.4977
13,2,oracle,108786.2471,90188.3246
13,2,random_search,108224.5699,88392.0092
13,2,simulated_annealing,107394.9883,89220.9685
13,2,GA,108993.6091,89526.0082
13,3,random_valid,107203.1513,87904.8423
13,3,perimeter_only,106868.3815,89147.2476
13,3,popularity_rank,106844.3844,89035.2795
13,3,greedy_swap,106739.0286,89105.4977
13,3,oracle,107780.4178,90188.3246
13,3,random_search,108266.8671,89106.0207
13,3,simulated_annealing,108029.5935,89612.7065
13,3,GA,108675.7405,89093.8165
13,4,random_valid,107885.3240,87904.8423
13,4,perimeter_only,107365.2034,89147.2476
13,4,popularity_rank,107289.7252,89035.2795
13,4,greedy_swap,107310.5527,89105.4977
13,4,oracle,108258.3704,90188.3246
13,4,random_search,107529.5258,89712.3309
13,4,simulated_annealing,107691.4956,89828.6200
13,4,GA,108504.6749,89448.3968
13,5,random_valid,107449.4351,87904.8423
13,5,perimeter_only,106905.5907,89147.2476
13,5,popularity_rank,106804.0362,89035.2795
13,5,greedy_swap,107234.7261,89105.4977
13,5,oracle,109085.0151,90188.3246
13,5,random_search,108481.5301,89145.5730
13,5,simulated_annealing,108981.3685,89346.0769
13,5,GA,108849.3074,88856.3184
13,6,random_valid,107908.2827,87904.8423
13,6,perimeter_only,107380.1214,89147.2476
13,6,popularity_rank,107642.5079,89035.2795
13,6,greedy_swap,107616.4263,89105.4977
13,6,oracle,108660.8696,90188.3246
13,6,random_search,108766.4339,88486.7079
13,6,simulated_annealing,108534.4922,89350.7308
13,6,GA,108829.4107,89025.7781
13,7,random_valid,107043.7766,87904.8423
13,7,perimeter_only,107190.3641,89147.2476
13,7,popularity_rank,107822.5126,89035.2795
13,7,greedy_swap,107257.5181,89105.4977
13,7,oracle,108515.6966,90188.3246
13,7,random_search,108144.6524,89618.6361
13,7,simulated_annealing,108513.2533,89222.4289
13,7,GA,109065.5528,88867.6876
13,8,random_valid,106425.6473,87904.8423
13,8,perimeter_only,105892.1166,89147.2476
13,8,popularity_rank,106406.6463,89035.2795
13,8,greedy_swap,106417.6136,89105.4977
13,8,oracle,107604.0714,90188.3246
13,8,random_search,107377.3953,89571.8778
13,8,simulated_annealing,107653.3856,89073.5055
13,8,GA,108136.4015,89507.2813
13,9,random_valid,107623.6887,87904.8423
13,9,perimeter_only,107336.1396,89147.2476
13,9,popularity_rank,107828.5892,89035.2795
13,9,greedy_swap,107770.9383,89105.4977
13,9,oracle,109063.0635,90188.3246
13,9,random_search,108715.1722,88382.7211
13,9,simulated_annealing,108479.8129,89267.0808
13,9,GA,108354.3363,89486.4838
14,0,random_valid,59595.9009,43163.2799
14,0,perimeter_only,58663.2244,42975.5747
14,0,popularity_rank,58964.9579,42938.7060
14,0,greedy_swap,58773.5813,43226.3987
14,0,oracle,59798.6583,44024.1938
14,0,random_search,59838.6043,43470.7906
14,0,simulated_annealing,59757.0220,43250.0004
14,0,GA,59833.1571,43415.1720
14,1,random_valid,59692.3662,43163.2799
14,1,perimeter_only,58689.1045,42975.5747
14,1,popularity_rank,59205.0877,42938.7060
14,1,greedy_swap,58770.6773,43226.3987
14,1,oracle,60006.7517,44024.1938
14,1,random_search,59668.6907,42988.6648
14,1,simulated_annealing,59841.6239,42958.0706
14,1,GA,60172.0958,43445.9421
14,2,random_valid,59247.3044,43163.2799
14,2,perimeter_only,58628.6240,42975.5747
14,2,popularity_rank,58921.2835,42938.7060
14,2,greedy_swap,59086.8246,43226.3987
14,2,oracle,59916.2450,44024.1938
14,2,random_search,59862.9959,43404.2472
14,2,simulated_annealing,59678.6202,42820.4705
14,2,GA,59892.8226,43440.3537
14,3,random_valid,59448.0263,43163.2799
14,3,perimeter_only,58453.6337,42975.5747
14,3,popularity_rank,58802.6447,42938.7060
14,3,greedy_swap,58586.2384,43226.3987
14,3,oracle,59362.5488,44024.1938
14,3,random_search,59742.9544,43489.9416
14,3,simulated_annealing,59714.5363,43629.2296
14,3,GA,59940.7044,43229.8848
14,4,random_valid,59085.0926,43163.2799
14,4,perimeter_only,58609.2685,42975.5747
14,4,popularity_rank,58705.5004,42938.7060
14,4,greedy_swap,58504.2320,43226.3987
14,4,oracle,59394.1695,44024.1938
14,4,random_search,59241.7203,43414.0777
14,4,simulated_annealing,59633.7734,43086.9577
14,4,GA,59764.3520,43408.7997
14,5,random_valid,59079.5783,43163.2799
14,5,perimeter_only,58679.1495,42975.5747
14,5,popularity_rank,58841.5727,42938.7060
14,5,greedy_swap,58597.2244,43226.3987
14,5,oracle,59630.7364,44024.1938
14,5,random_search,59810.0939,43560.6332
14,5,simulated_annealing,60004.1147,43409.0177
14,5,GA,59960.6081,43560.9646
14,6,random_valid,58969.2054,43163.2799
14,6,perimeter_only,58102.6443,42975.5747
14,6,popularity_rank,58388.3947,42938.7060
14,6,greedy_swap,58401.9100,43226.3987
14,6,oracle,59760.6902,44024.1938
14,6,random_search,59744.5100,43343.3421
14,6,simulated_annealing,59472.8526,43274.9576
14,6,GA,59860.9200,43409.6233
14,7,random_valid,59378.0796,43163.2799
14,7,perimeter_only,58741.8107,42975.5747
14,7,popularity_rank,58870.1827,42938.7060
14,7,greedy_swap,58853.9837,43226.3987
14,7,oracle,59361.9854,44024.1938
14,7,random_search,59215.9917,43301.5468
14,7,simulated_annealing,59549.8949,42814.3982
14,7,GA,59887.3669,43348.2214
14,8,random_valid,59228.6735,43163.2799
14,8,perimeter_only,58619.3409,42975.5747
14,8,popularity_rank,58834.1696,42938.7060
14,8,greedy_swap,58894.4816,43226.3987
14,8,oracle,59811.9251,44024.1938
14,8,random_search,59872.2713,43630.7782
14,8,simulated_annealing,59974.1615,42948.6511
14,8,GA,59886.9108,43409.4741
14,9,random_valid,59806.0180,43163.2799
14,9,perimeter_only,59080.4430,42975.5747
14,9,popularity_rank,59350.7683,42938.7060
14,9,greedy_swap,59196.5423,43226.3987
14,9,oracle,60068.3006,44024.1938
14,9,random_search,59972.4372,43445.6448
14,9,simulated_annealing,59878.2898,43102.6741
14,9,GA,59803.0184,43506.6953
15,0,random_valid,87353.4270,66718.8001
15,0,perimeter_only,86327.5320,66829.7833
15,0,popularity_rank,86820.6187,67488.5400
15,0,greedy_swap,86551.2672,67668.8655
15,0,oracle,87559.5659,68792.0411
15,0,random_search,87420.8046,67719.0667
15,0,simulated_annealing,87656.0965,68130.9122
15,0,GA,87709.4195,68138.3062
15,1,random_valid,87933.7821,66718.8001
15,1,perimeter_only,86494.6021,66829.7833
15,1,popularity_rank,86820.6470,67488.5400
15,1,greedy_swap,86575.4160,67668.8655
15,1,oracle,87803.2756,68792.0411
15,1,random_search,87914.2332,68099.6912
15,1,simulated_annealing,88522.9321,67891.8309
15,1,GA,88606.6099,67560.3779
15,2,random_valid,87177.7886,66718.8001
15,2,perimeter_only,86421.0750,66829.7833
15,2,popularity_rank,86999.4458,67488.5400
15,2,greedy_swap,86642.3386,67668.8655
15,2,oracle,88180.5656,68792.0411
15,2,random_search,88114.7827,68239.1829
15,2,simulated_annealing,88320.8848,68398.6399
15,2,GA,88584.9858,68116.2914
15,3,random_valid,86998.1781,66718.8001
15,3,perimeter_only,85826.8253,66829.7833
15,3,popularity_rank,86300.6669,67488.5400
15,3,greedy_swap,86023.9086,67668.8655
15,3,oracle,87002.6131,68792.0411
15,3,random_search,87725.9928,68086.2867
15,3,simulated_annealing,86749.7681,67860.0473
15,3,GA,87510.1799,67805.0381
15,4,random_valid,87513.1505,66718.8001
15,4,perimeter_only,86471.5821,66829.7833
15,4,popularity_rank,86928.2954,67488.5400
15,4,greedy_swap,86906.7565,67668.8655
15,4,oracle,87667.5286,68792.0411
15,4,random_search,87746.1717,68103.4170
15,4,simulated_annealing,87416.2258,68576.3135
15,4,GA,88330.4858,67951.4659
15,5,random_valid,87305.1834,66718.8001
15,5,perimeter_only,86176.4983,66829.7833
15,5,popularity_rank,86463.4503,67488.5400
15,5,greedy_swap,86746.4203,67668.8655
15,5,oracle,87688.2646,68792.0411
15,5,random_search,87426.9303,68116.7040
15,5,simulated_annealing,87570.7530,68398.7361
15,5,GA,87904.8617,68245.0727
15,6,random_valid,87288.1740,66718.8001
15,6,perimeter_only,86231.8061,66829.7833
15,6,popularity_rank,86287.8668,67488.5400
15,6,greedy_swap,86686.7375,67668.8655
15,6,oracle,86893.8389,68792.0411
15,6,random_search,87692.7533,68100.8684
15,6,simulated_annealing,87396.5992,67803.6154
15,6,GA,88105.3102,68322.6832
15,7,random_valid,86960.0082,66718.8001
15,7,perimeter_only,86339.0769,66829.7833
15,7,popularity_rank,86219.7220,67488.5400
15,7,greedy_swap,85927.7368,67668.8655
15,7,oracle,87431.7612,68792.0411
15,7,random_search,87458.3320,67527.9832
15,7,simulated_annealing,87881.1893,67716.8599
15,7,GA,87905.9264,68007.6725
15,8,random_valid,86900.6261,66718.8001
15,8,perimeter_only,85824.4563,66829.7833
15,8,popularity_rank,86177.6376,67488.5400
15,8,greedy_swap,86587.6444,67668.8655
15,8,oracle,87244.9999,68792.0411
15,8,random_search,87143.1330,67688.1028
15,8,simulated_annealing,87307.5119,68067.1074
15,8,GA,87240.4107,68338.6741
15,9,random_valid,87334.5614,66718.8001
15,9,perimeter_only,86915.9026,66829.7833
15,9,popularity_rank,87270.4541,67488.5400
15,9,greedy_swap,86807.8969,67668.8655
15,9,oracle,87552.6312,68792.0411
15,9,random_search,87936.6259,68225.6623
15,9,simulated_annealing,87340.8818,67828.7177
15,9,GA,88174.2812,67956.3767
16,0,random_valid,85077.0236,69744.4568
16,0,perimeter_only,84767.1290,69784.2234
16,0,popularity_rank,84948.3180,69918.3572
16,0,greedy_swap,84569.4144,70197.0402
16,0,oracle,86315.8916,71067.3215
16,0,random_search,85943.5681,70369.3202
16,0,simulated_annealing,86176.7630,69677.3521
