multiplier,search_seed,layout,replicate,mc_seed,revenue,cf_revenue
3,1,sa,20,1000020,785594.9655,784573.0404
3,1,sa,21,1000021,784957.8871,784573.0404
3,1,sa,22,1000022,786069.2778,784573.0404
3,1,sa,23,1000023,782675.2781,784573.0404
3,1,sa,24,1000024,783357.9618,784573.0404
3,1,sa,25,1000025,782699.9499,784573.0404
3,1,sa,26,1000026,783408.4347,784573.0404
3,1,sa,27,1000027,785157.6892,784573.0404
3,1,sa,28,1000028,786002.2524,784573.0404
3,1,sa,29,1000029,783190.5580,784573.0404
3,1,sa_k,0,1000000,787443.1567,786501.7233
3,1,sa_k,1,1000001,787329.0248,786501.7233
3,1,sa_k,2,1000002,786406.1568,786501.7233
3,1,sa_k,3,1000003,784144.4204,786501.7233
3,1,sa_k,4,1000004,785759.7472,786501.7233
3,1,sa_k,5,1000005,785113.1908,786501.7233
3,1,sa_k,6,1000006,786400.7379,786501.7233
3,1,sa_k,7,1000007,786319.1718,786501.7233
3,1,sa_k,8,1000008,788281.0460,786501.7233
3,1,sa_k,9,1000009,788077.0648,786501.7233
3,1,sa_k,10,1000010,787277.0447,786501.7233
3,1,sa_k,11,1000011,787406.4222,786501.7233
3,1,sa_k,12,1000012,783851.8111,786501.7233
3,1,sa_k,13,1000013,788379.7495,786501.7233
3,1,sa_k,14,1000014,785572.7711,786501.7233
3,1,sa_k,15,1000015,784339.8744,786501.7233
3,1,sa_k,16,1000016,785975.5551,786501.7233
3,1,sa_k,17,1000017,788537.5699,786501.7233
3,1,sa_k,18,1000018,787645.7226,786501.7233
3,1,sa_k,19,1000019,787028.8230,786501.7233
3,1,sa_k,20,1000020,787500.2211,786501.7233
3,1,sa_k,21,1000021,786888.9035,786501.7233
3,1,sa_k,22,1000022,787968.9861,786501.7233
3,1,sa_k,23,1000023,784600.4256,786501.7233
3,1,sa_k,24,1000024,785296.9690,786501.7233
3,1,sa_k,25,1000025,784623.3188,786501.7233
3,1,sa_k,26,1000026,785342.1783,786501.7233
3,1,sa_k,27,1000027,787096.9925,786501.7233
3,1,sa_k,28,1000028,787936.2573,786501.7233
3,1,sa_k,29,1000029,785104.9564,786501.7233
3,2,baseline,0,1000000,770561.2124,769612.7303
3,2,baseline,1,1000001,770380.0688,769612.7303
3,2,baseline,2,1000002,769530.2398,769612.7303
3,2,baseline,3,1000003,767274.1975,769612.7303
3,2,baseline,4,1000004,768885.9518,769612.7303
3,2,baseline,5,1000005,768225.7046,769612.7303
3,2,baseline,6,1000006,769513.9886,769612.7303
3,2,baseline,7,1000007,769425.5480,769612.7303
3,2,baseline,8,1000008,771405.8040,769612.7303
3,2,baseline,9,1000009,771196.5840,769612.7303
3,2,baseline,10,1000010,770346.8677,769612.7303
3,2,baseline,11,1000011,770497.9889,769612.7303
3,2,baseline,12,1000012,767038.1578,769612.7303
3,2,baseline,13,1000013,771448.0260,769612.7303
3,2,baseline,14,1000014,768706.2961,769612.7303
3,2,baseline,15,1000015,767540.7954,769612.7303
3,2,baseline,16,1000016,769062.4945,769612.7303
3,2,baseline,17,1000017,771641.9975,769612.7303
3,2,baseline,18,1000018,770721.0697,769612.7303
3,2,baseline,19,1000019,770123.7668,769612.7303
3,2,baseline,20,1000020,770594.2094,769612.7303
3,2,baseline,21,1000021,769989.2714,769612.7303
3,2,baseline,22,1000022,771025.3383,769612.7303
3,2,baseline,23,1000023,767732.1992,769612.7303
3,2,baseline,24,1000024,768412.2545,769612.7303
3,2,baseline,25,1000025,767752.3726,769612.7303
3,2,baseline,26,1000026,768435.6141,769612.7303
3,2,baseline,27,1000027,770195.9043,769612.7303
3,2,baseline,28,1000028,771020.0913,769612.7303
3,2,baseline,29,1000029,768244.7427,769612.7303
3,2,optimized,0,1000000,785153.8118,784206.0709
3,2,optimized,1,1000001,785030.2607,784206.0709
3,2,optimized,2,1000002,784107.5609,784206.0709
3,2,optimized,3,1000003,781849.8064,784206.0709
3,2,optimized,4,1000004,783472.3501,784206.0709
3,2,optimized,5,1000005,782848.0328,784206.0709
3,2,optimized,6,1000006,784089.1982,784206.0709
3,2,optimized,7,1000007,784063.0752,784206.0709
3,2,optimized,8,1000008,786008.5767,784206.0709
3,2,optimized,9,1000009,785772.2522,784206.0709
3,2,optimized,10,1000010,785001.5306,784206.0709
3,2,optimized,11,1000011,785102.7209,784206.0709
3,2,optimized,12,1000012,781563.6536,784206.0709
3,2,optimized,13,1000013,786106.4844,784206.0709
3,2,optimized,14,1000014,783281.5576,784206.0709
3,2,optimized,15,1000015,782044.1986,784206.0709
3,2,optimized,16,1000016,783658.0376,784206.0709
3,2,optimized,17,1000017,786267.0049,784206.0709
3,2,optimized,18,1000018,785324.0634,784206.0709
3,2,optimized,19,1000019,784728.0199,784206.0709
3,2,optimized,20,1000020,785217.3705,784206.0709
3,2,optimized,21,1000021,784583.1662,784206.0709
3,2,optimized,22,1000022,785713.1232,784206.0709
3,2,optimized,23,1000023,782320.4520,784206.0709
3,2,optimized,24,1000024,782991.8360,784206.0709
3,2,optimized,25,1000025,782330.0025,784206.0709
3,2,optimized,26,1000026,783040.8531,784206.0709
3,2,optimized,27,1000027,784797.4875,784206.0709
3,2,optimized,28,1000028,785639.1702,784206.0709
3,2,optimized,29,1000029,782819.9954,784206.0709
3,2,rs,0,1000000,782662.4787,781711.9189
3,2,rs,1,1000001,782535.6515,781711.9189
3,2,rs,2,1000002,781586.3565,781711.9189
3,2,rs,3,1000003,779354.8173,781711.9189
3,2,rs,4,1000004,780979.9363,781711.9189
3,2,rs,5,1000005,780326.5059,781711.9189
3,2,rs,6,1000006,781572.4346,781711.9189
3,2,rs,7,1000007,781554.6072,781711.9189
3,2,rs,8,1000008,783540.6274,781711.9189
3,2,rs,9,1000009,783264.5433,781711.9189
3,2,rs,10,1000010,782479.9040,781711.9189
3,2,rs,11,1000011,782605.7909,781711.9189
3,2,rs,12,1000012,779079.4210,781711.9189
3,2,rs,13,1000013,783564.1181,781711.9189
3,2,rs,14,1000014,780792.8521,781711.9189
3,2,rs,15,1000015,779546.2961,781711.9189
3,2,rs,16,1000016,781144.6083,781711.9189
3,2,rs,17,1000017,783785.6629,781711.9189
3,2,rs,18,1000018,782829.8054,781711.9189
3,2,rs,19,1000019,782216.3816,781711.9189
3,2,rs,20,1000020,782702.0782,781711.9189
3,2,rs,21,1000021,782105.0196,781711.9189
3,2,rs,22,1000022,783211.2984,781711.9189
3,2,rs,23,1000023,779814.3150,781711.9189
3,2,rs,24,1000024,780513.7551,781711.9189
3,2,rs,25,1000025,779882.3446,781711.9189
3,2,rs,26,1000026,780530.1988,781711.9189
3,2,rs,27,1000027,782332.9466,781711.9189
3,2,rs,28,1000028,783169.3098,781711.9189
3,2,rs,29,1000029,780324.4373,781711.9189
3,2,sa,0,1000000,784266.0957,783321.7088
3,2,sa,1,1000001,784142.8540,783321.7088
3,2,sa,2,1000002,783216.3693,783321.7088
3,2,sa,3,1000003,780958.4847,783321.7088
3,2,sa,4,1000004,782605.5211,783321.7088
3,2,sa,5,1000005,781932.0906,783321.7088
3,2,sa,6,1000006,783208.1700,783321.7088
3,2,sa,7,1000007,783179.6042,783321.7088
3,2,sa,8,1000008,785132.5531,783321.7088
3,2,sa,9,1000009,784886.4657,783321.7088
3,2,sa,10,1000010,784108.7201,783321.7088
3,2,sa,11,1000011,784229.7123,783321.7088
3,2,sa,12,1000012,780692.2962,783321.7088
3,2,sa,13,1000013,785201.3150,783321.7088
3,2,sa,14,1000014,782410.7403,783321.7088
3,2,sa,15,1000015,781153.9825,783321.7088
3,2,sa,16,1000016,782758.9403,783321.7088
3,2,sa,17,1000017,785376.8951,783321.7088
3,2,sa,18,1000018,784456.1929,783321.7088
3,2,sa,19,1000019,783841.9372,783321.7088
3,2,sa,20,1000020,784328.3294,783321.7088
3,2,sa,21,1000021,783700.5800,783321.7088
3,2,sa,22,1000022,784828.3577,783321.7088
3,2,sa,23,1000023,781432.3050,783321.7088
3,2,sa,24,1000024,782103.1557,783321.7088
3,2,sa,25,1000025,781464.3276,783321.7088
3,2,sa,26,1000026,782164.4731,783321.7088
3,2,sa,27,1000027,783928.9374,783321.7088
3,2,sa,28,1000028,784761.8060,783321.7088
3,2,sa,29,1000029,781927.9790,783321.7088
3,2,sa_k,0,1000000,786808.7435,785869.4700
3,2,sa_k,1,1000001,786694.1530,785869.4700
3,2,sa_k,2,1000002,785785.2915,785869.4700
3,2,sa_k,3,1000003,783512.3022,785869.4700
3,2,sa_k,4,1000004,785143.9737,785869.4700
3,2,sa_k,5,1000005,784490.9054,785869.4700
3,2,sa_k,6,1000006,785768.2633,785869.4700
3,2,sa_k,7,1000007,785697.7842,785869.4700
3,2,sa_k,8,1000008,787670.7493,785869.4700
3,2,sa_k,9,1000009,787422.5381,785869.4700
3,2,sa_k,10,1000010,786651.6782,785869.4700
3,2,sa_k,11,1000011,786781.7671,785869.4700
3,2,sa_k,12,1000012,783215.4539,785869.4700
3,2,sa_k,13,1000013,787751.8531,785869.4700
3,2,sa_k,14,1000014,784962.5698,785869.4700
3,2,sa_k,15,1000015,783702.3113,785869.4700
3,2,sa_k,16,1000016,785340.0581,785869.4700
3,2,sa_k,17,1000017,787913.1434,785869.4700
3,2,sa_k,18,1000018,786996.9447,785869.4700
3,2,sa_k,19,1000019,786389.0074,785869.4700
3,2,sa_k,20,1000020,786867.8764,785869.4700
3,2,sa_k,21,1000021,786254.2536,785869.4700
3,2,sa_k,22,1000022,787347.7858,785869.4700
3,2,sa_k,23,1000023,783960.5738,785869.4700
3,2,sa_k,24,1000024,784659.6615,785869.4700
3,2,sa_k,25,1000025,783996.9063,785869.4700
3,2,sa_k,26,1000026,784713.7770,785869.4700
3,2,sa_k,27,1000027,786455.2741,785869.4700
3,2,sa_k,28,1000028,787296.6385,785869.4700
3,2,sa_k,29,1000029,784490.7709,785869.4700
3,3,baseline,0,1000000,770561.2124,769612.7303
3,3,baseline,1,1000001,770380.0688,769612.7303
3,3,baseline,2,1000002,769530.2398,769612.7303
3,3,baseline,3,1000003,767274.1975,769612.7303
3,3,baseline,4,1000004,768885.9518,769612.7303
3,3,baseline,5,1000005,768225.7046,769612.7303
3,3,baseline,6,1000006,769513.9886,769612.7303
3,3,baseline,7,1000007,769425.5480,769612.7303
3,3,baseline,8,1000008,771405.8040,769612.7303
3,3,baseline,9,1000009,771196.5840,769612.7303
3,3,baseline,10,1000010,770346.8677,769612.7303
3,3,baseline,11,1000011,770497.9889,769612.7303
3,3,baseline,12,1000012,767038.1578,769612.7303
3,3,baseline,13,1000013,771448.0260,769612.7303
3,3,baseline,14,1000014,768706.2961,769612.7303
3,3,baseline,15,1000015,767540.7954,769612.7303
3,3,baseline,16,1000016,769062.4945,769612.7303
3,3,baseline,17,1000017,771641.9975,769612.7303
3,3,baseline,18,1000018,770721.0697,769612.7303
3,3,baseline,19,1000019,770123.7668,769612.7303
3,3,baseline,20,1000020,770594.2094,769612.7303
3,3,baseline,21,1000021,769989.2714,769612.7303
3,3,baseline,22,1000022,771025.3383,769612.7303
3,3,baseline,23,1000023,767732.1992,769612.7303
3,3,baseline,24,1000024,768412.2545,769612.7303
3,3,baseline,25,1000025,767752.3726,769612.7303
3,3,baseline,26,1000026,768435.6141,769612.7303
3,3,baseline,27,1000027,770195.9043,769612.7303
3,3,baseline,28,1000028,771020.0913,769612.7303
3,3,baseline,29,1000029,768244.7427,769612.7303
3,3,optimized,0,1000000,785708.1884,784751.6848
3,3,optimized,1,1000001,785578.7237,784751.6848
3,3,optimized,2,1000002,784670.1527,784751.6848
3,3,optimized,3,1000003,782391.3012,784751.6848
3,3,optimized,4,1000004,784023.6907,784751.6848
3,3,optimized,5,1000005,783379.4649,784751.6848
3,3,optimized,6,1000006,784639.7214,784751.6848
3,3,optimized,7,1000007,784598.6784,784751.6848
3,3,optimized,8,1000008,786553.2434,784751.6848
3,3,optimized,9,1000009,786306.8616,784751.6848
3,3,optimized,10,1000010,785540.1976,784751.6848
3,3,optimized,11,1000011,785679.3956,784751.6848
3,3,optimized,12,1000012,782108.8775,784751.6848
3,3,optimized,13,1000013,786635.0500,784751.6848
3,3,optimized,14,1000014,783833.3805,784751.6848
3,3,optimized,15,1000015,782574.9021,784751.6848
3,3,optimized,16,1000016,784202.3695,784751.6848
3,3,optimized,17,1000017,786819.9687,784751.6848
3,3,optimized,18,1000018,785873.1317,784751.6848
3,3,optimized,19,1000019,785263.0673,784751.6848
3,3,optimized,20,1000020,785771.4588,784751.6848
3,3,optimized,21,1000021,785134.6947,784751.6848
3,3,optimized,22,1000022,786246.2491,784751.6848
3,3,optimized,23,1000023,782853.8199,784751.6848
3,3,optimized,24,1000024,783543.5033,784751.6848
3,3,optimized,25,1000025,782882.1361,784751.6848
3,3,optimized,26,1000026,783595.3612,784751.6848
3,3,optimized,27,1000027,785336.5612,784751.6848
3,3,optimized,28,1000028,786179.5585,784751.6848
3,3,optimized,29,1000029,783363.6277,784751.6848
3,3,rs,0,1000000,782064.4227,781104.4559
3,3,rs,1,1000001,781923.3876,781104.4559
3,3,rs,2,1000002,780991.3815,781104.4559
3,3,rs,3,1000003,778754.7357,781104.4559
3,3,rs,4,1000004,780385.0994,781104.4559
3,3,rs,5,1000005,779709.4750,781104.4559
3,3,rs,6,1000006,780959.3493,781104.4559
3,3,rs,7,1000007,780941.7218,781104.4559
3,3,rs,8,1000008,782927.2334,781104.4559
3,3,rs,9,1000009,782656.5146,781104.4559
3,3,rs,10,1000010,781874.2802,781104.4559
3,3,rs,11,1000011,781994.0478,781104.4559
3,3,rs,12,1000012,778493.6092,781104.4559
3,3,rs,13,1000013,782963.8281,781104.4559
3,3,rs,14,1000014,780187.3445,781104.4559
3,3,rs,15,1000015,778926.1218,781104.4559
3,3,rs,16,1000016,780520.3835,781104.4559
3,3,rs,17,1000017,783179.2006,781104.4559
3,3,rs,18,1000018,782207.8949,781104.4559
3,3,rs,19,1000019,781606.5554,781104.4559
3,3,rs,20,1000020,782099.6788,781104.4559
3,3,rs,21,1000021,781500.3472,781104.4559
3,3,rs,22,1000022,782611.3268,781104.4559
3,3,rs,23,1000023,779208.4670,781104.4559
3,3,rs,24,1000024,779896.1905,781104.4559
3,3,rs,25,1000025,779264.7832,781104.4559
3,3,rs,26,1000026,779915.0025,781104.4559
3,3,rs,27,1000027,781734.0436,781104.4559
3,3,rs,28,1000028,782553.5039,781104.4559
3,3,rs,29,1000029,779717.9256,781104.4559
3,3,sa,0,1000000,784451.8406,783505.2923
3,3,sa,1,1000001,784327.0066,783505.2923
3,3,sa,2,1000002,783410.5402,783505.2923
3,3,sa,3,1000003,781145.2037,783505.2923
3,3,sa,4,1000004,782786.0714,783505.2923
3,3,sa,5,1000005,782123.5968,783505.2923
3,3,sa,6,1000006,783394.9446,783505.2923
3,3,sa,7,1000007,783361.8020,783505.2923
3,3,sa,8,1000008,785321.2666,783505.2923
3,3,sa,9,1000009,785071.6248,783505.2923
3,3,sa,10,1000010,784297.2607,783505.2923
3,3,sa,11,1000011,784418.6901,783505.2923
3,3,sa,12,1000012,780868.2605,783505.2923
3,3,sa,13,1000013,785387.3681,783505.2923
3,3,sa,14,1000014,782587.9370,783505.2923
3,3,sa,15,1000015,781344.5280,783505.2923
3,3,sa,16,1000016,782942.3906,783505.2923
3,3,sa,17,1000017,785557.5818,783505.2923
3,3,sa,18,1000018,784641.8098,783505.2923
3,3,sa,19,1000019,784018.1902,783505.2923
3,3,sa,20,1000020,784516.6733,783505.2923
3,3,sa,21,1000021,783880.6440,783505.2923
3,3,sa,22,1000022,785016.7515,783505.2923
3,3,sa,23,1000023,781611.8865,783505.2923
3,3,sa,24,1000024,782276.2635,783505.2923
3,3,sa,25,1000025,781635.5009,783505.2923
3,3,sa,26,1000026,782343.4522,783505.2923
3,3,sa,27,1000027,784109.5485,783505.2923
3,3,sa,28,1000028,784953.2754,783505.2923
3,3,sa,29,1000029,782118.7886,783505.2923
3,3,sa_k,0,1000000,787927.6717,786993.2831
3,3,sa_k,1,1000001,787824.3212,786993.2831
3,3,sa_k,2,1000002,786885.5237,786993.2831
3,3,sa_k,3,1000003,784645.5490,786993.2831
3,3,sa_k,4,1000004,786260.8361,786993.2831
3,3,sa_k,5,1000005,785598.0945,786993.2831
3,3,sa_k,6,1000006,786887.5029,786993.2831
3,3,sa_k,7,1000007,786821.6321,786993.2831
3,3,sa_k,8,1000008,788775.1657,786993.2831
3,3,sa_k,9,1000009,788557.2190,786993.2831
3,3,sa_k,10,1000010,787777.9401,786993.2831
3,3,sa_k,11,1000011,787905.9895,786993.2831
3,3,sa_k,12,1000012,784352.7321,786993.2831
3,3,sa_k,13,1000013,788870.8820,786993.2831
3,3,sa_k,14,1000014,786068.9112,786993.2831
3,3,sa_k,15,1000015,784832.4400,786993.2831
3,3,sa_k,16,1000016,786462.3886,786993.2831
3,3,sa_k,17,1000017,789017.9967,786993.2831
3,3,sa_k,18,1000018,788142.1254,786993.2831
3,3,sa_k,19,1000019,787518.6706,786993.2831
3,3,sa_k,20,1000020,787999.5860,786993.2831
3,3,sa_k,21,1000021,787379.4210,786993.2831
3,3,sa_k,22,1000022,788463.1492,786993.2831
3,3,sa_k,23,1000023,785091.2593,786993.2831
3,3,sa_k,24,1000024,785755.9918,786993.2831
3,3,sa_k,25,1000025,785104.6665,786993.2831
3,3,sa_k,26,1000026,785833.4412,786993.2831
3,3,sa_k,27,1000027,787588.9506,786993.2831
3,3,sa_k,28,1000028,788421.7808,786993.2831
3,3,sa_k,29,1000029,785601.7263,786993.2831
3,4,baseline,0,1000000,770561.2124,769612.7303
3,4,baseline,1,1000001,770380.0688,769612.7303
3,4,baseline,2,1000002,769530.2398,769612.7303
3,4,baseline,3,1000003,767274.1975,769612.7303
3,4,baseline,4,1000004,768885.9518,769612.7303
3,4,baseline,5,1000005,768225.7046,769612.7303
3,4,baseline,6,1000006,769513.9886,769612.7303
3,4,baseline,7,1000007,769425.5480,769612.7303
3,4,baseline,8,1000008,771405.8040,769612.7303
3,4,baseline,9,1000009,771196.5840,769612.7303
3,4,baseline,10,1000010,770346.8677,769612.7303
3,4,baseline,11,1000011,770497.9889,769612.7303
3,4,baseline,12,1000012,767038.1578,769612.7303
3,4,baseline,13,1000013,771448.0260,769612.7303
3,4,baseline,14,1000014,768706.2961,769612.7303
3,4,baseline,15,1000015,767540.7954,769612.7303
3,4,baseline,16,1000016,769062.4945,769612.7303
3,4,baseline,17,1000017,771641.9975,769612.7303
3,4,baseline,18,1000018,770721.0697,769612.7303
3,4,baseline,19,1000019,770123.7668,769612.7303
3,4,baseline,20,1000020,770594.2094,769612.7303
3,4,baseline,21,1000021,769989.2714,769612.7303
3,4,baseline,22,1000022,771025.3383,769612.7303
3,4,baseline,23,1000023,767732.1992,769612.7303
3,4,baseline,24,1000024,768412.2545,769612.7303
3,4,baseline,25,1000025,767752.3726,769612.7303
3,4,baseline,26,1000026,768435.6141,769612.7303
3,4,baseline,27,1000027,770195.9043,769612.7303
3,4,baseline,28,1000028,771020.0913,769612.7303
3,4,baseline,29,1000029,768244.7427,769612.7303
3,4,optimized,0,1000000,786501.6626,785566.7922
3,4,optimized,1,1000001,786394.5700,785566.7922
3,4,optimized,2,1000002,785493.2130,785566.7922
3,4,optimized,3,1000003,783213.4518,785566.7922
3,4,optimized,4,1000004,784841.5240,785566.7922
3,4,optimized,5,1000005,784185.1088,785566.7922
3,4,optimized,6,1000006,785460.1225,785566.7922
3,4,optimized,7,1000007,785399.9928,785566.7922
3,4,optimized,8,1000008,787372.2756,785566.7922
3,4,optimized,9,1000009,787121.8128,785566.7922
3,4,optimized,10,1000010,786346.5500,785566.7922
3,4,optimized,11,1000011,786481.5159,785566.7922
3,4,optimized,12,1000012,782925.2841,785566.7922
3,4,optimized,13,1000013,787445.1957,785566.7922
3,4,optimized,14,1000014,784653.5838,785566.7922
3,4,optimized,15,1000015,783400.5070,785566.7922
3,4,optimized,16,1000016,785033.5149,785566.7922
3,4,optimized,17,1000017,787615.8103,785566.7922
3,4,optimized,18,1000018,786686.9257,785566.7922
3,4,optimized,19,1000019,786077.7717,785566.7922
3,4,optimized,20,1000020,786564.7280,785566.7922
3,4,optimized,21,1000021,785952.4337,785566.7922
3,4,optimized,22,1000022,787054.0424,785566.7922
3,4,optimized,23,1000023,783660.7574,785566.7922
3,4,optimized,24,1000024,784356.6250,785566.7922
3,4,optimized,25,1000025,783690.6270,785566.7922
3,4,optimized,26,1000026,784402.0631,785566.7922
3,4,optimized,27,1000027,786157.3659,785566.7922
3,4,optimized,28,1000028,786991.5554,785566.7922
3,4,optimized,29,1000029,784193.6730,785566.7922
3,4,rs,0,1000000,781232.0110,780280.8393
3,4,rs,1,1000001,781092.0290,780280.8393
3,4,rs,2,1000002,780169.6969,780280.8393
3,4,rs,3,1000003,777924.6422,780280.8393
3,4,rs,4,1000004,779565.4135,780280.8393
3,4,rs,5,1000005,778871.9400,780280.8393
3,4,rs,6,1000006,780109.4144,780280.8393
3,4,rs,7,1000007,780112.9051,780280.8393
3,4,rs,8,1000008,782128.1024,780280.8393
3,4,rs,9,1000009,781844.0809,780280.8393
3,4,rs,10,1000010,781041.8220,780280.8393
3,4,rs,11,1000011,781181.2509,780280.8393
3,4,rs,12,1000012,777631.8114,780280.8393
3,4,rs,13,1000013,782139.3699,780280.8393
3,4,rs,14,1000014,779391.7070,780280.8393
3,4,rs,15,1000015,778097.6787,780280.8393
3,4,rs,16,1000016,779715.6839,780280.8393
3,4,rs,17,1000017,782339.0345,780280.8393
3,4,rs,18,1000018,781389.0252,780280.8393
3,4,rs,19,1000019,780791.1464,780280.8393
3,4,rs,20,1000020,781294.0319,780280.8393
3,4,rs,21,1000021,780699.4932,780280.8393
3,4,rs,22,1000022,781785.3649,780280.8393
3,4,rs,23,1000023,778378.3624,780280.8393
3,4,rs,24,1000024,779085.0656,780280.8393
3,4,rs,25,1000025,778440.3547,780280.8393
3,4,rs,26,1000026,779101.4025,780280.8393
3,4,rs,27,1000027,780907.0769,780280.8393
3,4,rs,28,1000028,781725.5870,780280.8393
3,4,rs,29,1000029,778891.5575,780280.8393
3,4,sa,0,1000000,784795.3662,783855.3967
3,4,sa,1,1000001,784680.9099,783855.3967
3,4,sa,2,1000002,783756.6874,783855.3967
3,4,sa,3,1000003,781496.8263,783855.3967
3,4,sa,4,1000004,783129.5660,783855.3967
3,4,sa,5,1000005,782475.3952,783855.3967
3,4,sa,6,1000006,783738.2212,783855.3967
3,4,sa,7,1000007,783709.4871,783855.3967
3,4,sa,8,1000008,785658.9129,783855.3967
3,4,sa,9,1000009,785423.4403,783855.3967
3,4,sa,10,1000010,784653.9047,783855.3967
3,4,sa,11,1000011,784759.7786,783855.3967
3,4,sa,12,1000012,781212.4519,783855.3967
3,4,sa,13,1000013,785747.3862,783855.3967
3,4,sa,14,1000014,782939.4727,783855.3967
3,4,sa,15,1000015,781701.7866,783855.3967
3,4,sa,16,1000016,783304.5422,783855.3967
3,4,sa,17,1000017,785912.8394,783855.3967
3,4,sa,18,1000018,784976.4689,783855.3967
3,4,sa,19,1000019,784383.5358,783855.3967
3,4,sa,20,1000020,784865.8845,783855.3967
3,4,sa,21,1000021,784233.2015,783855.3967
3,4,sa,22,1000022,785364.6444,783855.3967
3,4,sa,23,1000023,781955.4328,783855.3967
3,4,sa,24,1000024,782627.2241,783855.3967
3,4,sa,25,1000025,781982.9569,783855.3967
3,4,sa,26,1000026,782696.1017,783855.3967
3,4,sa,27,1000027,784452.6530,783855.3967
3,4,sa,28,1000028,785291.1063,783855.3967
3,4,sa,29,1000029,782465.3776,783855.3967
3,4,sa_k,0,1000000,787895.1561,786960.0984
3,4,sa_k,1,1000001,787790.0659,786960.0984
3,4,sa_k,2,1000002,786852.9543,786960.0984
3,4,sa_k,3,1000003,784612.6172,786960.0984
3,4,sa_k,4,1000004,786228.5970,786960.0984
3,4,sa_k,5,1000005,785565.0609,786960.0984
3,4,sa_k,6,1000006,786856.6646,786960.0984
3,4,sa_k,7,1000007,786789.0168,786960.0984
3,4,sa_k,8,1000008,788742.4907,786960.0984
3,4,sa_k,9,1000009,788522.4061,786960.0984
3,4,sa_k,10,1000010,787745.6117,786960.0984
3,4,sa_k,11,1000011,787870.5306,786960.0984
3,4,sa_k,12,1000012,784318.0953,786960.0984
3,4,sa_k,13,1000013,788838.5517,786960.0984
3,4,sa_k,14,1000014,786035.3199,786960.0984
3,4,sa_k,15,1000015,784800.0621,786960.0984
3,4,sa_k,16,1000016,786427.9471,786960.0984
3,4,sa_k,17,1000017,788985.9752,786960.0984
3,4,sa_k,18,1000018,788109.2488,786960.0984
3,4,sa_k,19,1000019,787484.6006,786960.0984
3,4,sa_k,20,1000020,787967.9152,786960.0984
3,4,sa_k,21,1000021,787346.3100,786960.0984
3,4,sa_k,22,1000022,788428.9477,786960.0984
3,4,sa_k,23,1000023,785058.2102,786960.0984
3,4,sa_k,24,1000024,785721.4981,786960.0984
3,4,sa_k,25,1000025,785071.3383,786960.0984
3,4,sa_k,26,1000026,785802.7517,786960.0984
3,4,sa_k,27,1000027,787558.0996,786960.0984
3,4,sa_k,28,1000028,788390.4871,786960.0984
3,4,sa_k,29,1000029,785566.7830,786960.0984
10,0,baseline,0,1000000,770561.2124,769612.7303
10,0,baseline,1,1000001,770380.0688,769612.7303
10,0,baseline,2,1000002,769530.2398,769612.7303
10,0,baseline,3,1000003,767274.1975,769612.7303
10,0,baseline,4,1000004,768885.9518,769612.7303
10,0,baseline,5,1000005,768225.7046,769612.7303
10,0,baseline,6,1000006,769513.9886,769612.7303
10,0,baseline,7,1000007,769425.5480,769612.7303
10,0,baseline,8,1000008,771405.8040,769612.7303
10,0,baseline,9,1000009,771196.5840,769612.7303
10,0,baseline,10,1000010,770346.8677,769612.7303
10,0,baseline,11,1000011,770497.9889,769612.7303
10,0,baseline,12,1000012,767038.1578,769612.7303
10,0,baseline,13,1000013,771448.0260,769612.7303
10,0,baseline,14,1000014,768706.2961,769612.7303
10,0,baseline,15,1000015,767540.7954,769612.7303
10,0,baseline,16,1000016,769062.4945,769612.7303
10,0,baseline,17,1000017,771641.9975,769612.7303
10,0,baseline,18,1000018,770721.0697,769612.7303
10,0,baseline,19,1000019,770123.7668,769612.7303
10,0,baseline,20,1000020,770594.2094,769612.7303
10,0,baseline,21,1000021,769989.2714,769612.7303
10,0,baseline,22,1000022,771025.3383,769612.7303
10,0,baseline,23,1000023,767732.1992,769612.7303
10,0,baseline,24,1000024,768412.2545,769612.7303
10,0,baseline,25,1000025,767752.3726,769612.7303
10,0,baseline,26,1000026,768435.6141,769612.7303
10,0,baseline,27,1000027,770195.9043,769612.7303
10,0,baseline,28,1000028,771020.0913,769612.7303
10,0,baseline,29,1000029,768244.7427,769612.7303
10,0,optimized,0,1000000,787413.1522,786471.2576
10,0,optimized,1,1000001,787298.3742,786471.2576
10,0,optimized,2,1000002,786377.6366,786471.2576
10,0,optimized,3,1000003,784112.1199,786471.2576
10,0,optimized,4,1000004,785726.7402,786471.2576
10,0,optimized,5,1000005,785082.0161,786471.2576
10,0,optimized,6,1000006,786368.6167,786471.2576
10,0,optimized,7,1000007,786287.8290,786471.2576
10,0,optimized,8,1000008,788254.4690,786471.2576
10,0,optimized,9,1000009,788043.3936,786471.2576
10,0,optimized,10,1000010,787246.8788,786471.2576
10,0,optimized,11,1000011,787378.4705,786471.2576
10,0,optimized,12,1000012,783823.6182,786471.2576
10,0,optimized,13,1000013,788345.1151,786471.2576
10,0,optimized,14,1000014,785545.0692,786471.2576
10,0,optimized,15,1000015,784305.6937,786471.2576
10,0,optimized,16,1000016,785945.0742,786471.2576
10,0,optimized,17,1000017,788507.6018,786471.2576
10,0,optimized,18,1000018,787614.9918,786471.2576
