multiplier,search_seed,layout,replicate,mc_seed,revenue,cf_revenue
1,2,sa_k,20,1000020,786477.3284,785479.3678
1,2,sa_k,21,1000021,785867.4629,785479.3678
1,2,sa_k,22,1000022,786968.5627,785479.3678
1,2,sa_k,23,1000023,783576.4527,785479.3678
1,2,sa_k,24,1000024,784268.9829,785479.3678
1,2,sa_k,25,1000025,783607.4992,785479.3678
1,2,sa_k,26,1000026,784321.1445,785479.3678
1,2,sa_k,27,1000027,786065.7719,785479.3678
1,2,sa_k,28,1000028,786909.3449,785479.3678
1,2,sa_k,29,1000029,784104.6359,785479.3678
1,3,baseline,0,1000000,770561.2124,769612.7303
1,3,baseline,1,1000001,770380.0688,769612.7303
1,3,baseline,2,1000002,769530.2398,769612.7303
1,3,baseline,3,1000003,767274.1975,769612.7303
1,3,baseline,4,1000004,768885.9518,769612.7303
1,3,baseline,5,1000005,768225.7046,769612.7303
1,3,baseline,6,1000006,769513.9886,769612.7303
1,3,baseline,7,1000007,769425.5480,769612.7303
1,3,baseline,8,1000008,771405.8040,769612.7303
1,3,baseline,9,1000009,771196.5840,769612.7303
1,3,baseline,10,1000010,770346.8677,769612.7303
1,3,baseline,11,1000011,770497.9889,769612.7303
1,3,baseline,12,1000012,767038.1578,769612.7303
1,3,baseline,13,1000013,771448.0260,769612.7303
1,3,baseline,14,1000014,768706.2961,769612.7303
1,3,baseline,15,1000015,767540.7954,769612.7303
1,3,baseline,16,1000016,769062.4945,769612.7303
1,3,baseline,17,1000017,771641.9975,769612.7303
1,3,baseline,18,1000018,770721.0697,769612.7303
1,3,baseline,19,1000019,770123.7668,769612.7303
1,3,baseline,20,1000020,770594.2094,769612.7303
1,3,baseline,21,1000021,769989.2714,769612.7303
1,3,baseline,22,1000022,771025.3383,769612.7303
1,3,baseline,23,1000023,767732.1992,769612.7303
1,3,baseline,24,1000024,768412.2545,769612.7303
1,3,baseline,25,1000025,767752.3726,769612.7303
1,3,baseline,26,1000026,768435.6141,769612.7303
1,3,baseline,27,1000027,770195.9043,769612.7303
1,3,baseline,28,1000028,771020.0913,769612.7303
1,3,baseline,29,1000029,768244.7427,769612.7303
1,3,optimized,0,1000000,783278.2345,782330.0891
1,3,optimized,1,1000001,783155.0296,782330.0891
1,3,optimized,2,1000002,782211.2791,782330.0891
1,3,optimized,3,1000003,779978.8468,782330.0891
1,3,optimized,4,1000004,781612.0823,782330.0891
1,3,optimized,5,1000005,780944.4548,782330.0891
1,3,optimized,6,1000006,782202.3850,782330.0891
1,3,optimized,7,1000007,782184.0905,782330.0891
1,3,optimized,8,1000008,784151.9264,782330.0891
1,3,optimized,9,1000009,783916.0503,782330.0891
1,3,optimized,10,1000010,783101.3809,782330.0891
1,3,optimized,11,1000011,783223.4745,782330.0891
1,3,optimized,12,1000012,779706.7113,782330.0891
1,3,optimized,13,1000013,784188.0440,782330.0891
1,3,optimized,14,1000014,781416.0917,782330.0891
1,3,optimized,15,1000015,780155.4668,782330.0891
1,3,optimized,16,1000016,781771.7062,782330.0891
1,3,optimized,17,1000017,784401.5684,782330.0891
1,3,optimized,18,1000018,783458.4508,782330.0891
1,3,optimized,19,1000019,782841.6084,782330.0891
1,3,optimized,20,1000020,783324.1520,782330.0891
1,3,optimized,21,1000021,782710.8564,782330.0891
1,3,optimized,22,1000022,783836.8750,782330.0891
1,3,optimized,23,1000023,780437.2553,782330.0891
1,3,optimized,24,1000024,781124.0970,782330.0891
1,3,optimized,25,1000025,780490.6356,782330.0891
1,3,optimized,26,1000026,781153.4714,782330.0891
1,3,optimized,27,1000027,782919.6992,782330.0891
1,3,optimized,28,1000028,783783.3781,782330.0891
1,3,optimized,29,1000029,780938.8648,782330.0891
1,3,rs,0,1000000,780638.4256,779675.1465
1,3,rs,1,1000001,780499.7650,779675.1465
1,3,rs,2,1000002,779557.7819,779675.1465
1,3,rs,3,1000003,777317.2587,779675.1465
1,3,rs,4,1000004,778974.8521,779675.1465
1,3,rs,5,1000005,778263.3642,779675.1465
1,3,rs,6,1000006,779517.2511,779675.1465
1,3,rs,7,1000007,779519.9847,779675.1465
1,3,rs,8,1000008,781527.0030,779675.1465
1,3,rs,9,1000009,781244.6141,779675.1465
1,3,rs,10,1000010,780433.5203,779675.1465
1,3,rs,11,1000011,780576.2395,779675.1465
1,3,rs,12,1000012,777024.1155,779675.1465
1,3,rs,13,1000013,781529.2991,779675.1465
1,3,rs,14,1000014,778781.4108,779675.1465
1,3,rs,15,1000015,777497.5288,779675.1465
1,3,rs,16,1000016,779110.7937,779675.1465
1,3,rs,17,1000017,781721.8151,779675.1465
1,3,rs,18,1000018,780774.4513,779675.1465
1,3,rs,19,1000019,780194.1858,779675.1465
1,3,rs,20,1000020,780701.7885,779675.1465
1,3,rs,21,1000021,780099.0297,779675.1465
1,3,rs,22,1000022,781172.5858,779675.1465
1,3,rs,23,1000023,777760.2575,779675.1465
1,3,rs,24,1000024,778470.0620,779675.1465
1,3,rs,25,1000025,777844.5967,779675.1465
1,3,rs,26,1000026,778500.4853,779675.1465
1,3,rs,27,1000027,780298.3748,779675.1465
1,3,rs,28,1000028,781123.2646,779675.1465
1,3,rs,29,1000029,778295.0751,779675.1465
1,3,sa,0,1000000,781871.9613,780902.2841
1,3,sa,1,1000001,781722.8937,780902.2841
1,3,sa,2,1000002,780795.6403,780902.2841
1,3,sa,3,1000003,778549.1812,780902.2841
1,3,sa,4,1000004,780183.8265,780902.2841
1,3,sa,5,1000005,779500.4146,780902.2841
1,3,sa,6,1000006,780742.7679,780902.2841
1,3,sa,7,1000007,780733.2241,780902.2841
1,3,sa,8,1000008,782735.4533,780902.2841
1,3,sa,9,1000009,782456.4946,780902.2841
1,3,sa,10,1000010,781679.2513,780902.2841
1,3,sa,11,1000011,781794.2647,780902.2841
1,3,sa,12,1000012,778268.1895,780902.2841
1,3,sa,13,1000013,782763.0945,780902.2841
1,3,sa,14,1000014,779991.3861,780902.2841
1,3,sa,15,1000015,778711.7061,780902.2841
1,3,sa,16,1000016,780327.8401,780902.2841
1,3,sa,17,1000017,782955.6094,780902.2841
1,3,sa,18,1000018,782009.7761,780902.2841
1,3,sa,19,1000019,781410.2004,780902.2841
1,3,sa,20,1000020,781903.4387,780902.2841
1,3,sa,21,1000021,781318.1683,780902.2841
1,3,sa,22,1000022,782406.0516,780902.2841
1,3,sa,23,1000023,779002.1733,780902.2841
1,3,sa,24,1000024,779696.3439,780902.2841
1,3,sa,25,1000025,779072.4320,780902.2841
1,3,sa,26,1000026,779712.9524,780902.2841
1,3,sa,27,1000027,781534.7426,780902.2841
1,3,sa,28,1000028,782353.1616,780902.2841
1,3,sa,29,1000029,779509.6648,780902.2841
1,3,sa_k,0,1000000,786188.3973,785247.1360
1,3,sa_k,1,1000001,786072.6027,785247.1360
1,3,sa_k,2,1000002,785173.9800,785247.1360
1,3,sa_k,3,1000003,782887.7367,785247.1360
1,3,sa_k,4,1000004,784524.8825,785247.1360
1,3,sa_k,5,1000005,783868.5509,785247.1360
1,3,sa_k,6,1000006,785130.7453,785247.1360
1,3,sa_k,7,1000007,785092.2958,785247.1360
1,3,sa_k,8,1000008,787046.1151,785247.1360
1,3,sa_k,9,1000009,786802.8250,785247.1360
1,3,sa_k,10,1000010,786032.5932,785247.1360
1,3,sa_k,11,1000011,786179.0893,785247.1360
1,3,sa_k,12,1000012,782603.3436,785247.1360
1,3,sa_k,13,1000013,787135.4065,785247.1360
1,3,sa_k,14,1000014,784331.1506,785247.1360
1,3,sa_k,15,1000015,783081.4677,785247.1360
1,3,sa_k,16,1000016,784701.7541,785247.1360
1,3,sa_k,17,1000017,787302.3054,785247.1360
1,3,sa_k,18,1000018,786373.0580,785247.1360
1,3,sa_k,19,1000019,785762.3469,785247.1360
1,3,sa_k,20,1000020,786261.0683,785247.1360
1,3,sa_k,21,1000021,785629.1454,785247.1360
1,3,sa_k,22,1000022,786737.2570,785247.1360
1,3,sa_k,23,1000023,783343.4579,785247.1360
1,3,sa_k,24,1000024,784036.3680,785247.1360
1,3,sa_k,25,1000025,783377.3940,785247.1360
1,3,sa_k,26,1000026,784089.0381,785247.1360
1,3,sa_k,27,1000027,785825.2308,785247.1360
1,3,sa_k,28,1000028,786671.4536,785247.1360
1,3,sa_k,29,1000029,783870.7970,785247.1360
1,4,baseline,0,1000000,770561.2124,769612.7303
1,4,baseline,1,1000001,770380.0688,769612.7303
1,4,baseline,2,1000002,769530.2398,769612.7303
1,4,baseline,3,1000003,767274.1975,769612.7303
1,4,baseline,4,1000004,768885.9518,769612.7303
1,4,baseline,5,1000005,768225.7046,769612.7303
1,4,baseline,6,1000006,769513.9886,769612.7303
1,4,baseline,7,1000007,769425.5480,769612.7303
1,4,baseline,8,1000008,771405.8040,769612.7303
1,4,baseline,9,1000009,771196.5840,769612.7303
1,4,baseline,10,1000010,770346.8677,769612.7303
1,4,baseline,11,1000011,770497.9889,769612.7303
1,4,baseline,12,1000012,767038.1578,769612.7303
1,4,baseline,13,1000013,771448.0260,769612.7303
1,4,baseline,14,1000014,768706.2961,769612.7303
1,4,baseline,15,1000015,767540.7954,769612.7303
1,4,baseline,16,1000016,769062.4945,769612.7303
1,4,baseline,17,1000017,771641.9975,769612.7303
1,4,baseline,18,1000018,770721.0697,769612.7303
1,4,baseline,19,1000019,770123.7668,769612.7303
1,4,baseline,20,1000020,770594.2094,769612.7303
1,4,baseline,21,1000021,769989.2714,769612.7303
1,4,baseline,22,1000022,771025.3383,769612.7303
1,4,baseline,23,1000023,767732.1992,769612.7303
1,4,baseline,24,1000024,768412.2545,769612.7303
1,4,baseline,25,1000025,767752.3726,769612.7303
1,4,baseline,26,1000026,768435.6141,769612.7303
1,4,baseline,27,1000027,770195.9043,769612.7303
1,4,baseline,28,1000028,771020.0913,769612.7303
1,4,baseline,29,1000029,768244.7427,769612.7303
1,4,optimized,0,1000000,783034.3803,782082.0378
1,4,optimized,1,1000001,782911.0108,782082.0378
1,4,optimized,2,1000002,781967.2795,782082.0378
1,4,optimized,3,1000003,779715.5082,782082.0378
1,4,optimized,4,1000004,781349.3220,782082.0378
1,4,optimized,5,1000005,780690.3871,782082.0378
1,4,optimized,6,1000006,781946.0643,782082.0378
1,4,optimized,7,1000007,781926.4677,782082.0378
1,4,optimized,8,1000008,783891.8606,782082.0378
1,4,optimized,9,1000009,783655.7807,782082.0378
1,4,optimized,10,1000010,782850.3412,782082.0378
1,4,optimized,11,1000011,782980.0963,782082.0378
1,4,optimized,12,1000012,779455.8134,782082.0378
1,4,optimized,13,1000013,783937.2150,782082.0378
1,4,optimized,14,1000014,781169.4337,782082.0378
1,4,optimized,15,1000015,779909.8244,782082.0378
1,4,optimized,16,1000016,781517.4232,782082.0378
1,4,optimized,17,1000017,784152.7576,782082.0378
1,4,optimized,18,1000018,783205.9267,782082.0378
1,4,optimized,19,1000019,782602.8390,782082.0378
1,4,optimized,20,1000020,783070.0760,782082.0378
1,4,optimized,21,1000021,782471.0305,782082.0378
1,4,optimized,22,1000022,783586.9492,782082.0378
1,4,optimized,23,1000023,780183.8742,782082.0378
1,4,optimized,24,1000024,780875.6279,782082.0378
1,4,optimized,25,1000025,780249.3184,782082.0378
1,4,optimized,26,1000026,780897.2154,782082.0378
1,4,optimized,27,1000027,782694.4879,782082.0378
1,4,optimized,28,1000028,783532.7341,782082.0378
1,4,optimized,29,1000029,780700.6745,782082.0378
1,4,rs,0,1000000,780807.9468,779846.6503
1,4,rs,1,1000001,780665.0312,779846.6503
1,4,rs,2,1000002,779733.6987,779846.6503
1,4,rs,3,1000003,777491.5152,779846.6503
1,4,rs,4,1000004,779150.0955,779846.6503
1,4,rs,5,1000005,778438.5003,779846.6503
1,4,rs,6,1000006,779687.3807,779846.6503
1,4,rs,7,1000007,779689.5424,779846.6503
1,4,rs,8,1000008,781694.0634,779846.6503
1,4,rs,9,1000009,781418.3052,779846.6503
1,4,rs,10,1000010,780608.3244,779846.6503
1,4,rs,11,1000011,780754.8382,779846.6503
1,4,rs,12,1000012,777191.8925,779846.6503
1,4,rs,13,1000013,781708.9740,779846.6503
1,4,rs,14,1000014,778949.4881,779846.6503
1,4,rs,15,1000015,777661.1950,779846.6503
1,4,rs,16,1000016,779293.7400,779846.6503
1,4,rs,17,1000017,781905.4766,779846.6503
1,4,rs,18,1000018,780953.0869,779846.6503
1,4,rs,19,1000019,780357.3587,779846.6503
1,4,rs,20,1000020,780867.6458,779846.6503
1,4,rs,21,1000021,780267.8293,779846.6503
1,4,rs,22,1000022,781338.5304,779846.6503
1,4,rs,23,1000023,777937.7762,779846.6503
1,4,rs,24,1000024,778643.6677,779846.6503
1,4,rs,25,1000025,778015.9178,779846.6503
1,4,rs,26,1000026,778664.5545,779846.6503
1,4,rs,27,1000027,780471.8387,779846.6503
1,4,rs,28,1000028,781295.3209,779846.6503
1,4,rs,29,1000029,778463.7303,779846.6503
1,4,sa,0,1000000,783322.6294,782373.1607
1,4,sa,1,1000001,783199.0822,782373.1607
1,4,sa,2,1000002,782264.5678,782373.1607
1,4,sa,3,1000003,780014.7821,782373.1607
1,4,sa,4,1000004,781651.7511,782373.1607
1,4,sa,5,1000005,780982.8759,782373.1607
1,4,sa,6,1000006,782241.2588,782373.1607
1,4,sa,7,1000007,782222.5434,782373.1607
1,4,sa,8,1000008,784193.7355,782373.1607
1,4,sa,9,1000009,783952.8085,782373.1607
1,4,sa,10,1000010,783138.0162,782373.1607
1,4,sa,11,1000011,783268.3348,782373.1607
1,4,sa,12,1000012,779752.4268,782373.1607
1,4,sa,13,1000013,784233.7174,782373.1607
1,4,sa,14,1000014,781460.8663,782373.1607
1,4,sa,15,1000015,780203.8949,782373.1607
1,4,sa,16,1000016,781812.1790,782373.1607
1,4,sa,17,1000017,784445.5981,782373.1607
1,4,sa,18,1000018,783502.1819,782373.1607
1,4,sa,19,1000019,782887.1535,782373.1607
1,4,sa,20,1000020,783365.7215,782373.1607
1,4,sa,21,1000021,782757.4428,782373.1607
1,4,sa,22,1000022,783880.0084,782373.1607
1,4,sa,23,1000023,780476.4271,782373.1607
1,4,sa,24,1000024,781170.7585,782373.1607
1,4,sa,25,1000025,780536.4101,782373.1607
1,4,sa,26,1000026,781191.2368,782373.1607
1,4,sa,27,1000027,782969.2336,782373.1607
1,4,sa,28,1000028,783829.8742,782373.1607
1,4,sa,29,1000029,780984.1913,782373.1607
1,4,sa_k,0,1000000,785034.3200,784094.8398
1,4,sa_k,1,1000001,784922.3015,784094.8398
1,4,sa_k,2,1000002,783998.1130,784094.8398
1,4,sa_k,3,1000003,781743.0427,784094.8398
1,4,sa_k,4,1000004,783363.6597,784094.8398
1,4,sa_k,5,1000005,782734.3719,784094.8398
1,4,sa_k,6,1000006,783976.4769,784094.8398
1,4,sa_k,7,1000007,783950.2497,784094.8398
1,4,sa_k,8,1000008,785898.1851,784094.8398
1,4,sa_k,9,1000009,785667.8612,784094.8398
1,4,sa_k,10,1000010,784890.3383,784094.8398
1,4,sa_k,11,1000011,784996.5505,784094.8398
1,4,sa_k,12,1000012,781454.0308,784094.8398
1,4,sa_k,13,1000013,785993.5759,784094.8398
1,4,sa_k,14,1000014,783169.2045,784094.8398
1,4,sa_k,15,1000015,781935.6192,784094.8398
1,4,sa_k,16,1000016,783557.8615,784094.8398
1,4,sa_k,17,1000017,786155.0080,784094.8398
1,4,sa_k,18,1000018,785208.1103,784094.8398
1,4,sa_k,19,1000019,784616.0157,784094.8398
1,4,sa_k,20,1000020,785107.6010,784094.8398
1,4,sa_k,21,1000021,784468.4312,784094.8398
1,4,sa_k,22,1000022,785599.2769,784094.8398
1,4,sa_k,23,1000023,782206.3226,784094.8398
1,4,sa_k,24,1000024,782884.6143,784094.8398
1,4,sa_k,25,1000025,782216.1549,784094.8398
1,4,sa_k,26,1000026,782936.2017,784094.8398
1,4,sa_k,27,1000027,784688.9790,784094.8398
1,4,sa_k,28,1000028,785528.4973,784094.8398
1,4,sa_k,29,1000029,782702.0003,784094.8398
3,0,baseline,0,1000000,770561.2124,769612.7303
3,0,baseline,1,1000001,770380.0688,769612.7303
3,0,baseline,2,1000002,769530.2398,769612.7303
3,0,baseline,3,1000003,767274.1975,769612.7303
3,0,baseline,4,1000004,768885.9518,769612.7303
3,0,baseline,5,1000005,768225.7046,769612.7303
3,0,baseline,6,1000006,769513.9886,769612.7303
3,0,baseline,7,1000007,769425.5480,769612.7303
3,0,baseline,8,1000008,771405.8040,769612.7303
3,0,baseline,9,1000009,771196.5840,769612.7303
3,0,baseline,10,1000010,770346.8677,769612.7303
3,0,baseline,11,1000011,770497.9889,769612.7303
3,0,baseline,12,1000012,767038.1578,769612.7303
3,0,baseline,13,1000013,771448.0260,769612.7303
3,0,baseline,14,1000014,768706.2961,769612.7303
3,0,baseline,15,1000015,767540.7954,769612.7303
3,0,baseline,16,1000016,769062.4945,769612.7303
3,0,baseline,17,1000017,771641.9975,769612.7303
3,0,baseline,18,1000018,770721.0697,769612.7303
3,0,baseline,19,1000019,770123.7668,769612.7303
3,0,baseline,20,1000020,770594.2094,769612.7303
3,0,baseline,21,1000021,769989.2714,769612.7303
3,0,baseline,22,1000022,771025.3383,769612.7303
3,0,baseline,23,1000023,767732.1992,769612.7303
3,0,baseline,24,1000024,768412.2545,769612.7303
3,0,baseline,25,1000025,767752.3726,769612.7303
3,0,baseline,26,1000026,768435.6141,769612.7303
3,0,baseline,27,1000027,770195.9043,769612.7303
3,0,baseline,28,1000028,771020.0913,769612.7303
3,0,baseline,29,1000029,768244.7427,769612.7303
3,0,optimized,0,1000000,786545.6490,785611.5320
3,0,optimized,1,1000001,786441.0784,785611.5320
3,0,optimized,2,1000002,785534.9488,785611.5320
3,0,optimized,3,1000003,783254.2321,785611.5320
3,0,optimized,4,1000004,784884.2200,785611.5320
3,0,optimized,5,1000005,784231.3993,785611.5320
3,0,optimized,6,1000006,785503.3612,785611.5320
3,0,optimized,7,1000007,785440.5260,785611.5320
3,0,optimized,8,1000008,787416.9087,785611.5320
3,0,optimized,9,1000009,787164.3203,785611.5320
3,0,optimized,10,1000010,786388.4674,785611.5320
3,0,optimized,11,1000011,786525.6204,785611.5320
3,0,optimized,12,1000012,782969.1542,785611.5320
3,0,optimized,13,1000013,787499.4611,785611.5320
3,0,optimized,14,1000014,784703.3233,785611.5320
3,0,optimized,15,1000015,783443.0844,785611.5320
3,0,optimized,16,1000016,785080.8921,785611.5320
3,0,optimized,17,1000017,787657.2356,785611.5320
3,0,optimized,18,1000018,786725.9409,785611.5320
3,0,optimized,19,1000019,786129.2797,785611.5320
3,0,optimized,20,1000020,786609.3697,785611.5320
3,0,optimized,21,1000021,785997.8691,785611.5320
3,0,optimized,22,1000022,787099.7436,785611.5320
3,0,optimized,23,1000023,783705.2450,785611.5320
3,0,optimized,24,1000024,784401.4671,785611.5320
3,0,optimized,25,1000025,783737.5393,785611.5320
3,0,optimized,26,1000026,784446.7305,785611.5320
3,0,optimized,27,1000027,786200.5657,785611.5320
3,0,optimized,28,1000028,787033.0907,785611.5320
3,0,optimized,29,1000029,784240.4341,785611.5320
3,0,rs,0,1000000,782259.3522,781299.7477
3,0,rs,1,1000001,782118.7731,781299.7477
3,0,rs,2,1000002,781183.6780,781299.7477
3,0,rs,3,1000003,778944.7728,781299.7477
3,0,rs,4,1000004,780570.4031,781299.7477
3,0,rs,5,1000005,779910.4415,781299.7477
3,0,rs,6,1000006,781148.5736,781299.7477
3,0,rs,7,1000007,781134.0266,781299.7477
3,0,rs,8,1000008,783126.7399,781299.7477
3,0,rs,9,1000009,782855.1151,781299.7477
3,0,rs,10,1000010,782066.4077,781299.7477
3,0,rs,11,1000011,782195.8797,781299.7477
3,0,rs,12,1000012,778687.1635,781299.7477
3,0,rs,13,1000013,783161.4547,781299.7477
3,0,rs,14,1000014,780389.4787,781299.7477
3,0,rs,15,1000015,779128.6698,781299.7477
3,0,rs,16,1000016,780721.6232,781299.7477
3,0,rs,17,1000017,783369.0410,781299.7477
3,0,rs,18,1000018,782408.4110,781299.7477
3,0,rs,19,1000019,781800.9230,781299.7477
3,0,rs,20,1000020,782294.5739,781299.7477
3,0,rs,21,1000021,781695.8930,781299.7477
3,0,rs,22,1000022,782797.7985,781299.7477
3,0,rs,23,1000023,779407.1199,781299.7477
3,0,rs,24,1000024,780097.1828,781299.7477
3,0,rs,25,1000025,779459.5671,781299.7477
3,0,rs,26,1000026,780106.2499,781299.7477
3,0,rs,27,1000027,781929.7109,781299.7477
3,0,rs,28,1000028,782753.9199,781299.7477
3,0,rs,29,1000029,779906.4985,781299.7477
3,0,sa,0,1000000,786307.7892,785365.9324
3,0,sa,1,1000001,786193.4004,785365.9324
3,0,sa,2,1000002,785290.9526,785365.9324
3,0,sa,3,1000003,783007.8686,785365.9324
3,0,sa,4,1000004,784639.0576,785365.9324
3,0,sa,5,1000005,783981.4484,785365.9324
3,0,sa,6,1000006,785250.2924,785365.9324
3,0,sa,7,1000007,785212.4220,785365.9324
3,0,sa,8,1000008,787172.1219,785365.9324
3,0,sa,9,1000009,786922.6507,785365.9324
3,0,sa,10,1000010,786148.0014,785365.9324
3,0,sa,11,1000011,786288.0162,785365.9324
3,0,sa,12,1000012,782719.8024,785365.9324
3,0,sa,13,1000013,787249.7329,785365.9324
3,0,sa,14,1000014,784448.1092,785365.9324
3,0,sa,15,1000015,783197.2164,785365.9324
3,0,sa,16,1000016,784825.9649,785365.9324
3,0,sa,17,1000017,787420.2352,785365.9324
3,0,sa,18,1000018,786490.7794,785365.9324
3,0,sa,19,1000019,785883.1228,785365.9324
3,0,sa,20,1000020,786373.0460,785365.9324
3,0,sa,21,1000021,785745.7773,785365.9324
3,0,sa,22,1000022,786850.8597,785365.9324
3,0,sa,23,1000023,783467.4390,785365.9324
3,0,sa,24,1000024,784157.0881,785365.9324
3,0,sa,25,1000025,783500.3264,785365.9324
3,0,sa,26,1000026,784206.2971,785365.9324
3,0,sa,27,1000027,785947.1362,785365.9324
3,0,sa,28,1000028,786796.3420,785365.9324
3,0,sa,29,1000029,783992.1822,785365.9324
3,0,sa_k,0,1000000,788183.7192,787257.2794
3,0,sa_k,1,1000001,788074.5324,787257.2794
3,0,sa_k,2,1000002,787147.8989,787257.2794
3,0,sa_k,3,1000003,784915.6215,787257.2794
3,0,sa_k,4,1000004,786538.2710,787257.2794
3,0,sa_k,5,1000005,785858.4449,787257.2794
3,0,sa_k,6,1000006,787151.7778,787257.2794
3,0,sa_k,7,1000007,787086.6311,787257.2794
3,0,sa_k,8,1000008,789034.0829,787257.2794
3,0,sa_k,9,1000009,788832.6786,787257.2794
3,0,sa_k,10,1000010,788038.3274,787257.2794
3,0,sa_k,11,1000011,788170.4086,787257.2794
3,0,sa_k,12,1000012,784622.7634,787257.2794
3,0,sa_k,13,1000013,789127.7091,787257.2794
3,0,sa_k,14,1000014,786329.5053,787257.2794
3,0,sa_k,15,1000015,785097.6004,787257.2794
3,0,sa_k,16,1000016,786722.0892,787257.2794
3,0,sa_k,17,1000017,789291.5088,787257.2794
3,0,sa_k,18,1000018,788409.9341,787257.2794
3,0,sa_k,19,1000019,787780.8328,787257.2794
3,0,sa_k,20,1000020,788265.7038,787257.2794
3,0,sa_k,21,1000021,787647.0440,787257.2794
3,0,sa_k,22,1000022,788725.7460,787257.2794
3,0,sa_k,23,1000023,785354.8168,787257.2794
3,0,sa_k,24,1000024,786026.8293,787257.2794
3,0,sa_k,25,1000025,785363.0957,787257.2794
3,0,sa_k,26,1000026,786101.1025,787257.2794
3,0,sa_k,27,1000027,787864.1480,787257.2794
3,0,sa_k,28,1000028,788683.5322,787257.2794
3,0,sa_k,29,1000029,785863.1647,787257.2794
3,1,baseline,0,1000000,770561.2124,769612.7303
3,1,baseline,1,1000001,770380.0688,769612.7303
3,1,baseline,2,1000002,769530.2398,769612.7303
3,1,baseline,3,1000003,767274.1975,769612.7303
3,1,baseline,4,1000004,768885.9518,769612.7303
3,1,baseline,5,1000005,768225.7046,769612.7303
3,1,baseline,6,1000006,769513.9886,769612.7303
3,1,baseline,7,1000007,769425.5480,769612.7303
3,1,baseline,8,1000008,771405.8040,769612.7303
3,1,baseline,9,1000009,771196.5840,769612.7303
3,1,baseline,10,1000010,770346.8677,769612.7303
3,1,baseline,11,1000011,770497.9889,769612.7303
3,1,baseline,12,1000012,767038.1578,769612.7303
3,1,baseline,13,1000013,771448.0260,769612.7303
3,1,baseline,14,1000014,768706.2961,769612.7303
3,1,baseline,15,1000015,767540.7954,769612.7303
3,1,baseline,16,1000016,769062.4945,769612.7303
3,1,baseline,17,1000017,771641.9975,769612.7303
3,1,baseline,18,1000018,770721.0697,769612.7303
