search_seed,replicate,mc_seed,baseline_revenue,optimized_revenue,diff,rs_revenue,sa_revenue,diff_rs,diff_sa
1,8,1000008,771405.8040,784566.1157,13160.3117,781535.3970,784708.2426,3030.7187,-142.1269
1,9,1000009,771196.5840,784317.6461,13121.0621,781257.2985,784462.2981,3060.3476,-144.6521
1,10,1000010,770346.8677,783518.9959,13172.1282,780441.9343,783670.3487,3077.0616,-151.3528
1,11,1000011,770497.9889,783646.1481,13148.1592,780582.6539,783794.7049,3063.4942,-148.5568
1,12,1000012,767038.1578,780103.8552,13065.6974,777029.8858,780256.5292,3073.9694,-152.6740
1,13,1000013,771448.0260,784613.5563,13165.5304,781531.7231,784778.3440,3081.8332,-164.7877
1,14,1000014,768706.2961,781835.1244,13128.8282,778785.5086,781987.2966,3049.6158,-152.1722
1,15,1000015,767540.7954,780580.6907,13039.8953,777505.6367,780729.5197,3075.0540,-148.8291
1,16,1000016,769062.4945,782190.2060,13127.7115,779121.4284,782334.9837,3068.7776,-144.7777
1,17,1000017,771641.9975,784814.0449,13172.0474,781729.7785,784961.0204,3084.2664,-146.9755
1,18,1000018,770721.0697,783876.4313,13155.3615,780778.2455,784026.1742,3098.1857,-149.7429
1,19,1000019,770123.7668,783273.5281,13149.7612,780206.5021,783428.5993,3067.0260,-155.0712
1,20,1000020,770594.2094,783757.6499,13163.4405,780706.4262,783915.7213,3051.2237,-158.0713
1,21,1000021,769989.2714,783135.6162,13146.3448,780107.6678,783280.0572,3027.9484,-144.4409
1,22,1000022,771025.3383,784258.9993,13233.6610,781182.5469,784405.2792,3076.4525,-146.2799
1,23,1000023,767732.1992,780855.2627,13123.0635,777759.1502,780995.3036,3096.1125,-140.0409
1,24,1000024,768412.2545,781533.9595,13121.7050,778478.0714,781682.5351,3055.8881,-148.5756
1,25,1000025,767752.3726,780883.8615,13131.4889,777849.4823,781036.1397,3034.3792,-152.2782
1,26,1000026,768435.6141,781589.2399,13153.6258,778510.4136,781736.0891,3078.8263,-146.8493
1,27,1000027,770195.9043,783345.5643,13149.6600,780307.1980,783503.0482,3038.3663,-157.4840
1,28,1000028,771020.0913,784190.7882,13170.6969,781132.1922,784344.5856,3058.5961,-153.7973
1,29,1000029,768244.7427,781361.7919,13117.0492,778302.9477,781511.6545,3058.8443,-149.8626
2,0,1000000,770561.2124,782701.1637,12139.9513,782662.4787,782202.9246,38.6850,498.2391
2,1,1000001,770380.0688,782578.7236,12198.6548,782535.6515,782057.0173,43.0721,521.7063
2,2,1000002,769530.2398,781629.3428,12099.1030,781586.3565,781131.7908,42.9863,497.5520
2,3,1000003,767274.1975,779397.3491,12123.1516,779354.8173,778892.5064,42.5318,504.8427
2,4,1000004,768885.9518,781020.3780,12134.4262,780979.9363,780523.3572,40.4417,497.0208
2,5,1000005,768225.7046,780362.3202,12136.6156,780326.5059,779850.1015,35.8143,512.2188
2,6,1000006,769513.9886,781606.1677,12092.1791,781572.4346,781093.8425,33.7331,512.3252
2,7,1000007,769425.5480,781589.1159,12163.5679,781554.6072,781081.3327,34.5087,507.7832
2,8,1000008,771405.8040,783578.6860,12172.8820,783540.6274,783070.4004,38.0587,508.2856
2,9,1000009,771196.5840,783311.7630,12115.1790,783264.5433,782798.0903,47.2196,513.6727
2,10,1000010,770346.8677,782521.9663,12175.0986,782479.9040,782017.3110,42.0623,504.6553
2,11,1000011,770497.9889,782645.8778,12147.8888,782605.7909,782127.9227,40.0869,517.9550
2,12,1000012,767038.1578,779123.1761,12085.0183,779079.4210,778623.3237,43.7551,499.8524
2,13,1000013,771448.0260,783606.0893,12158.0633,783564.1181,783100.9903,41.9712,505.0989
2,14,1000014,768706.2961,780832.7493,12126.4532,780792.8521,780327.4148,39.8972,505.3345
2,15,1000015,767540.7954,779579.2967,12038.5014,779546.2961,779057.2616,33.0006,522.0351
2,16,1000016,769062.4945,781188.0568,12125.5623,781144.6083,780659.0796,43.4485,528.9772
2,17,1000017,771641.9975,783827.8536,12185.8560,783785.6629,783313.7772,42.1907,514.0764
2,18,1000018,770721.0697,782869.4965,12148.4268,782829.8054,782351.3206,39.6912,518.1760
2,19,1000019,770123.7668,782258.6771,12134.9103,782216.3816,781746.2716,42.2955,512.4055
2,20,1000020,770594.2094,782743.8707,12149.6613,782702.0782,782234.6694,41.7925,509.2013
2,21,1000021,769989.2714,782138.3963,12149.1249,782105.0196,781645.6930,33.3767,492.7034
2,22,1000022,771025.3383,783249.1847,12223.8463,783211.2984,782752.4989,37.8863,496.6858
2,23,1000023,767732.1992,779850.8278,12118.6286,779814.3150,779346.7633,36.5127,504.0645
2,24,1000024,768412.2545,780555.7315,12143.4770,780513.7551,780034.9372,41.9764,520.7943
2,25,1000025,767752.3726,779925.3568,12172.9843,779882.3446,779405.4056,43.0122,519.9512
2,26,1000026,768435.6141,780573.7911,12138.1771,780530.1988,780051.0654,43.5924,522.7258
2,27,1000027,770195.9043,782375.1531,12179.2488,782332.9466,781865.1210,42.2065,510.0321
2,28,1000028,771020.0913,783207.9718,12187.8805,783169.3098,782696.4471,38.6620,511.5247
2,29,1000029,768244.7427,780374.7276,12129.9848,780324.4373,779852.3483,50.2903,522.3793
3,0,1000000,770561.2124,783278.2345,12717.0221,780638.4256,781871.9613,2639.8089,1406.2732
3,1,1000001,770380.0688,783155.0296,12774.9608,780499.7650,781722.8937,2655.2646,1432.1359
3,2,1000002,769530.2398,782211.2791,12681.0393,779557.7819,780795.6403,2653.4972,1415.6388
3,3,1000003,767274.1975,779978.8468,12704.6493,777317.2587,778549.1812,2661.5881,1429.6656
3,4,1000004,768885.9518,781612.0823,12726.1305,778974.8521,780183.8265,2637.2303,1428.2558
3,5,1000005,768225.7046,780944.4548,12718.7502,778263.3642,779500.4146,2681.0906,1444.0402
3,6,1000006,769513.9886,782202.3850,12688.3964,779517.2511,780742.7679,2685.1339,1459.6171
3,7,1000007,769425.5480,782184.0905,12758.5425,779519.9847,780733.2241,2664.1058,1450.8664
3,8,1000008,771405.8040,784151.9264,12746.1224,781527.0030,782735.4533,2624.9234,1416.4731
3,9,1000009,771196.5840,783916.0503,12719.4663,781244.6141,782456.4946,2671.4363,1459.5557
3,10,1000010,770346.8677,783101.3809,12754.5132,780433.5203,781679.2513,2667.8606,1422.1296
3,11,1000011,770497.9889,783223.4745,12725.4856,780576.2395,781794.2647,2647.2350,1429.2098
3,12,1000012,767038.1578,779706.7113,12668.5535,777024.1155,778268.1895,2682.5958,1438.5218
3,13,1000013,771448.0260,784188.0440,12740.0180,781529.2991,782763.0945,2658.7449,1424.9496
3,14,1000014,768706.2961,781416.0917,12709.7956,778781.4108,779991.3861,2634.6809,1424.7056
3,15,1000015,767540.7954,780155.4668,12614.6714,777497.5288,778711.7061,2657.9379,1443.7606
3,16,1000016,769062.4945,781771.7062,12709.2116,779110.7937,780327.8401,2660.9124,1443.8660
3,17,1000017,771641.9975,784401.5684,12759.5709,781721.8151,782955.6094,2679.7533,1445.9590
3,18,1000018,770721.0697,783458.4508,12737.3811,780774.4513,782009.7761,2683.9995,1448.6747
3,19,1000019,770123.7668,782841.6084,12717.8416,780194.1858,781410.2004,2647.4226,1431.4080
3,20,1000020,770594.2094,783324.1520,12729.9426,780701.7885,781903.4387,2622.3635,1420.7132
3,21,1000021,769989.2714,782710.8564,12721.5850,780099.0297,781318.1683,2611.8267,1392.6880
3,22,1000022,771025.3383,783836.8750,12811.5367,781172.5858,782406.0516,2664.2893,1430.8234
3,23,1000023,767732.1992,780437.2553,12705.0561,777760.2575,779002.1733,2676.9978,1435.0820
3,24,1000024,768412.2545,781124.0970,12711.8425,778470.0620,779696.3439,2654.0350,1427.7531
3,25,1000025,767752.3726,780490.6356,12738.2630,777844.5967,779072.4320,2646.0389,1418.2036
3,26,1000026,768435.6141,781153.4714,12717.8573,778500.4853,779712.9524,2652.9861,1440.5190
3,27,1000027,770195.9043,782919.6992,12723.7950,780298.3748,781534.7426,2621.3244,1384.9566
3,28,1000028,771020.0913,783783.3781,12763.2868,781123.2646,782353.1616,2660.1135,1430.2166
3,29,1000029,768244.7427,780938.8648,12694.1221,778295.0751,779509.6648,2643.7898,1429.2000
4,0,1000000,770561.2124,783034.3803,12473.1679,780807.9468,783322.6294,2226.4335,-288.2491
4,1,1000001,770380.0688,782911.0108,12530.9420,780665.0312,783199.0822,2245.9797,-288.0714
4,2,1000002,769530.2398,781967.2795,12437.0397,779733.6987,782264.5678,2233.5808,-297.2883
4,3,1000003,767274.1975,779715.5082,12441.3107,777491.5152,780014.7821,2223.9930,-299.2738
4,4,1000004,768885.9518,781349.3220,12463.3702,779150.0955,781651.7511,2199.2265,-302.4292
4,5,1000005,768225.7046,780690.3871,12464.6825,778438.5003,780982.8759,2251.8868,-292.4888
4,6,1000006,769513.9886,781946.0643,12432.0757,779687.3807,782241.2588,2258.6836,-295.1946
4,7,1000007,769425.5480,781926.4677,12500.9196,779689.5424,782222.5434,2236.9253,-296.0757
4,8,1000008,771405.8040,783891.8606,12486.0566,781694.0634,784193.7355,2197.7972,-301.8749
4,9,1000009,771196.5840,783655.7807,12459.1968,781418.3052,783952.8085,2237.4756,-297.0277
4,10,1000010,770346.8677,782850.3412,12503.4735,780608.3244,783138.0162,2242.0168,-287.6750
4,11,1000011,770497.9889,782980.0963,12482.1074,780754.8382,783268.3348,2225.2581,-288.2385
4,12,1000012,767038.1578,779455.8134,12417.6556,777191.8925,779752.4268,2263.9209,-296.6134
4,13,1000013,771448.0260,783937.2150,12489.1891,781708.9740,784233.7174,2228.2410,-296.5024
4,14,1000014,768706.2961,781169.4337,12463.1376,778949.4881,781460.8663,2219.9456,-291.4326
4,15,1000015,767540.7954,779909.8244,12369.0291,777661.1950,780203.8949,2248.6294,-294.0705
4,16,1000016,769062.4945,781517.4232,12454.9286,779293.7400,781812.1790,2223.6832,-294.7559
4,17,1000017,771641.9975,784152.7576,12510.7601,781905.4766,784445.5981,2247.2810,-292.8405
4,18,1000018,770721.0697,783205.9267,12484.8570,780953.0869,783502.1819,2252.8398,-296.2551
4,19,1000019,770123.7668,782602.8390,12479.0722,780357.3587,782887.1535,2245.4803,-284.3145
4,20,1000020,770594.2094,783070.0760,12475.8666,780867.6458,783365.7215,2202.4302,-295.6455
4,21,1000021,769989.2714,782471.0305,12481.7591,780267.8293,782757.4428,2203.2012,-286.4123
4,22,1000022,771025.3383,783586.9492,12561.6108,781338.5304,783880.0084,2248.4187,-293.0593
4,23,1000023,767732.1992,780183.8742,12451.6751,777937.7762,780476.4271,2246.0981,-292.5529
4,24,1000024,768412.2545,780875.6279,12463.3734,778643.6677,781170.7585,2231.9602,-295.1306
4,25,1000025,767752.3726,780249.3184,12496.9458,778015.9178,780536.4101,2233.4006,-287.0917
4,26,1000026,768435.6141,780897.2154,12461.6014,778664.5545,781191.2368,2232.6610,-294.0214
4,27,1000027,770195.9043,782694.4879,12498.5837,780471.8387,782969.2336,2222.6492,-274.7457
4,28,1000028,771020.0913,783532.7341,12512.6428,781295.3209,783829.8742,2237.4132,-297.1402
4,29,1000029,768244.7427,780700.6745,12455.9317,778463.7303,780984.1913,2236.9442,-283.5168
5,0,1000000,770561.2124,783409.8815,12848.6691,781492.1960,782434.0295,1917.6856,975.8520
5,1,1000001,770380.0688,783283.1953,12903.1265,781346.8852,782296.0242,1936.3102,987.1712
5,2,1000002,769530.2398,782348.2864,12818.0466,780421.6541,781359.3063,1926.6323,988.9802
5,3,1000003,767274.1975,780115.7841,12841.5866,778176.6429,779119.7397,1939.1412,996.0443
5,4,1000004,768885.9518,781748.0839,12862.1322,779816.2936,780747.1122,1931.7904,1000.9718
5,5,1000005,768225.7046,781077.4717,12851.7671,779124.1564,780086.2614,1953.3153,991.2104
5,6,1000006,769513.9886,782338.1131,12824.1245,780360.4920,781325.1322,1977.6211,1012.9809
5,7,1000007,769425.5480,782317.1635,12891.6155,780372.1869,781310.7724,1944.9766,1006.3911
5,8,1000008,771405.8040,784288.0526,12882.2486,782377.8618,783301.1071,1910.1908,986.9455
5,9,1000009,771196.5840,784045.7168,12849.1328,782099.4673,783031.4522,1946.2494,1014.2646
5,10,1000010,770346.8677,783235.8311,12888.9634,781300.6067,782243.9757,1935.2244,991.8554
5,11,1000011,770497.9889,783361.3856,12863.3966,781426.6318,782373.4010,1934.7537,987.9846
5,12,1000012,767038.1578,779837.3150,12799.1572,777885.3171,778860.9505,1951.9979,976.3645
5,13,1000013,771448.0260,784317.1721,12869.1462,782393.1618,783336.1860,1924.0103,980.9862
5,14,1000014,768706.2961,781547.1597,12840.8636,779629.6325,780564.7026,1917.5272,982.4571
5,15,1000015,767540.7954,780287.3759,12746.5806,778349.1478,779304.2543,1938.2281,983.1216
5,16,1000016,769062.4945,781899.2764,12836.7819,779960.5729,780897.9142,1938.7035,1001.3622
5,17,1000017,771641.9975,784536.3843,12894.3868,782587.6377,783546.1370,1948.7466,990.2473
5,18,1000018,770721.0697,783589.5774,12868.5077,781632.6419,782586.0953,1956.9355,1003.4821
5,19,1000019,770123.7668,782978.5737,12854.8069,781051.1075,781976.4701,1927.4662,1002.1036
5,20,1000020,770594.2094,783454.6110,12860.4016,781540.5703,782469.6386,1914.0407,984.9724
5,21,1000021,769989.2714,782843.0091,12853.7377,780946.4782,781872.8535,1896.5308,970.1556
5,22,1000022,771025.3383,783973.1618,12947.8235,782033.9794,782973.6956,1939.1824,999.4662
5,23,1000023,767732.1992,780565.4968,12833.2976,778636.3136,779582.6572,1929.1833,982.8397
5,24,1000024,768412.2545,781254.1194,12841.8649,779324.8672,780273.1128,1929.2521,981.0065
5,25,1000025,767752.3726,780617.4453,12865.0727,778700.3277,779638.3403,1917.1175,979.1049
5,26,1000026,768435.6141,781292.0776,12856.4635,779348.2604,780283.4795,1943.8172,1008.5981
5,27,1000027,770195.9043,783051.5745,12855.6702,781162.4360,782106.1336,1889.1384,945.4408
5,28,1000028,771020.0913,783912.6342,12892.5429,781978.1558,782930.9321,1934.4784,981.7021
5,29,1000029,768244.7427,781071.0725,12826.3297,779142.2535,780081.7817,1928.8190,989.2908
6,0,1000000,770561.2124,783206.0473,12644.8349,781258.8053,782633.4494,1947.2420,572.5979
6,1,1000001,770380.0688,783082.4491,12702.3803,781118.8332,782497.4417,1963.6159,585.0073
6,2,1000002,769530.2398,782148.0698,12617.8299,780189.8547,781554.7210,1958.2151,593.3488
6,3,1000003,767274.1975,779898.3140,12624.1165,777949.5001,779319.3501,1948.8139,578.9640
6,4,1000004,768885.9518,781534.3276,12648.3758,779600.9527,780946.9687,1933.3749,587.3588
6,5,1000005,768225.7046,780865.2487,12639.5441,778894.8201,780295.2136,1970.4286,570.0351
6,6,1000006,769513.9886,782124.1990,12610.2104,780136.3737,781536.8090,1987.8253,587.3901
6,7,1000007,769425.5480,782103.9529,12678.4048,780147.7939,781523.5693,1956.1590,580.3835
6,8,1000008,771405.8040,784075.6689,12669.8649,782151.3415,783505.4161,1924.3274,570.2528
6,9,1000009,771196.5840,783834.6690,12638.0851,781874.1100,783237.1269,1960.5590,597.5421
6,10,1000010,770346.8677,783020.1385,12673.2708,781064.3521,782447.9354,1955.7863,572.2031
6,11,1000011,770497.9889,783153.4701,12655.4811,781217.0997,782576.7457,1936.3703,576.7243
6,12,1000012,767038.1578,779636.2999,12598.1421,777651.4849,779050.5914,1984.8150,585.7086
6,13,1000013,771448.0260,784116.5249,12668.4989,782164.5055,783533.8995,1952.0194,582.6254
6,14,1000014,768706.2961,781343.3275,12637.0314,779402.6819,780766.2872,1940.6456,577.0403
6,15,1000015,767540.7954,780087.5554,12546.7600,778115.2463,779503.4448,1972.3091,584.1106
6,16,1000016,769062.4945,781695.2650,12632.7704,779738.2884,781106.0216,1956.9766,589.2434
6,17,1000017,771641.9975,784331.5475,12689.5500,782370.0737,783752.5723,1961.4738,578.9753
6,18,1000018,770721.0697,783386.7982,12665.7284,781407.3205,782796.5326,1979.4777,590.2655
6,19,1000019,770123.7668,782772.0414,12648.2746,780811.5252,782180.5939,1960.5162,591.4475
6,20,1000020,770594.2094,783247.0774,12652.8680,781321.3276,782679.6172,1925.7498,567.4602
6,21,1000021,769989.2714,782640.0404,12650.7690,780726.6554,782071.8618,1913.3849,568.1785
6,22,1000022,771025.3383,783763.7797,12738.4413,781799.1498,783180.1142,1964.6299,583.6655
6,23,1000023,767732.1992,780360.3097,12628.1105,778399.1963,779791.4443,1961.1135,568.8654
6,24,1000024,768412.2545,781054.6036,12642.3491,779100.7144,780478.9218,1953.8892,575.6819
6,25,1000025,767752.3726,780419.5692,12667.1967,778465.1030,779843.9265,1954.4662,575.6427
6,26,1000026,768435.6141,781075.3686,12639.7545,779121.0161,780494.6864,1954.3525,580.6822
6,27,1000027,770195.9043,782853.0546,12657.1503,780924.0409,782302.8298,1929.0136,550.2248
6,28,1000028,771020.0913,783712.4882,12692.3969,781751.3357,783142.9598,1961.1526,569.5284
6,29,1000029,768244.7427,780867.8568,12623.1140,778919.3825,780286.3417,1948.4742,581.5151
7,0,1000000,770561.2124,783851.7376,13290.5252,781340.1263,782387.7696,2511.6112,1463.9679
7,1,1000001,770380.0688,783720.3997,13340.3309,781200.1557,782255.4071,2520.2440,1464.9926
7,2,1000002,769530.2398,782790.8980,13260.6582,780280.4471,781320.3437,2510.4509,1470.5543
7,3,1000003,767274.1975,780536.6251,13262.4276,778032.6912,779073.6009,2503.9339,1463.0242
7,4,1000004,768885.9518,782197.0828,13311.1310,779671.9464,780709.1804,2525.1364,1487.9024
7,5,1000005,768225.7046,781511.4700,13285.7653,778978.5849,780047.8800,2532.8851,1463.5900
7,6,1000006,769513.9886,782787.2582,13273.2696,780218.1644,781290.0691,2569.0938,1497.1892
7,7,1000007,769425.5480,782766.8829,13341.3348,780222.2899,781283.9945,2544.5929,1482.8883
7,8,1000008,771405.8040,784713.0367,13307.2327,782232.5004,783261.2180,2480.5363,1451.8187
7,9,1000009,771196.5840,784465.8064,13269.2224,781953.5718,782997.2527,2512.2346,1468.5537
7,10,1000010,770346.8677,783677.5465,13330.6788,781155.2552,782203.5723,2522.2914,1473.9742
7,11,1000011,770497.9889,783801.1679,13303.1789,781290.9309,782335.2223,2510.2370,1465.9456
7,12,1000012,767038.1578,780259.1192,13220.9614,777735.9347,778811.3394,2523.1845,1447.7798
7,13,1000013,771448.0260,784784.5812,13336.5552,782247.2361,783294.7350,2537.3451,1489.8462
7,14,1000014,768706.2961,781989.3091,13283.0129,779495.5563,780518.1191,2493.7528,1471.1900
7,15,1000015,767540.7954,780732.3506,13191.5552,778200.6474,779259.3812,2531.7031,1472.9694
7,16,1000016,769062.4945,782338.3576,13275.8630,779826.2273,780857.5817,2512.1302,1480.7759
7,17,1000017,771641.9975,784960.9237,13318.9261,782444.3179,783506.6433,2516.6058,1454.2804
7,18,1000018,770721.0697,784024.6876,13303.6179,781492.5695,782550.0831,2532.1181,1474.6045
7,19,1000019,770123.7668,783429.7165,13305.9497,780902.1927,781935.5255,2527.5238,1494.1910
7,20,1000020,770594.2094,783918.6080,13324.3986,781399.0298,782430.9459,2519.5782,1487.6621
7,21,1000021,769989.2714,783285.9855,13296.7140,780807.2507,781828.7834,2478.7347,1457.2021
7,22,1000022,771025.3383,784400.2346,13374.8963,781891.4268,782938.9960,2508.8079,1461.2387
7,23,1000023,767732.1992,780997.1887,13264.9895,778486.5722,779550.7270,2510.6165,1446.4617
7,24,1000024,768412.2545,781678.1157,13265.8612,779190.0498,780230.5115,2488.0660,1447.6042
7,25,1000025,767752.3726,781037.3104,13284.9378,778555.9981,779597.7680,2481.3123,1439.5424
7,26,1000026,768435.6141,781741.2817,13305.6676,779207.1761,780243.7771,2534.1055,1497.5045
7,27,1000027,770195.9043,783505.1959,13309.2916,781014.5885,782063.6752,2490.6074,1441.5207
7,28,1000028,771020.0913,784341.5376,13321.4463,781832.6793,782899.6774,2508.8583,1441.8602
7,29,1000029,768244.7427,781511.3312,13266.5884,779002.9706,780045.3940,2508.3606,1465.9372
8,0,1000000,770561.2124,783492.3929,12931.1805,780982.3441,781671.3685,2510.0488,1821.0244
8,1,1000001,770380.0688,783366.0505,12985.9817,780842.6753,781524.6487,2523.3752,1841.4017
8,2,1000002,769530.2398,782426.1386,12895.8987,779910.0183,780597.3520,2516.1202,1828.7866
8,3,1000003,767274.1975,780191.0511,12916.8536,777660.4588,778356.7259,2530.5923,1834.3252
8,4,1000004,768885.9518,781832.2848,12946.3330,779323.6638,779994.7467,2508.6209,1837.5381
8,5,1000005,768225.7046,781158.0818,12932.3772,778610.2680,779303.0103,2547.8138,1855.0715
8,6,1000006,769513.9886,782416.5283,12902.5396,779863.7115,780537.4837,2552.8167,1879.0446
8,7,1000007,769425.5480,782401.5611,12976.0131,779862.8546,780546.2277,2538.7065,1855.3334
8,8,1000008,771405.8040,784364.2174,12958.4134,781872.3163,782561.5267,2491.9011,1802.6907
8,9,1000009,771196.5840,784119.0258,12922.4418,781596.4860,782280.2543,2522.5397,1838.7715
8,10,1000010,770346.8677,783314.1332,12967.2655,780784.5152,781481.0795,2529.6180,1833.0537
8,11,1000011,770497.9889,783439.1508,12941.1619,780925.7269,781603.3413,2513.4240,1835.8095
8,12,1000012,767038.1578,779910.1781,12872.0203,777366.1986,778067.8005,2543.9795,1842.3776
8,13,1000013,771448.0260,784395.4134,12947.3874,781880.6765,782574.4904,2514.7369,1820.9230
8,14,1000014,768706.2961,781624.6658,12918.3697,779122.0927,779809.4140,2502.5732,1815.2519
8,15,1000015,767540.7954,780369.2523,12828.4569,777836.4801,778528.7598,2532.7722,1840.4925
8,16,1000016,769062.4945,781985.1509,12922.6564,779462.6984,780138.6553,2522.4526,1846.4956
8,17,1000017,771641.9975,784610.6446,12968.6471,782076.7955,782768.5302,2533.8491,1842.1144
8,18,1000018,770721.0697,783673.6180,12952.5483,781124.5828,781810.5964,2549.0352,1863.0217
8,19,1000019,770123.7668,783060.5698,12936.8030,780531.6879,781231.1586,2528.8819,1829.4112
8,20,1000020,770594.2094,783539.3629,12945.1535,781043.9575,781717.6617,2495.4055,1821.7012
8,21,1000021,769989.2714,782921.1193,12931.8479,780440.5494,781123.0503,2480.5699,1798.0689
8,22,1000022,771025.3383,784050.1378,13024.7995,781510.9423,782215.1499,2539.1955,1834.9879
8,23,1000023,767732.1992,780646.1350,12913.9358,778112.8740,778812.7922,2533.2610,1833.3428
8,24,1000024,768412.2545,781331.8870,12919.6325,778810.6253,779501.4980,2521.2617,1830.3889
8,25,1000025,767752.3726,780694.9203,12942.5478,778190.1560,778878.2215,2504.7643,1816.6988
8,26,1000026,768435.6141,781380.4471,12944.8331,778839.9111,779526.1730,2540.5361,1854.2741
8,27,1000027,770195.9043,783135.9370,12940.0327,780644.3866,781344.3334,2491.5504,1791.6036
8,28,1000028,771020.0913,783991.3831,12971.2917,781466.0007,782157.4284,2525.3824,1833.9547
8,29,1000029,768244.7427,781149.2046,12904.4619,778635.6899,779318.0328,2513.5148,1831.1718
9,0,1000000,770561.2124,783295.6241,12734.4117,780490.3559,781822.3485,2805.2682,1473.2756
9,1,1000001,770380.0688,783171.0447,12790.9759,780362.0372,781674.2014,2809.0075,1496.8433
9,2,1000002,769530.2398,782234.2991,12704.0592,779413.6423,780747.1948,2820.6567,1487.1043
9,3,1000003,767274.1975,779989.3445,12715.1470,777176.0658,778500.5503,2813.2787,1488.7942
9,4,1000004,768885.9518,781625.7805,12739.8287,778833.6892,780135.0122,2792.0913,1490.7683
9,5,1000005,768225.7046,780957.7862,12732.0816,778123.9556,779451.8310,2833.8306,1505.9552
9,6,1000006,769513.9886,782218.4450,12704.4564,779377.1803,780694.4232,2841.2647,1524.0218
9,7,1000007,769425.5480,782196.1852,12770.6372,779380.0640,780684.1192,2816.1212,1512.0660
9,8,1000008,771405.8040,784164.8969,12759.0929,781385.8926,782686.9390,2779.0043,1477.9579
