scenario,seed,method,mc_revenue,cf_revenue,analytical_R
5,4,perimeter_only,67979.4403,67968.8269,78983.9170
5,4,popularity_rank,67780.5398,67770.7473,78773.2338
5,4,greedy_swap,67895.5369,67884.6520,79118.9838
5,4,oracle,68348.3883,68339.7565,80090.9403
5,4,random_search,68199.8747,68191.9032,78843.2210
5,4,simulated_annealing,68522.4669,68513.1528,79494.6639
5,4,simulated_annealing_popstart,68489.8705,68479.8750,79275.5961
5,4,GA,68476.9307,68467.0382,79392.4533
5,5,random_valid,67941.9911,67930.9477,78517.4665
5,5,perimeter_only,67979.2168,67968.8269,78983.9170
5,5,popularity_rank,67780.5615,67770.7473,78773.2338
5,5,greedy_swap,67895.0167,67884.6520,79118.9838
5,5,oracle,68348.6921,68339.7565,80090.9403
5,5,random_search,68183.3054,68173.6481,78764.9027
5,5,simulated_annealing,68542.9069,68531.6394,79288.9630
5,5,simulated_annealing_popstart,68458.9814,68449.1882,79601.0627
5,5,GA,68578.7517,68566.5328,79935.3172
5,6,random_valid,68003.4266,67930.9477,78517.4665
5,6,perimeter_only,68040.9923,67968.8269,78983.9170
5,6,popularity_rank,67842.2679,67770.7473,78773.2338
5,6,greedy_swap,67956.4537,67884.6520,79118.9838
5,6,oracle,68411.0494,68339.7565,80090.9403
5,6,random_search,68258.7067,68187.4081,78651.0461
5,6,simulated_annealing,68555.4951,68482.3096,79761.9706
5,6,simulated_annealing_popstart,68565.2068,68492.2771,79749.1331
5,6,GA,68582.1320,68508.6424,79080.0978
5,7,random_valid,67896.9296,67930.9477,78517.4665
5,7,perimeter_only,67933.6755,67968.8269,78983.9170
5,7,popularity_rank,67737.2085,67770.7473,78773.2338
5,7,greedy_swap,67850.1057,67884.6520,79118.9838
5,7,oracle,68304.7728,68339.7565,80090.9403
5,7,random_search,68164.5764,68199.9043,79265.8445
5,7,simulated_annealing,68511.7182,68546.8912,79156.9980
5,7,simulated_annealing_popstart,68441.3640,68476.5530,79477.2126
5,7,GA,68559.0981,68594.0930,79658.7607
5,8,random_valid,67917.1508,67930.9477,78517.4665
5,8,perimeter_only,67954.4525,67968.8269,78983.9170
5,8,popularity_rank,67757.2057,67770.7473,78773.2338
5,8,greedy_swap,67870.7035,67884.6520,79118.9838
5,8,oracle,68323.1354,68339.7565,80090.9403
5,8,random_search,68220.7265,68235.7998,79092.8927
5,8,simulated_annealing,68483.4691,68502.8582,79317.1174
5,8,simulated_annealing_popstart,68455.4756,68474.5594,79299.0867
5,8,GA,68496.5776,68515.9241,79425.5710
5,9,random_valid,67994.8923,67930.9477,78517.4665
5,9,perimeter_only,68033.6847,67968.8269,78983.9170
5,9,popularity_rank,67835.0951,67770.7473,78773.2338
5,9,greedy_swap,67949.4742,67884.6520,79118.9838
5,9,oracle,68405.8590,68339.7565,80090.9403
5,9,random_search,68336.8514,68270.5440,79007.9418
5,9,simulated_annealing,68630.5973,68566.7050,79630.7104
5,9,simulated_annealing_popstart,68559.4317,68496.4845,79519.2813
5,9,GA,68527.8509,68463.5905,79494.3507
6,0,random_valid,64092.7797,64104.7424,70073.1413
6,0,perimeter_only,63740.8443,63749.8629,66566.7666
6,0,popularity_rank,64003.6683,64014.0048,69995.7927
6,0,greedy_swap,64295.9628,64306.3024,70417.3571
6,0,oracle,64323.2545,64332.9590,71372.3675
6,0,random_search,64591.5842,64601.5190,70130.3374
6,0,simulated_annealing,64901.6712,64910.3529,70386.7133
6,0,simulated_annealing_popstart,64808.2892,64815.7744,70195.9907
6,0,GA,64644.2221,64655.5012,70479.4299
6,1,random_valid,64067.4993,64104.7424,70073.1413
6,1,perimeter_only,63712.3973,63749.8629,66566.7666
6,1,popularity_rank,63976.4793,64014.0048,69995.7927
6,1,greedy_swap,64267.9951,64306.3024,70417.3571
6,1,oracle,64295.5223,64332.9590,71372.3675
6,1,random_search,64527.5935,64566.3076,70542.1593
6,1,simulated_annealing,64881.8331,64918.7261,70264.9818
6,1,simulated_annealing_popstart,64663.5701,64700.9028,70055.9024
6,1,GA,64690.9534,64728.7886,70234.1415
6,2,random_valid,64141.4171,64104.7424,70073.1413
6,2,perimeter_only,63783.6485,63749.8629,66566.7666
6,2,popularity_rank,64050.5367,64014.0048,69995.7927
6,2,greedy_swap,64343.8679,64306.3024,70417.3571
6,2,oracle,64369.8757,64332.9590,71372.3675
6,2,random_search,64532.5378,64497.6223,69769.1945
6,2,simulated_annealing,64791.0979,64755.8277,70341.4093
6,2,simulated_annealing_popstart,64696.7405,64661.8091,70061.0882
6,2,GA,64925.0114,64890.5190,70409.6479
6,3,random_valid,64112.3849,64104.7424,70073.1413
6,3,perimeter_only,63756.5823,63749.8629,66566.7666
6,3,popularity_rank,64022.4116,64014.0048,69995.7927
6,3,greedy_swap,64312.0021,64306.3024,70417.3571
6,3,oracle,64338.8995,64332.9590,71372.3675
6,3,random_search,64503.2301,64495.5873,69816.4959
6,3,simulated_annealing,64759.3645,64752.6049,70330.7302
6,3,simulated_annealing_popstart,64751.0210,64744.3571,70266.5463
6,3,GA,64747.6275,64740.9453,70370.3182
6,4,random_valid,64090.9567,64104.7424,70073.1413
6,4,perimeter_only,63736.7333,63749.8629,66566.7666
6,4,popularity_rank,64000.1270,64014.0048,69995.7927
6,4,greedy_swap,64293.9616,64306.3024,70417.3571
6,4,oracle,64320.0284,64332.9590,71372.3675
6,4,random_search,64571.6031,64585.1804,69968.6904
6,4,simulated_annealing,64912.3845,64925.7010,70388.7423
6,4,simulated_annealing_popstart,64834.2890,64845.7465,70255.2017
6,4,GA,64888.7474,64901.2874,70345.0793
6,5,random_valid,64147.3023,64104.7424,70073.1413
6,5,perimeter_only,63793.3248,63749.8629,66566.7666
6,5,popularity_rank,64055.8755,64014.0048,69995.7927
6,5,greedy_swap,64349.1743,64306.3024,70417.3571
6,5,oracle,64375.3387,64332.9590,71372.3675
6,5,random_search,64596.0889,64554.1137,70305.5607
6,5,simulated_annealing,64970.5872,64928.2373,70397.2840
6,5,simulated_annealing_popstart,64621.0020,64578.1726,70068.6484
6,5,GA,64932.4094,64890.3674,70418.5728
6,6,random_valid,64067.2865,64104.7424,70073.1413
6,6,perimeter_only,63712.6662,63749.8629,66566.7666
6,6,popularity_rank,63977.0133,64014.0048,69995.7927
6,6,greedy_swap,64269.5359,64306.3024,70417.3571
6,6,oracle,64295.6808,64332.9590,71372.3675
6,6,random_search,64475.4811,64511.2181,70496.9198
6,6,simulated_annealing,64855.0814,64894.6395,70404.0049
6,6,simulated_annealing_popstart,64788.0967,64827.3023,70247.7929
6,6,GA,64753.3875,64791.1498,70239.3425
6,7,random_valid,64104.1980,64104.7424,70073.1413
6,7,perimeter_only,63751.8407,63749.8629,66566.7666
6,7,popularity_rank,64014.5603,64014.0048,69995.7927
6,7,greedy_swap,64306.9763,64306.3024,70417.3571
6,7,oracle,64333.9552,64332.9590,71372.3675
6,7,random_search,64545.4497,64543.4907,70370.3771
6,7,simulated_annealing,64894.3522,64890.6265,70434.3657
6,7,simulated_annealing_popstart,64920.5432,64917.9426,70431.4482
6,7,GA,64770.9402,64767.8360,70315.4145
6,8,random_valid,64147.0299,64104.7424,70073.1413
6,8,perimeter_only,63790.2668,63749.8629,66566.7666
6,8,popularity_rank,64056.3615,64014.0048,69995.7927
6,8,greedy_swap,64349.3599,64306.3024,70417.3571
6,8,oracle,64374.7559,64332.9590,71372.3675
6,8,random_search,64581.2782,64539.1425,69915.6136
6,8,simulated_annealing,64941.9407,64903.6001,70384.4652
6,8,simulated_annealing_popstart,64723.1554,64683.9476,70066.6788
6,8,GA,64925.8979,64887.5382,70372.6280
6,9,random_valid,64113.9130,64104.7424,70073.1413
6,9,perimeter_only,63758.1713,63749.8629,66566.7666
6,9,popularity_rank,64024.4851,64014.0048,69995.7927
6,9,greedy_swap,64316.6999,64306.3024,70417.3571
6,9,oracle,64344.0493,64332.9590,71372.3675
6,9,random_search,64542.9300,64533.5850,70337.3937
6,9,simulated_annealing,64855.5958,64845.2004,70339.8041
6,9,simulated_annealing_popstart,64837.7885,64827.3384,70193.6036
6,9,GA,64920.6262,64910.8012,70437.9945
7,0,random_valid,64243.4008,64180.2700,64116.8895
7,0,perimeter_only,64530.2507,64465.2034,64866.7098
7,0,popularity_rank,64485.1020,64419.7411,65121.8116
7,0,greedy_swap,64514.7759,64449.8515,65827.2417
7,0,oracle,64734.9761,64669.3874,66695.1032
7,0,random_search,64911.1140,64844.0810,65659.7905
7,0,simulated_annealing,64953.4233,64887.7638,64333.3783
7,0,simulated_annealing_popstart,65110.0670,65044.9691,65397.7625
7,0,GA,65230.8087,65166.7341,65767.7067
7,1,random_valid,64185.9105,64180.2700,64116.8895
7,1,perimeter_only,64473.0775,64465.2034,64866.7098
7,1,popularity_rank,64427.3362,64419.7411,65121.8116
7,1,greedy_swap,64457.2565,64449.8515,65827.2417
7,1,oracle,64677.9344,64669.3874,66695.1032
7,1,random_search,64848.0596,64838.4967,65883.5043
7,1,simulated_annealing,65102.8512,65093.2940,66076.1010
7,1,simulated_annealing_popstart,65197.6436,65189.4461,65857.8631
7,1,GA,65112.0518,65102.6335,66063.9513
7,2,random_valid,64184.9042,64180.2700,64116.8895
7,2,perimeter_only,64467.0041,64465.2034,64866.7098
7,2,popularity_rank,64421.8507,64419.7411,65121.8116
7,2,greedy_swap,64452.0001,64449.8515,65827.2417
7,2,oracle,64672.4486,64669.3874,66695.1032
7,2,random_search,64746.5987,64742.7077,65977.1165
7,2,simulated_annealing,64884.3698,64882.5381,64553.7380
7,2,simulated_annealing_popstart,65045.8590,65043.2787,65393.0682
7,2,GA,64859.5075,64857.7664,64729.7858
7,3,random_valid,64162.8203,64180.2700,64116.8895
7,3,perimeter_only,64446.4417,64465.2034,64866.7098
7,3,popularity_rank,64400.8866,64419.7411,65121.8116
7,3,greedy_swap,64431.0714,64449.8515,65827.2417
7,3,oracle,64648.9910,64669.3874,66695.1032
7,3,random_search,64832.8455,64854.0471,65742.1566
7,3,simulated_annealing,64861.2061,64882.6757,64601.1651
7,3,simulated_annealing_popstart,65166.6146,65184.6987,65834.4804
7,3,GA,64791.7401,64813.2697,64008.9095
7,4,random_valid,64201.7525,64180.2700,64116.8895
7,4,perimeter_only,64487.8876,64465.2034,64866.7098
7,4,popularity_rank,64442.1056,64419.7411,65121.8116
7,4,greedy_swap,64472.7706,64449.8515,65827.2417
7,4,oracle,64695.4402,64669.3874,66695.1032
7,4,random_search,64850.1028,64824.2737,65727.2679
7,4,simulated_annealing,64880.9379,64855.3788,64687.9656
7,4,simulated_annealing_popstart,65091.1466,65065.9256,65302.3485
7,4,GA,65168.7311,65144.8666,65842.4307
7,5,random_valid,64209.0777,64180.2700,64116.8895
7,5,perimeter_only,64492.9145,64465.2034,64866.7098
7,5,popularity_rank,64447.4248,64419.7411,65121.8116
7,5,greedy_swap,64477.6636,64449.8515,65827.2417
7,5,oracle,64698.3500,64669.3874,66695.1032
7,5,random_search,64789.2433,64759.9211,65892.3610
7,5,simulated_annealing,64889.3774,64859.7178,64592.1650
7,5,simulated_annealing_popstart,65109.9812,65080.5898,65299.0984
7,5,GA,65136.2922,65107.1518,65860.9536
7,6,random_valid,64171.7570,64180.2700,64116.8895
7,6,perimeter_only,64456.5819,64465.2034,64866.7098
7,6,popularity_rank,64411.3097,64419.7411,65121.8116
7,6,greedy_swap,64441.8381,64449.8515,65827.2417
7,6,oracle,64660.8786,64669.3874,66695.1032
7,6,random_search,64753.2397,64762.1390,65687.2371
7,6,simulated_annealing,65146.9475,65158.1794,65981.8191
7,6,simulated_annealing_popstart,65020.8870,65031.0722,65317.3589
7,6,GA,64887.3090,64897.3924,64150.2695
7,7,random_valid,64188.9762,64180.2700,64116.8895
7,7,perimeter_only,64472.7763,64465.2034,64866.7098
7,7,popularity_rank,64427.1322,64419.7411,65121.8116
7,7,greedy_swap,64457.5159,64449.8515,65827.2417
7,7,oracle,64678.0630,64669.3874,66695.1032
7,7,random_search,64726.8277,64717.5586,65968.3093
7,7,simulated_annealing,64826.3332,64817.4625,64034.6314
7,7,simulated_annealing_popstart,65154.7160,65145.5920,66035.2978
7,7,GA,65095.9094,65086.5187,65957.4828
7,8,random_valid,64180.3415,64180.2700,64116.8895
7,8,perimeter_only,64468.1049,64465.2034,64866.7098
7,8,popularity_rank,64422.1588,64419.7411,65121.8116
7,8,greedy_swap,64452.5638,64449.8515,65827.2417
7,8,oracle,64671.7941,64669.3874,66695.1032
7,8,random_search,64809.0546,64808.3740,65925.7012
7,8,simulated_annealing,64909.9190,64909.2258,64644.4826
7,8,simulated_annealing_popstart,65094.8031,65094.6494,65275.5178
7,8,GA,65128.6913,65128.2866,65920.4911
7,9,random_valid,64306.3150,64180.2700,64116.8895
7,9,perimeter_only,64593.6278,64465.2034,64866.7098
7,9,popularity_rank,64547.6380,64419.7411,65121.8116
7,9,greedy_swap,64578.4058,64449.8515,65827.2417
7,9,oracle,64796.3598,64669.3874,66695.1032
7,9,random_search,64892.0594,64763.9186,65318.6367
7,9,simulated_annealing,65238.3744,65111.2388,66084.8848
7,9,simulated_annealing_popstart,65205.3611,65077.5676,65356.4891
7,9,GA,64990.8566,64862.9143,64487.9223
8,0,random_valid,72829.3580,72834.9654,71009.5524
8,0,perimeter_only,73092.5778,73097.4689,70851.6502
8,0,popularity_rank,72781.1630,72786.7651,70419.4468
8,0,greedy_swap,72956.3699,72962.5674,71108.0703
8,0,oracle,73493.9402,73495.6402,72182.7110
8,0,random_search,73399.5213,73401.9978,71160.7696
8,0,simulated_annealing,73693.0204,73697.3035,71524.2346
8,0,simulated_annealing_popstart,73713.4532,73717.1326,71506.8155
8,0,GA,73700.3453,73704.4991,71551.1794
8,1,random_valid,72729.5107,72834.9654,71009.5524
8,1,perimeter_only,72990.4063,73097.4689,70851.6502
8,1,popularity_rank,72680.2679,72786.7651,70419.4468
8,1,greedy_swap,72855.2264,72962.5674,71108.0703
8,1,oracle,73387.5131,73495.6402,72182.7110
8,1,random_search,73247.7402,73355.2188,71449.0089
8,1,simulated_annealing,73574.8144,73679.6342,71544.9151
8,1,simulated_annealing_popstart,73436.8401,73543.7829,70546.7213
8,1,GA,73532.8420,73639.9805,71555.4291
8,2,random_valid,72877.2000,72834.9654,71009.5524
8,2,perimeter_only,73138.6267,73097.4689,70851.6502
8,2,popularity_rank,72829.1806,72786.7651,70419.4468
8,2,greedy_swap,73002.9144,72962.5674,71108.0703
8,2,oracle,73536.5487,73495.6402,72182.7110
8,2,random_search,73353.6362,73311.2819,71136.2307
8,2,simulated_annealing,73874.2258,73831.3579,71646.2950
8,2,simulated_annealing_popstart,73813.5190,73771.4228,70948.0638
8,2,GA,73722.6698,73680.7808,71459.7882
8,3,random_valid,72840.3268,72834.9654,71009.5524
8,3,perimeter_only,73102.4497,73097.4689,70851.6502
8,3,popularity_rank,72791.9890,72786.7651,70419.4468
8,3,greedy_swap,72968.8349,72962.5674,71108.0703
8,3,oracle,73500.5194,73495.6402,72182.7110
8,3,random_search,73372.7510,73367.8865,71512.4496
8,3,simulated_annealing,73711.0024,73706.3643,71602.1867
8,3,simulated_annealing_popstart,73737.3573,73732.6625,71233.1712
8,3,GA,73660.1721,73655.2145,71597.2807
8,4,random_valid,72771.2656,72834.9654,71009.5524
8,4,perimeter_only,73032.0737,73097.4689,70851.6502
8,4,popularity_rank,72722.8920,72786.7651,70419.4468
8,4,greedy_swap,72897.5488,72962.5674,71108.0703
8,4,oracle,73429.2902,73495.6402,72182.7110
8,4,random_search,73219.7756,73286.3285,71256.6658
8,4,simulated_annealing,73632.0697,73699.8054,71641.4663
8,4,simulated_annealing_popstart,73592.3469,73660.0101,70970.3233
8,4,GA,73606.9619,73674.7227,71360.1521
8,5,random_valid,72770.1573,72834.9654,71009.5524
8,5,perimeter_only,73033.8267,73097.4689,70851.6502
8,5,popularity_rank,72722.1680,72786.7651,70419.4468
8,5,greedy_swap,72898.7472,72962.5674,71108.0703
8,5,oracle,73430.0850,73495.6402,72182.7110
8,5,random_search,73345.2592,73409.9459,71378.5971
8,5,simulated_annealing,73632.5990,73697.7568,71646.0401
8,5,simulated_annealing_popstart,73565.8197,73632.2661,71059.3708
8,5,GA,73613.2707,73679.0261,71394.8272
8,6,random_valid,72896.9349,72834.9654,71009.5524
8,6,perimeter_only,73158.1419,73097.4689,70851.6502
8,6,popularity_rank,72849.3491,72786.7651,70419.4468
8,6,greedy_swap,73022.2632,72962.5674,71108.0703
8,6,oracle,73557.1287,73495.6402,72182.7110
8,6,random_search,73473.3370,73411.2411,71565.5394
8,6,simulated_annealing,73749.2385,73686.4484,71665.7105
8,6,simulated_annealing_popstart,73779.6161,73717.2559,71603.2612
8,6,GA,73746.4400,73683.4940,71589.8336
8,7,random_valid,72837.4410,72834.9654,71009.5524
8,7,perimeter_only,73098.9162,73097.4689,70851.6502
8,7,popularity_rank,72789.2617,72786.7651,70419.4468
8,7,greedy_swap,72963.2225,72962.5674,71108.0703
8,7,oracle,73497.1902,73495.6402,72182.7110
8,7,random_search,73353.1334,73350.9146,71400.1422
8,7,simulated_annealing,73680.4068,73674.7613,71574.4964
8,7,simulated_annealing_popstart,73546.7794,73544.4585,70922.4595
8,7,GA,73764.2726,73759.4270,71489.3322
8,8,random_valid,72878.5465,72834.9654,71009.5524
8,8,perimeter_only,73142.2129,73097.4689,70851.6502
8,8,popularity_rank,72830.2020,72786.7651,70419.4468
8,8,greedy_swap,73005.9927,72962.5674,71108.0703
8,8,oracle,73534.3071,73495.6402,72182.7110
8,8,random_search,73434.1016,73392.9503,71584.9579
8,8,simulated_annealing,73745.9593,73704.3861,71506.3539
8,8,simulated_annealing_popstart,73688.4627,73647.2169,70996.7456
8,8,GA,73722.9702,73681.9616,71535.5660
8,9,random_valid,72908.7809,72834.9654,71009.5524
8,9,perimeter_only,73172.0219,73097.4689,70851.6502
8,9,popularity_rank,72860.2848,72786.7651,70419.4468
8,9,greedy_swap,73037.0819,72962.5674,71108.0703
8,9,oracle,73570.7575,73495.6402,72182.7110
8,9,random_search,73383.6952,73308.2487,71302.9848
8,9,simulated_annealing,73818.1454,73740.1758,71460.1289
8,9,simulated_annealing_popstart,73813.6430,73735.5763,71458.8920
8,9,GA,73855.0972,73777.8542,71697.1749
9,0,random_valid,59233.7314,59168.6057,63849.1625
9,0,perimeter_only,59078.8342,59013.1380,63426.1803
9,0,popularity_rank,59164.6479,59098.9014,64146.2645
9,0,greedy_swap,59252.0820,59188.0086,64229.0296
9,0,oracle,59692.8509,59627.8146,64960.2462
9,0,random_search,59518.9862,59454.9619,64508.5899
9,0,simulated_annealing,59888.4751,59823.0607,64369.2246
9,0,simulated_annealing_popstart,59839.8116,59775.2240,64434.8029
9,0,GA,59666.2529,59601.4222,63970.6379
9,1,random_valid,59248.1806,59168.6057,63849.1625
9,1,perimeter_only,59091.5528,59013.1380,63426.1803
9,1,popularity_rank,59177.8680,59098.9014,64146.2645
9,1,greedy_swap,59268.0367,59188.0086,64229.0296
9,1,oracle,59708.0853,59627.8146,64960.2462
9,1,random_search,59562.9531,59482.2522,64592.2683
9,1,simulated_annealing,59775.6083,59695.3738,64212.9634
9,1,simulated_annealing_popstart,59842.3555,59763.3205,64478.6989
9,1,GA,59781.2241,59700.9691,64203.5615
9,2,random_valid,59169.4280,59168.6057,63849.1625
9,2,perimeter_only,59012.5961,59013.1380,63426.1803
9,2,popularity_rank,59099.1859,59098.9014,64146.2645
9,2,greedy_swap,59187.6636,59188.0086,64229.0296
9,2,oracle,59626.5954,59627.8146,64960.2462
9,2,random_search,59389.6707,59391.6464,64650.7957
9,2,simulated_annealing,59813.6673,59816.4326,64355.1913
9,2,simulated_annealing_popstart,59868.2846,59870.2761,64559.4431
9,2,GA,59612.7748,59614.3082,64076.3359
9,3,random_valid,59129.6897,59168.6057,63849.1625
9,3,perimeter_only,58973.8125,59013.1380,63426.1803
9,3,popularity_rank,59060.5002,59098.9014,64146.2645
9,3,greedy_swap,59150.0040,59188.0086,64229.0296
9,3,oracle,59586.6380,59627.8146,64960.2462
9,3,random_search,59385.4665,59424.9977,64497.3238
9,3,simulated_annealing,59627.0611,59667.1615,64282.0388
9,3,simulated_annealing_popstart,59826.3062,59865.5524,64469.7126
9,3,GA,59650.2911,59690.1823,64092.9237
9,4,random_valid,59199.7252,59168.6057,63849.1625
9,4,perimeter_only,59043.8029,59013.1380,63426.1803
9,4,popularity_rank,59131.1467,59098.9014,64146.2645
9,4,greedy_swap,59219.5708,59188.0086,64229.0296
9,4,oracle,59658.5516,59627.8146,64960.2462
9,4,random_search,59523.1775,59491.2046,64476.8027
9,4,simulated_annealing,59713.8208,59683.1704,64296.9359
9,4,simulated_annealing_popstart,59819.6448,59785.6967,64485.6637
9,4,GA,59745.5839,59713.7311,64181.1566
9,5,random_valid,59237.8206,59168.6057,63849.1625
9,5,perimeter_only,59080.8896,59013.1380,63426.1803
9,5,popularity_rank,59167.3657,59098.9014,64146.2645
9,5,greedy_swap,59256.7600,59188.0086,64229.0296
9,5,oracle,59696.3236,59627.8146,64960.2462
9,5,random_search,59482.9547,59415.6585,64364.2884
9,5,simulated_annealing,59704.4985,59635.5100,64086.7270
9,5,simulated_annealing_popstart,59827.6612,59757.7506,64405.8244
9,5,GA,59692.3194,59623.3483,64040.6060
9,6,random_valid,59177.6118,59168.6057,63849.1625
9,6,perimeter_only,59021.7325,59013.1380,63426.1803
9,6,popularity_rank,59108.4659,59098.9014,64146.2645
9,6,greedy_swap,59197.7448,59188.0086,64229.0296
9,6,oracle,59635.8719,59627.8146,64960.2462
9,6,random_search,59447.7877,59438.7431,64342.0116
9,6,simulated_annealing,59644.5713,59637.0852,63945.8453
9,6,simulated_annealing_popstart,59767.0682,59759.3618,64377.5910
9,6,GA,59692.8517,59684.6141,64203.9052
9,7,random_valid,59196.8389,59168.6057,63849.1625
9,7,perimeter_only,59042.4827,59013.1380,63426.1803
9,7,popularity_rank,59127.4685,59098.9014,64146.2645
9,7,greedy_swap,59216.1601,59188.0086,64229.0296
9,7,oracle,59656.2656,59627.8146,64960.2462
9,7,random_search,59453.6751,59425.3743,64488.3039
9,7,simulated_annealing,59667.1655,59639.2281,63972.3187
9,7,simulated_annealing_popstart,59805.6845,59777.3364,64410.9907
9,7,GA,59745.3183,59717.0043,64191.7158
9,8,random_valid,59181.1596,59168.6057,63849.1625
9,8,perimeter_only,59025.3563,59013.1380,63426.1803
9,8,popularity_rank,59111.8752,59098.9014,64146.2645
9,8,greedy_swap,59199.9803,59188.0086,64229.0296
9,8,oracle,59639.0132,59627.8146,64960.2462
9,8,random_search,59513.0972,59500.7921,64447.3928
9,8,simulated_annealing,59796.9403,59785.0994,64496.9359
9,8,simulated_annealing_popstart,59801.7386,59789.9459,64486.1349
9,8,GA,59605.7743,59594.3718,64009.6946
9,9,random_valid,59207.5283,59168.6057,63849.1625
9,9,perimeter_only,59052.3315,59013.1380,63426.1803
9,9,popularity_rank,59137.5749,59098.9014,64146.2645
9,9,greedy_swap,59226.0306,59188.0086,64229.0296
9,9,oracle,59663.3187,59627.8146,64960.2462
9,9,random_search,59492.7669,59455.0577,64342.8999
9,9,simulated_annealing,59765.3605,59727.8447,64255.5532
9,9,simulated_annealing_popstart,59806.8383,59769.8659,64487.1205
9,9,GA,59667.4286,59632.0319,64250.5932
10,0,random_valid,50372.2019,50377.8794,51054.0146
10,0,perimeter_only,50433.7418,50438.8012,51276.9821
10,0,popularity_rank,50387.8162,50393.0822,51687.5178
10,0,greedy_swap,50409.4984,50415.0814,51690.4863
10,0,oracle,50564.2811,50569.7548,52260.6232
10,0,random_search,50636.6523,50642.4755,51965.6846
10,0,simulated_annealing,50790.5556,50797.4706,51720.5888
10,0,simulated_annealing_popstart,50882.9883,50888.3752,51951.2547
10,0,GA,50773.0607,50779.8623,51778.8287
10,1,random_valid,50396.0273,50377.8794,51054.0146
10,1,perimeter_only,50457.8867,50438.8012,51276.9821
10,1,popularity_rank,50412.5000,50393.0822,51687.5178
10,1,greedy_swap,50433.8424,50415.0814,51690.4863
10,1,oracle,50588.6320,50569.7548,52260.6232
10,1,random_search,50671.1853,50652.0133,51368.3805
10,1,simulated_annealing,50933.4427,50914.1385,51910.0827
10,1,simulated_annealing_popstart,50923.8302,50904.4851,51896.0670
10,1,GA,50776.2244,50756.0646,51878.1705
10,2,random_valid,50376.9439,50377.8794,51054.0146
10,2,perimeter_only,50437.6650,50438.8012,51276.9821
10,2,popularity_rank,50391.3911,50393.0822,51687.5178
10,2,greedy_swap,50413.9968,50415.0814,51690.4863
10,2,oracle,50568.0750,50569.7548,52260.6232
10,2,random_search,50638.9991,50639.5811,51799.3805
10,2,simulated_annealing,50929.6185,50931.7419,51981.1244
10,2,simulated_annealing_popstart,50935.5484,50937.3260,51980.1821
10,2,GA,50766.4451,50767.8451,51550.3008
10,3,random_valid,50339.8063,50377.8794,51054.0146
10,3,perimeter_only,50399.5809,50438.8012,51276.9821
10,3,popularity_rank,50353.8173,50393.0822,51687.5178
10,3,greedy_swap,50375.8291,50415.0814,51690.4863
10,3,oracle,50530.9443,50569.7548,52260.6232
10,3,random_search,50596.0968,50634.7205,51693.1390
10,3,simulated_annealing,50909.8077,50950.7473,51959.6255
10,3,simulated_annealing_popstart,50857.1722,50898.1233,51983.3594
10,3,GA,50723.7427,50763.7057,51662.2487
10,4,random_valid,50381.1039,50377.8794,51054.0146
10,4,perimeter_only,50442.6758,50438.8012,51276.9821
10,4,popularity_rank,50396.7219,50393.0822,51687.5178
10,4,greedy_swap,50419.0096,50415.0814,51690.4863
10,4,oracle,50575.2967,50569.7548,52260.6232
10,4,random_search,50644.8422,50639.8185,51459.5127
10,4,simulated_annealing,50794.5628,50788.9946,51801.7456
10,4,simulated_annealing_popstart,50886.8342,50881.8273,51861.3466
10,4,GA,50803.0287,50796.9605,51739.3993
10,5,random_valid,50366.9105,50377.8794,51054.0146
10,5,perimeter_only,50427.1847,50438.8012,51276.9821
10,5,popularity_rank,50381.4967,50393.0822,51687.5178
10,5,greedy_swap,50403.6273,50415.0814,51690.4863
10,5,oracle,50559.9412,50569.7548,52260.6232
10,5,random_search,50653.3619,50662.3012,51698.8508
10,5,simulated_annealing,50756.8017,50764.5747,51633.0764
10,5,simulated_annealing_popstart,50841.2650,50848.0124,51908.2919
10,5,GA,50772.4575,50779.8542,51752.1174
10,6,random_valid,50376.7312,50377.8794,51054.0146
10,6,perimeter_only,50439.5910,50438.8012,51276.9821
10,6,popularity_rank,50393.8660,50393.0822,51687.5178
10,6,greedy_swap,50415.8181,50415.0814,51690.4863
10,6,oracle,50570.6539,50569.7548,52260.6232
10,6,random_search,50625.9092,50624.5745,51602.3410
10,6,simulated_annealing,50786.4189,50786.2868,51768.8739
10,6,simulated_annealing_popstart,50929.8580,50930.0596,51959.0161
10,6,GA,50743.1733,50742.7418,51749.6598
10,7,random_valid,50368.1615,50377.8794,51054.0146
10,7,perimeter_only,50428.7076,50438.8012,51276.9821
10,7,popularity_rank,50383.2326,50393.0822,51687.5178
10,7,greedy_swap,50404.8452,50415.0814,51690.4863
10,7,oracle,50558.6186,50569.7548,52260.6232
10,7,random_search,50621.1681,50632.9077,51533.5913
10,7,simulated_annealing,50765.1123,50776.3134,51737.8684
10,7,simulated_annealing_popstart,50913.2983,50925.4540,51988.4869
10,7,GA,50883.3247,50895.6677,51886.6207
10,8,random_valid,50410.8159,50377.8794,51054.0146
10,8,perimeter_only,50471.4915,50438.8012,51276.9821
10,8,popularity_rank,50425.4287,50393.0822,51687.5178
10,8,greedy_swap,50447.8153,50415.0814,51690.4863
10,8,oracle,50602.6980,50569.7548,52260.6232
10,8,random_search,50726.9156,50693.1461,51788.2783
10,8,simulated_annealing,50787.2724,50752.5721,51634.1802
