scenario,seed,draw,comparator,w_traffic,w_cross_merch,w_impulse,w_flow,w_revenue_placement,lift30,lift30_default
0,0,0,popularity_rank,0.0009422384847904976,0.25991936211019895,0.2229559939707392,0.0013939769687223973,0.314788428465549,621.9544079503539,599.1813960093859
0,0,0,oracle,0.0009422384847904976,0.25991936211019895,0.2229559939707392,0.0013939769687223973,0.314788428465549,604.6022067631275,661.0716355333279
0,0,0,random_search,0.0009422384847904976,0.25991936211019895,0.2229559939707392,0.0013939769687223973,0.314788428465549,65.37492366538208,253.01290011666424
0,0,0,simulated_annealing,0.0009422384847904976,0.25991936211019895,0.2229559939707392,0.0013939769687223973,0.314788428465549,122.60545787798765,137.22328945166373
0,0,1,popularity_rank,0.12392409143849142,0.12169236621487785,0.3392801159534509,0.16032047622204743,0.05478295017113234,896.6121510937228,599.1813960093859
0,0,1,oracle,0.12392409143849142,0.12169236621487785,0.3392801159534509,0.16032047622204743,0.05478295017113234,957.1633698495862,661.0716355333279
0,0,1,random_search,0.12392409143849142,0.12169236621487785,0.3392801159534509,0.16032047622204743,0.05478295017113234,354.3631893760321,253.01290011666424
0,0,1,simulated_annealing,0.12392409143849142,0.12169236621487785,0.3392801159534509,0.16032047622204743,0.05478295017113234,133.0874914265005,137.22328945166373
0,0,2,popularity_rank,0.17559729025076665,0.17693275942652117,0.3040515962896165,0.05461991146263315,0.08879844257046265,798.9657370989735,599.1813960093859
0,0,2,oracle,0.17559729025076665,0.17693275942652117,0.3040515962896165,0.05461991146263315,0.08879844257046265,805.9975585013453,661.0716355333279
0,0,2,random_search,0.17559729025076665,0.17693275942652117,0.3040515962896165,0.05461991146263315,0.08879844257046265,208.54866706716712,253.01290011666424
0,0,2,simulated_annealing,0.17559729025076665,0.17693275942652117,0.3040515962896165,0.05461991146263315,0.08879844257046265,111.64027427672409,137.22328945166373
0,0,3,popularity_rank,0.45253659468735163,0.04187530439299677,0.13863672627615684,0.11743179104361673,0.04951958359987812,525.8442075495987,599.1813960093859
0,0,3,oracle,0.45253659468735163,0.04187530439299677,0.13863672627615684,0.11743179104361673,0.04951958359987812,572.113603028236,661.0716355333279
0,0,3,random_search,0.45253659468735163,0.04187530439299677,0.13863672627615684,0.11743179104361673,0.04951958359987812,273.6895907176222,253.01290011666424
0,0,3,simulated_annealing,0.45253659468735163,0.04187530439299677,0.13863672627615684,0.11743179104361673,0.04951958359987812,66.24101964467263,137.22328945166373
0,0,4,popularity_rank,0.34415977851258117,0.014284064560997385,0.2508838732956602,0.13582520118037877,0.054847082450382584,696.2769299922657,599.1813960093859
0,0,4,oracle,0.34415977851258117,0.014284064560997385,0.2508838732956602,0.13582520118037877,0.054847082450382584,751.8266201945808,661.0716355333279
0,0,4,random_search,0.34415977851258117,0.014284064560997385,0.2508838732956602,0.13582520118037877,0.054847082450382584,347.6819919264817,253.01290011666424
0,0,4,simulated_annealing,0.34415977851258117,0.014284064560997385,0.2508838732956602,0.13582520118037877,0.054847082450382584,69.15083170373691,137.22328945166373
0,0,5,popularity_rank,0.01422544313234061,0.31745753879187316,0.07829001797099387,0.33327333222717836,0.05675366787761419,645.2724941514316,599.1813960093859
0,0,5,oracle,0.01422544313234061,0.31745753879187316,0.07829001797099387,0.33327333222717836,0.05675366787761419,782.8921046610631,661.0716355333279
0,0,5,random_search,0.01422544313234061,0.31745753879187316,0.07829001797099387,0.33327333222717836,0.05675366787761419,316.30687173534534,253.01290011666424
0,0,5,simulated_annealing,0.01422544313234061,0.31745753879187316,0.07829001797099387,0.33327333222717836,0.05675366787761419,275.2537060929608,137.22328945166373
0,0,6,popularity_rank,0.24071782470209524,0.0704250526619257,0.08757080331568359,0.016626398609444454,0.3846599207108511,336.30756046407623,599.1813960093859
0,0,6,oracle,0.24071782470209524,0.0704250526619257,0.08757080331568359,0.016626398609444454,0.3846599207108511,341.62689958894043,661.0716355333279
0,0,6,random_search,0.24071782470209524,0.0704250526619257,0.08757080331568359,0.016626398609444454,0.3846599207108511,119.93407650220615,253.01290011666424
0,0,6,simulated_annealing,0.24071782470209524,0.0704250526619257,0.08757080331568359,0.016626398609444454,0.3846599207108511,39.387449969101,137.22328945166373
0,0,7,popularity_rank,0.3309980038675448,0.04780710584929627,0.09991838506701137,0.2980383893541298,0.023238115862017857,561.5247136691032,599.1813960093859
0,0,7,oracle,0.3309980038675448,0.04780710584929627,0.09991838506701137,0.2980383893541298,0.023238115862017857,693.8039970583341,661.0716355333279
0,0,7,random_search,0.3309980038675448,0.04780710584929627,0.09991838506701137,0.2980383893541298,0.023238115862017857,426.8446608620434,253.01290011666424
