scenario,seed,method,mc_revenue,analytical_R
1,0,greedy_swap,109712.0614,77103.9511
1,0,oracle,109829.3403,78067.1652
1,0,random_search,109970.9350,76997.5612
1,0,simulated_annealing,110441.4002,77645.2048
1,0,GA,110260.6720,77125.1150
1,1,random_valid,109455.2535,76911.7561
1,1,perimeter_only,109100.0414,77054.0942
1,1,popularity_rank,109508.4700,76691.6466
1,1,greedy_swap,109574.6343,77103.9511
1,1,oracle,109693.7691,78067.1652
1,1,random_search,109863.0832,77178.2676
1,1,simulated_annealing,110365.4742,77254.2093
1,1,GA,110172.5205,77130.5943
1,2,random_valid,109623.8946,76911.7561
1,2,perimeter_only,109266.1770,77054.0942
1,2,popularity_rank,109674.3508,76691.6466
1,2,greedy_swap,109739.4444,77103.9511
1,2,oracle,109857.7783,78067.1652
1,2,random_search,109974.4356,77139.8964
1,2,simulated_annealing,110420.8600,77357.1468
1,2,GA,110313.8252,76709.5724
1,3,random_valid,109558.4715,76911.7561
1,3,perimeter_only,109199.5829,77054.0942
1,3,popularity_rank,109610.5639,76691.6466
1,3,greedy_swap,109675.1532,77103.9511
1,3,oracle,109794.3636,78067.1652
1,3,random_search,109919.6386,76640.5478
1,3,simulated_annealing,110429.9869,77287.7437
1,3,GA,110240.8292,76981.3741
1,4,random_valid,109495.3030,76911.7561
1,4,perimeter_only,109145.4650,77054.0942
1,4,popularity_rank,109549.0308,76691.6466
1,4,greedy_swap,109613.3665,77103.9511
1,4,oracle,109731.9460,78067.1652
1,4,random_search,109815.0212,76870.1784
1,4,simulated_annealing,110364.6677,77335.9578
1,4,GA,110173.0991,76760.6298
1,5,random_valid,109462.7429,76911.7561
1,5,perimeter_only,109102.3380,77054.0942
1,5,popularity_rank,109517.9257,76691.6466
1,5,greedy_swap,109581.1029,77103.9511
1,5,oracle,109702.3650,78067.1652
1,5,random_search,109854.2802,76941.8495
1,5,simulated_annealing,110330.3589,77220.2576
1,5,GA,110275.3812,77177.3717
1,6,random_valid,109627.1863,76911.7561
1,6,perimeter_only,109269.3451,77054.0942
1,6,popularity_rank,109680.1687,76691.6466
1,6,greedy_swap,109744.1880,77103.9511
1,6,oracle,109862.1853,78067.1652
1,6,random_search,109990.3313,77355.8228
1,6,simulated_annealing,110511.4675,77269.5051
1,6,GA,110271.0670,76616.2458
1,7,random_valid,109471.3077,76911.7561
1,7,perimeter_only,109113.3470,77054.0942
1,7,popularity_rank,109525.9815,76691.6466
1,7,greedy_swap,109590.0508,77103.9511
1,7,oracle,109707.8666,78067.1652
1,7,random_search,109902.5351,77104.5273
1,7,simulated_annealing,110344.2584,77508.9072
1,7,GA,110273.1653,77139.4032
1,8,random_valid,109554.1650,76911.7561
1,8,perimeter_only,109199.2320,77054.0942
1,8,popularity_rank,109605.7091,76691.6466
1,8,greedy_swap,109671.4544,77103.9511
1,8,oracle,109790.5140,78067.1652
1,8,random_search,110020.8441,77386.1207
1,8,simulated_annealing,110428.4772,77348.5870
1,8,GA,110204.9910,76941.9471
1,9,random_valid,109476.5312,76911.7561
1,9,perimeter_only,109122.0052,77054.0942
1,9,popularity_rank,109528.8729,76691.6466
1,9,greedy_swap,109592.8955,77103.9511
1,9,oracle,109711.6354,78067.1652
1,9,random_search,109825.0009,76628.1889
1,9,simulated_annealing,110373.1058,77251.4468
1,9,GA,110281.6298,76789.8282
2,0,random_valid,92661.7053,59752.5867
2,0,perimeter_only,92840.0676,60863.1189
2,0,popularity_rank,92524.7774,60344.5932
2,0,greedy_swap,92795.8489,60555.8134
2,0,oracle,93059.1763,61134.4573
2,0,random_search,93085.9293,60718.5308
2,0,simulated_annealing,93375.4990,60691.8863
2,0,GA,93489.6811,60828.0495
2,1,random_valid,92681.9541,59752.5867
2,1,perimeter_only,92862.1116,60863.1189
2,1,popularity_rank,92546.4701,60344.5932
2,1,greedy_swap,92817.6619,60555.8134
2,1,oracle,93081.3317,61134.4573
2,1,random_search,93077.8977,60885.7687
2,1,simulated_annealing,93508.8679,60878.0851
2,1,GA,93461.6205,60627.1935
2,2,random_valid,92650.0199,59752.5867
2,2,perimeter_only,92827.0691,60863.1189
2,2,popularity_rank,92514.8657,60344.5932
2,2,greedy_swap,92782.8845,60555.8134
2,2,oracle,93045.6555,61134.4573
2,2,random_search,93012.4511,59694.5163
2,2,simulated_annealing,93308.1520,60814.2943
2,2,GA,93361.0988,59817.5682
2,3,random_valid,92615.4128,59752.5867
2,3,perimeter_only,92794.5478,60863.1189
2,3,popularity_rank,92483.4286,60344.5932
2,3,greedy_swap,92750.5197,60555.8134
2,3,oracle,93011.4841,61134.4573
2,3,random_search,93044.8469,60569.4721
2,3,simulated_annealing,93348.0512,60683.2380
2,3,GA,93263.3996,60031.8776
2,4,random_valid,92700.8080,59752.5867
2,4,perimeter_only,92879.6592,60863.1189
2,4,popularity_rank,92566.3463,60344.5932
2,4,greedy_swap,92835.2031,60555.8134
2,4,oracle,93097.9640,61134.4573
2,4,random_search,93094.7839,60743.8850
2,4,simulated_annealing,93402.6306,60732.7814
2,4,GA,93349.4273,60137.8712
2,5,random_valid,92745.0338,59752.5867
2,5,perimeter_only,92924.3236,60863.1189
2,5,popularity_rank,92610.8041,60344.5932
2,5,greedy_swap,92879.8849,60555.8134
2,5,oracle,93141.4757,61134.4573
2,5,random_search,93067.6870,60445.8667
2,5,simulated_annealing,93472.5802,60705.1301
2,5,GA,93537.2238,60864.9688
2,6,random_valid,92721.9018,59752.5867
2,6,perimeter_only,92901.5898,60863.1189
2,6,popularity_rank,92586.8948,60344.5932
2,6,greedy_swap,92857.1721,60555.8134
2,6,oracle,93121.7383,61134.4573
2,6,random_search,93203.0718,60729.6849
2,6,simulated_annealing,93445.8522,60721.2769
2,6,GA,93438.5338,59732.8822
2,7,random_valid,92667.5986,59752.5867
2,7,perimeter_only,92847.3371,60863.1189
2,7,popularity_rank,92532.1841,60344.5932
2,7,greedy_swap,92803.1865,60555.8134
2,7,oracle,93071.1284,61134.4573
2,7,random_search,93044.5920,60766.3313
2,7,simulated_annealing,93360.6736,60622.4660
2,7,GA,93466.3495,60867.5747
2,8,random_valid,92666.2510,59752.5867
2,8,perimeter_only,92845.7995,60863.1189
2,8,popularity_rank,92531.3959,60344.5932
2,8,greedy_swap,92801.7759,60555.8134
2,8,oracle,93066.5837,61134.4573
2,8,random_search,93124.6440,60925.9848
2,8,simulated_annealing,93472.7597,60825.2397
2,8,GA,93379.7494,60231.6469
2,9,random_valid,92731.4360,59752.5867
2,9,perimeter_only,92910.9150,60863.1189
2,9,popularity_rank,92597.6222,60344.5932
2,9,greedy_swap,92866.4236,60555.8134
2,9,oracle,93128.8037,61134.4573
2,9,random_search,93072.9350,60647.6877
2,9,simulated_annealing,93591.0055,60866.1238
2,9,GA,93379.3011,59768.3665
3,0,random_valid,76147.3514,54409.5178
3,0,perimeter_only,76133.8117,54296.7357
3,0,popularity_rank,76060.2994,54522.1601
3,0,greedy_swap,76268.1405,54644.4111
3,0,oracle,76373.0676,55109.4046
3,0,random_search,76590.4906,54519.2273
3,0,simulated_annealing,76680.9521,54439.9040
3,0,GA,76736.1513,54285.9322
3,1,random_valid,76232.4899,54409.5178
3,1,perimeter_only,76218.8978,54296.7357
3,1,popularity_rank,76146.4281,54522.1601
3,1,greedy_swap,76354.7306,54644.4111
3,1,oracle,76459.4120,55109.4046
3,1,random_search,76616.0222,54368.4278
3,1,simulated_annealing,76945.5888,54476.0966
3,1,GA,76857.7152,54328.4444
3,2,random_valid,76281.3462,54409.5178
3,2,perimeter_only,76267.3688,54296.7357
3,2,popularity_rank,76195.0901,54522.1601
3,2,greedy_swap,76401.7103,54644.4111
3,2,oracle,76506.4200,55109.4046
3,2,random_search,76700.0109,54483.6081
3,2,simulated_annealing,77010.5244,54380.5820
3,2,GA,76829.0075,54251.0217
3,3,random_valid,76185.6893,54409.5178
3,3,perimeter_only,76172.1568,54296.7357
3,3,popularity_rank,76099.6034,54522.1601
3,3,greedy_swap,76308.0636,54644.4111
3,3,oracle,76413.1699,55109.4046
3,3,random_search,76636.9762,54627.6905
3,3,simulated_annealing,76744.0756,54257.1160
3,3,GA,76760.8996,54225.3971
3,4,random_valid,76224.3312,54409.5178
3,4,perimeter_only,76210.6388,54296.7357
3,4,popularity_rank,76138.3824,54522.1601
3,4,greedy_swap,76345.4181,54644.4111
3,4,oracle,76452.3279,55109.4046
3,4,random_search,76723.1727,54533.2178
3,4,simulated_annealing,76755.5523,54510.0780
3,4,GA,76841.4673,54325.4628
3,5,random_valid,76197.5584,54409.5178
3,5,perimeter_only,76183.6782,54296.7357
3,5,popularity_rank,76109.5831,54522.1601
3,5,greedy_swap,76317.2130,54644.4111
3,5,oracle,76420.7818,55109.4046
3,5,random_search,76618.7505,54462.8301
3,5,simulated_annealing,76764.5679,54285.8896
3,5,GA,76751.9080,54302.2771
3,6,random_valid,76223.3229,54409.5178
3,6,perimeter_only,76209.3548,54296.7357
3,6,popularity_rank,76136.0997,54522.1601
3,6,greedy_swap,76342.3493,54644.4111
3,6,oracle,76446.3160,55109.4046
3,6,random_search,76641.0897,54636.8056
3,6,simulated_annealing,76663.6933,54428.0255
3,6,GA,76853.8324,54252.6154
3,7,random_valid,76154.4113,54409.5178
3,7,perimeter_only,76140.7730,54296.7357
3,7,popularity_rank,76066.9754,54522.1601
3,7,greedy_swap,76276.4193,54644.4111
3,7,oracle,76380.5872,55109.4046
3,7,random_search,76575.3517,54391.6356
3,7,simulated_annealing,76660.1043,54417.4688
3,7,GA,76850.5497,54272.2116
3,8,random_valid,76252.6027,54409.5178
3,8,perimeter_only,76238.7861,54296.7357
3,8,popularity_rank,76166.0572,54522.1601
3,8,greedy_swap,76372.9545,54644.4111
3,8,oracle,76478.9591,55109.4046
3,8,random_search,76700.7722,54337.0801
3,8,simulated_annealing,76821.1884,54387.8456
3,8,GA,76769.3044,54521.5456
3,9,random_valid,76197.1147,54409.5178
3,9,perimeter_only,76183.2313,54296.7357
3,9,popularity_rank,76110.1777,54522.1601
3,9,greedy_swap,76317.7026,54644.4111
3,9,oracle,76424.2969,55109.4046
3,9,random_search,76648.4200,54456.0625
3,9,simulated_annealing,76766.1965,54466.6566
3,9,GA,76953.2051,54339.0264
4,0,random_valid,105554.9268,95349.1789
4,0,perimeter_only,105473.5592,94994.7309
4,0,popularity_rank,105208.4612,94535.0922
4,0,greedy_swap,105517.5920,95334.5896
4,0,oracle,106033.8832,96771.1706
4,0,random_search,106049.6519,95635.7612
4,0,simulated_annealing,106459.0570,95436.7129
4,0,GA,106388.2379,95860.6007
4,1,random_valid,105687.9202,95349.1789
4,1,perimeter_only,105606.3999,94994.7309
4,1,popularity_rank,105344.1743,94535.0922
4,1,greedy_swap,105650.3063,95334.5896
4,1,oracle,106169.7720,96771.1706
4,1,random_search,106301.1498,95188.4327
4,1,simulated_annealing,106651.3643,95712.8895
4,1,GA,106658.9292,95847.0740
4,2,random_valid,105599.7449,95349.1789
4,2,perimeter_only,105517.4147,94994.7309
4,2,popularity_rank,105253.5546,94535.0922
4,2,greedy_swap,105562.3340,95334.5896
4,2,oracle,106078.8684,96771.1706
4,2,random_search,106143.0274,94643.1466
4,2,simulated_annealing,106595.3467,95736.8865
4,2,GA,106611.9965,96022.3957
4,3,random_valid,105606.9724,95349.1789
4,3,perimeter_only,105528.1415,94994.7309
4,3,popularity_rank,105257.7214,94535.0922
4,3,greedy_swap,105569.2067,95334.5896
4,3,oracle,106084.0554,96771.1706
4,3,random_search,106045.0695,95876.2349
4,3,simulated_annealing,106461.0320,95827.3980
4,3,GA,106575.1027,95802.5484
4,4,random_valid,105699.2568,95349.1789
4,4,perimeter_only,105617.9852,94994.7309
4,4,popularity_rank,105354.5613,94535.0922
4,4,greedy_swap,105661.8100,95334.5896
4,4,oracle,106180.0996,96771.1706
4,4,random_search,106114.4066,94609.7506
4,4,simulated_annealing,106726.0165,95999.0707
4,4,GA,106677.6475,95766.1805
4,5,random_valid,105622.4463,95349.1789
4,5,perimeter_only,105542.4274,94994.7309
4,5,popularity_rank,105276.7849,94535.0922
4,5,greedy_swap,105585.1275,95334.5896
4,5,oracle,106102.7349,96771.1706
4,5,random_search,106119.8612,94748.7702
4,5,simulated_annealing,106480.0571,95915.1993
4,5,GA,106413.0126,95238.8224
4,6,random_valid,105736.5248,95349.1789
4,6,perimeter_only,105655.2028,94994.7309
4,6,popularity_rank,105389.9351,94535.0922
4,6,greedy_swap,105699.2192,95334.5896
4,6,oracle,106214.5224,96771.1706
4,6,random_search,106298.8678,94756.0558
4,6,simulated_annealing,106390.7648,95862.3806
4,6,GA,106743.4049,95985.4118
4,7,random_valid,105586.3209,95349.1789
4,7,perimeter_only,105505.0423,94994.7309
4,7,popularity_rank,105244.4859,94535.0922
4,7,greedy_swap,105549.0352,95334.5896
4,7,oracle,106064.7914,96771.1706
4,7,random_search,106055.0115,94727.2469
4,7,simulated_annealing,106403.0842,95340.4515
4,7,GA,106596.9750,95983.9910
4,8,random_valid,105473.4194,95349.1789
4,8,perimeter_only,105393.0205,94994.7309
4,8,popularity_rank,105128.9974,94535.0922
4,8,greedy_swap,105436.4049,95334.5896
4,8,oracle,105949.2724,96771.1706
4,8,random_search,106050.0994,95386.4003
4,8,simulated_annealing,106475.6884,95968.9154
4,8,GA,106264.1352,95597.8128
4,9,random_valid,105646.8845,95349.1789
4,9,perimeter_only,105564.9012,94994.7309
4,9,popularity_rank,105300.7045,94535.0922
4,9,greedy_swap,105609.3768,95334.5896
4,9,oracle,106129.2314,96771.1706
4,9,random_search,106247.7473,94892.2638
4,9,simulated_annealing,106703.8902,96142.1097
4,9,GA,106613.8266,95920.5090
5,0,random_valid,93267.2237,78517.4665
5,0,perimeter_only,93313.6128,78983.9170
5,0,popularity_rank,93083.4538,78773.2338
5,0,greedy_swap,93216.8365,79118.9838
5,0,oracle,93606.5794,80033.6156
5,0,random_search,93629.5239,78424.9451
5,0,simulated_annealing,93954.2465,79642.9294
5,0,GA,94050.2648,79898.1366
5,1,random_valid,93351.6089,78517.4665
5,1,perimeter_only,93400.8409,78983.9170
5,1,popularity_rank,93167.8452,78773.2338
5,1,greedy_swap,93300.8571,79118.9838
5,1,oracle,93696.5604,80033.6156
5,1,random_search,93711.4776,78450.6423
5,1,simulated_annealing,94077.3245,79663.9058
5,1,GA,94068.6998,79271.1476
5,2,random_valid,93311.1346,78517.4665
5,2,perimeter_only,93358.3755,78983.9170
5,2,popularity_rank,93127.9394,78773.2338
5,2,greedy_swap,93260.0631,79118.9838
5,2,oracle,93652.8411,80033.6156
5,2,random_search,93653.5459,78477.0663
5,2,simulated_annealing,93945.0680,79283.5834
5,2,GA,93984.9141,79323.9305
5,3,random_valid,93355.6484,78517.4665
5,3,perimeter_only,93402.4752,78983.9170
5,3,popularity_rank,93171.4605,78773.2338
5,3,greedy_swap,93304.8409,79118.9838
5,3,oracle,93696.5676,80033.6156
5,3,random_search,93759.0509,78956.5524
5,3,simulated_annealing,94140.2968,79583.5603
5,3,GA,94068.1116,79643.4285
5,4,random_valid,93353.7194,78517.4665
5,4,perimeter_only,93400.0869,78983.9170
5,4,popularity_rank,93170.6864,78773.2338
5,4,greedy_swap,93302.4293,79118.9838
5,4,oracle,93694.3926,80033.6156
5,4,random_search,93666.0663,78843.2210
5,4,simulated_annealing,94003.1453,79298.9680
5,4,GA,93953.4670,79389.7092
5,5,random_valid,93356.6205,78517.4665
5,5,perimeter_only,93405.8362,78983.9170
5,5,popularity_rank,93172.0864,78773.2338
5,5,greedy_swap,93306.2584,79118.9838
5,5,oracle,93697.9982,80033.6156
5,5,random_search,93646.7152,78764.9027
5,5,simulated_annealing,93947.1257,79296.0416
5,5,GA,94088.8741,79505.4047
5,6,random_valid,93441.6502,78517.4665
5,6,perimeter_only,93488.0168,78983.9170
5,6,popularity_rank,93256.8958,78773.2338
5,6,greedy_swap,93390.2135,79118.9838
5,6,oracle,93780.4984,80033.6156
5,6,random_search,93744.8514,78651.0461
5,6,simulated_annealing,94042.3102,79307.6806
5,6,GA,94154.3480,79054.6082
5,7,random_valid,93295.6738,78517.4665
5,7,perimeter_only,93343.1197,78983.9170
5,7,popularity_rank,93114.0858,78773.2338
5,7,greedy_swap,93245.0400,79118.9838
5,7,oracle,93640.2051,80033.6156
5,7,random_search,93618.6764,79310.9301
5,7,simulated_annealing,93973.4820,79247.7712
5,7,GA,94083.7874,79631.1648
5,8,random_valid,93322.7033,78517.4665
5,8,perimeter_only,93369.3206,78983.9170
5,8,popularity_rank,93138.4231,78773.2338
5,8,greedy_swap,93271.0207,79118.9838
5,8,oracle,93663.3917,80033.6156
5,8,random_search,93688.1801,79092.8927
5,8,simulated_annealing,93964.4730,79301.4286
5,8,GA,94039.5332,79547.4690
5,9,random_valid,93412.7749,78517.4665
5,9,perimeter_only,93461.3903,78983.9170
5,9,popularity_rank,93229.0241,78773.2338
5,9,greedy_swap,93362.6634,79118.9838
5,9,oracle,93758.7441,80033.6156
5,9,random_search,93823.7839,79007.9418
5,9,simulated_annealing,93984.6498,79301.7366
5,9,GA,94036.3356,79504.8711
6,0,random_valid,86990.1056,70073.1413
6,0,perimeter_only,86570.2227,66566.7666
6,0,popularity_rank,86884.0785,69995.7927
6,0,greedy_swap,87226.0772,70417.3571
6,0,oracle,87317.9930,71282.5745
6,0,random_search,87574.1451,70130.3374
6,0,simulated_annealing,87551.2010,70170.0084
6,0,GA,87706.6891,70322.4915
6,1,random_valid,86953.0198,70073.1413
6,1,perimeter_only,86531.4052,66566.7666
6,1,popularity_rank,86846.4345,69995.7927
6,1,greedy_swap,87188.5475,70417.3571
6,1,oracle,87282.1552,71282.5745
6,1,random_search,87492.1092,70542.1593
6,1,simulated_annealing,87629.1238,70078.5897
6,1,GA,87684.1788,70339.5822
6,2,random_valid,87048.1580,70073.1413
6,2,perimeter_only,86624.8763,66566.7666
6,2,popularity_rank,86938.5879,69995.7927
6,2,greedy_swap,87284.8427,70417.3571
6,2,oracle,87377.7144,71282.5745
6,2,random_search,87510.4125,69769.1945
6,2,simulated_annealing,87717.0487,70074.0931
6,2,GA,87972.6967,70563.8739
6,3,random_valid,87004.0065,70073.1413
6,3,perimeter_only,86584.5960,66566.7666
6,3,popularity_rank,86896.8471,69995.7927
6,3,greedy_swap,87240.5177,70417.3571
6,3,oracle,87332.2597,71282.5745
6,3,random_search,87460.8993,69816.4959
6,3,simulated_annealing,87953.7009,70360.5189
6,3,GA,87739.8654,70184.6202
6,4,random_valid,86976.6960,70073.1413
6,4,perimeter_only,86560.9560,66566.7666
6,4,popularity_rank,86869.8446,69995.7927
6,4,greedy_swap,87214.9272,70417.3571
6,4,oracle,87305.7417,71282.5745
6,4,random_search,87541.8106,69968.6904
6,4,simulated_annealing,87842.8651,70278.3669
6,4,GA,87923.4758,70326.4300
6,5,random_valid,87054.5295,70073.1413
6,5,perimeter_only,86632.2840,66566.7666
6,5,popularity_rank,86947.8031,69995.7927
6,5,greedy_swap,87291.1907,70417.3571
6,5,oracle,87383.7057,71282.5745
6,5,random_search,87580.5654,70305.5607
6,5,simulated_annealing,87586.0351,70111.5296
6,5,GA,87997.7263,70435.5246
6,6,random_valid,86952.7725,70073.1413
6,6,perimeter_only,86532.6151,66566.7666
6,6,popularity_rank,86847.5783,69995.7927
6,6,greedy_swap,87190.1985,70417.3571
6,6,oracle,87282.7090,71282.5745
6,6,random_search,87428.0201,70486.4936
6,6,simulated_annealing,87802.7269,70247.7929
6,6,GA,87727.8546,70243.8099
6,7,random_valid,86998.1173,70073.1413
6,7,perimeter_only,86576.2923,66566.7666
6,7,popularity_rank,86893.2088,69995.7927
6,7,greedy_swap,87232.4788,70417.3571
6,7,oracle,87323.5421,71282.5745
6,7,random_search,87507.3128,70370.3771
6,7,simulated_annealing,87783.3507,70165.4786
6,7,GA,87727.9209,70281.0012
6,8,random_valid,87046.4290,70073.1413
6,8,perimeter_only,86627.2339,66566.7666
6,8,popularity_rank,86939.6144,69995.7927
6,8,greedy_swap,87283.2820,70417.3571
6,8,oracle,87376.0158,71282.5745
6,8,random_search,87557.2113,69915.6136
6,8,simulated_annealing,87877.1352,70183.4479
6,8,GA,87758.2237,70256.2743
6,9,random_valid,87013.7604,70073.1413
6,9,perimeter_only,86593.0231,66566.7666
6,9,popularity_rank,86905.5024,69995.7927
6,9,greedy_swap,87251.9404,70417.3571
6,9,oracle,87343.1174,71282.5745
6,9,random_search,87515.3658,70337.3937
6,9,simulated_annealing,87860.7234,70177.3679
6,9,GA,87946.4092,70516.8583
7,0,random_valid,87277.1622,64116.8895
7,0,perimeter_only,87607.7596,64866.7098
7,0,popularity_rank,87558.2403,65121.8116
7,0,greedy_swap,87591.8393,65827.2417
7,0,oracle,87938.6326,66610.0822
7,0,random_search,88057.2708,65659.7905
7,0,simulated_annealing,88295.8882,65407.6250
7,0,GA,88439.8824,65841.2806
7,1,random_valid,87202.7436,64116.8895
7,1,perimeter_only,87533.5011,64866.7098
7,1,popularity_rank,87484.0913,65121.8116
7,1,greedy_swap,87516.6448,65827.2417
7,1,oracle,87863.9286,66610.0822
7,1,random_search,87977.0773,65883.5043
7,1,simulated_annealing,88261.0816,65209.7602
7,1,GA,88315.7199,66035.2229
7,2,random_valid,87198.2753,64116.8895
7,2,perimeter_only,87529.4708,64866.7098
7,2,popularity_rank,87480.1643,65121.8116
7,2,greedy_swap,87513.8545,65827.2417
7,2,oracle,87859.9243,66610.0822
7,2,random_search,87859.6778,65977.1165
7,2,simulated_annealing,88205.4856,65392.3860
7,2,GA,88030.9678,64607.2270
7,3,random_valid,87162.7367,64116.8895
7,3,perimeter_only,87494.5748,64866.7098
7,3,popularity_rank,87445.4798,65121.8116
7,3,greedy_swap,87478.3278,65827.2417
7,3,oracle,87823.4475,66610.0822
7,3,random_search,87952.9178,65742.1566
7,3,simulated_annealing,88281.7466,66009.3309
7,3,GA,88053.5851,64439.5265
7,4,random_valid,87218.0779,64116.8895
7,4,perimeter_only,87550.8822,64866.7098
7,4,popularity_rank,87501.8968,65121.8116
7,4,greedy_swap,87535.2120,65827.2417
7,4,oracle,87879.7218,66610.0822
7,4,random_search,87978.8138,65727.2679
7,4,simulated_annealing,88272.7125,65291.0485
7,4,GA,88337.7540,65839.4731
7,5,random_valid,87220.4717,64116.8895
7,5,perimeter_only,87555.1133,64866.7098
7,5,popularity_rank,87505.9387,65121.8116
7,5,greedy_swap,87539.1707,65827.2417
7,5,oracle,87886.2462,66610.0822
7,5,random_search,87905.9132,65892.3610
7,5,simulated_annealing,88254.5245,65171.8243
7,5,GA,88310.4817,65932.7775
7,6,random_valid,87185.4067,64116.8895
7,6,perimeter_only,87516.2050,64866.7098
7,6,popularity_rank,87467.2227,65121.8116
7,6,greedy_swap,87500.4957,65827.2417
7,6,oracle,87845.7568,66610.0822
7,6,random_search,87868.1776,65687.2371
7,6,simulated_annealing,88178.8634,65311.7164
7,6,GA,88087.7534,64369.5161
7,7,random_valid,87205.4774,64116.8895
7,7,perimeter_only,87537.7526,64866.7098
7,7,popularity_rank,87488.9661,65121.8116
7,7,greedy_swap,87521.5323,65827.2417
7,7,oracle,87866.7827,66610.0822
7,7,random_search,87837.1323,65968.3093
7,7,simulated_annealing,88226.3521,65350.9202
7,7,GA,88284.0347,66012.2542
7,8,random_valid,87196.0946,64116.8895
7,8,perimeter_only,87528.7412,64866.7098
7,8,popularity_rank,87479.5846,65121.8116
7,8,greedy_swap,87512.9523,65827.2417
7,8,oracle,87858.0981,66610.0822
7,8,random_search,87935.7558,65925.7012
7,8,simulated_annealing,88265.4401,65359.6610
7,8,GA,88357.7222,65959.7896
7,9,random_valid,87355.4448,64116.8895
7,9,perimeter_only,87686.2530,64866.7098
7,9,popularity_rank,87636.9603,65121.8116
7,9,greedy_swap,87671.0237,65827.2417
7,9,oracle,88017.6367,66610.0822
7,9,random_search,88041.8115,65318.6367
7,9,simulated_annealing,88405.3393,65270.1787
7,9,GA,88158.1974,64530.5556
8,0,random_valid,99165.2054,71009.5524
8,0,perimeter_only,99474.8992,70851.6502
8,0,popularity_rank,99116.4256,70419.4468
8,0,greedy_swap,99315.7935,71108.0703
8,0,oracle,99847.3595,72149.2352
