scenario,seed,method,mc_revenue,analytical_R
8,0,random_search,99836.2361,71160.7696
8,0,simulated_annealing,100092.4611,71142.4079
8,0,GA,100129.0320,71545.1941
8,1,random_valid,99041.9109,71009.5524
8,1,perimeter_only,99350.0069,70851.6502
8,1,popularity_rank,98992.7826,70419.4468
8,1,greedy_swap,99192.5377,71108.0703
8,1,oracle,99721.7139,72149.2352
8,1,random_search,99651.9663,71449.0089
8,1,simulated_annealing,100130.0877,71008.2869
8,1,GA,100049.7111,71550.2266
8,2,random_valid,99223.9566,71009.5524
8,2,perimeter_only,99535.2386,70851.6502
8,2,popularity_rank,99175.3877,70419.4468
8,2,greedy_swap,99376.8480,71108.0703
8,2,oracle,99906.1192,72149.2352
8,2,random_search,99789.3652,71136.2307
8,2,simulated_annealing,100337.1765,70924.6474
8,2,GA,100182.4016,71511.2608
8,3,random_valid,99179.1456,71009.5524
8,3,perimeter_only,99485.6339,70851.6502
8,3,popularity_rank,99130.6086,70419.4468
8,3,greedy_swap,99329.0612,71108.0703
8,3,oracle,99858.6476,72149.2352
8,3,random_search,99805.6197,71512.4496
8,3,simulated_annealing,100103.9210,71081.8569
8,3,GA,100156.0863,71504.9593
8,4,random_valid,99088.1753,71009.5524
8,4,perimeter_only,99395.4221,70851.6502
8,4,popularity_rank,99039.3333,70419.4468
8,4,greedy_swap,99238.0943,71108.0703
8,4,oracle,99767.5959,72149.2352
8,4,random_search,99618.5651,71256.6658
8,4,simulated_annealing,100042.3646,71070.7977
8,4,GA,100068.1036,71373.8927
8,5,random_valid,99092.7507,71009.5524
8,5,perimeter_only,99403.1412,70851.6502
8,5,popularity_rank,99043.5779,70419.4468
8,5,greedy_swap,99244.9721,71108.0703
8,5,oracle,99770.9598,72149.2352
8,5,random_search,99769.6146,71378.5971
8,5,simulated_annealing,100026.9732,71128.3419
8,5,GA,100128.4024,71505.0467
8,6,random_valid,99254.0148,71009.5524
8,6,perimeter_only,99562.6830,70851.6502
8,6,popularity_rank,99204.9706,70419.4468
8,6,greedy_swap,99404.4009,71108.0703
8,6,oracle,99934.5789,72149.2352
8,6,random_search,99935.2019,71565.5394
8,6,simulated_annealing,100299.2492,71603.2612
8,6,GA,100267.4220,71459.8188
8,7,random_valid,99171.7897,71009.5524
8,7,perimeter_only,99480.3014,70851.6502
8,7,popularity_rank,99123.0506,70419.4468
8,7,greedy_swap,99322.2607,71108.0703
8,7,oracle,99854.9279,72149.2352
8,7,random_search,99782.3373,71400.1422
8,7,simulated_annealing,100252.8674,71225.7651
8,7,GA,100180.2401,71499.6128
8,8,random_valid,99228.0281,71009.5524
8,8,perimeter_only,99537.3498,70851.6502
8,8,popularity_rank,99179.2721,70419.4468
8,8,greedy_swap,99379.1392,71108.0703
8,8,oracle,99909.2977,72149.2352
8,8,random_search,99880.5179,71584.9579
8,8,simulated_annealing,100173.9120,71229.1137
8,8,GA,100224.3483,71429.0435
8,9,random_valid,99264.9043,71009.5524
8,9,perimeter_only,99574.3986,70851.6502
8,9,popularity_rank,99215.3481,70419.4468
8,9,greedy_swap,99415.5738,71108.0703
8,9,oracle,99946.3997,72149.2352
8,9,random_search,99825.8151,71302.9848
8,9,simulated_annealing,100238.6593,71019.8120
8,9,GA,100337.6305,71635.8778
9,0,random_valid,79842.3919,63849.1625
9,0,perimeter_only,79664.7473,63426.1803
9,0,popularity_rank,79763.1871,64146.2645
9,0,greedy_swap,79866.2302,64229.0296
9,0,oracle,80235.9064,64952.3963
9,0,random_search,80179.1591,64508.5899
9,0,simulated_annealing,80547.0880,64446.7268
9,0,GA,80370.0922,63962.9895
9,1,random_valid,79866.5262,63849.1625
9,1,perimeter_only,79685.8693,63426.1803
9,1,popularity_rank,79787.1849,64146.2645
9,1,greedy_swap,79891.3488,64229.0296
9,1,oracle,80258.2248,64952.3963
9,1,random_search,80234.8506,64592.2683
9,1,simulated_annealing,80648.7150,64337.3549
9,1,GA,80492.1355,64113.8082
9,2,random_valid,79766.8016,63849.1625
9,2,perimeter_only,79589.2942,63426.1803
9,2,popularity_rank,79687.4391,64146.2645
9,2,greedy_swap,79791.4045,64229.0296
9,2,oracle,80158.9107,64952.3963
9,2,random_search,80030.0526,64650.7957
9,2,simulated_annealing,80594.1206,64558.8492
9,2,GA,80358.4875,63981.2502
9,3,random_valid,79719.9676,63849.1625
9,3,perimeter_only,79542.1017,63426.1803
9,3,popularity_rank,79641.6122,64146.2645
9,3,greedy_swap,79744.3120,64229.0296
9,3,oracle,80110.7915,64952.3963
9,3,random_search,80019.4247,64497.3238
9,3,simulated_annealing,80542.5095,64473.6865
9,3,GA,80324.4309,64178.6202
9,4,random_valid,79807.6788,63849.1625
9,4,perimeter_only,79628.5184,63426.1803
9,4,popularity_rank,79728.2800,64146.2645
9,4,greedy_swap,79831.8776,64229.0296
9,4,oracle,80202.4812,64952.3963
9,4,random_search,80190.0229,64476.8027
9,4,simulated_annealing,80521.3440,64473.5027
9,4,GA,80457.9121,64063.7328
9,5,random_valid,79854.3170,63849.1625
9,5,perimeter_only,79675.2887,63426.1803
9,5,popularity_rank,79776.1849,64146.2645
9,5,greedy_swap,79879.3673,64229.0296
9,5,oracle,80250.0910,64952.3963
9,5,random_search,80152.3444,64136.2699
9,5,simulated_annealing,80580.0573,64454.7290
9,5,GA,80444.1127,64282.7339
9,6,random_valid,79779.5019,63849.1625
9,6,perimeter_only,79598.9448,63426.1803
9,6,popularity_rank,79699.5320,64146.2645
9,6,greedy_swap,79802.9764,64229.0296
9,6,oracle,80169.3824,64952.3963
9,6,random_search,80101.3243,64342.0116
9,6,simulated_annealing,80455.7349,64407.4248
9,6,GA,80398.8617,64260.9060
9,7,random_valid,79802.5487,63849.1625
9,7,perimeter_only,79621.7573,63426.1803
9,7,popularity_rank,79723.1885,64146.2645
9,7,greedy_swap,79826.2488,64229.0296
9,7,oracle,80192.6074,64952.3963
9,7,random_search,80103.9145,64488.3039
9,7,simulated_annealing,80527.5832,64469.6734
9,7,GA,80435.0004,64111.4376
9,8,random_valid,79777.4595,63849.1625
9,8,perimeter_only,79596.7859,63426.1803
9,8,popularity_rank,79697.9644,64146.2645
9,8,greedy_swap,79803.5980,64229.0296
9,8,oracle,80167.2268,64952.3963
9,8,random_search,80167.1633,64447.3928
9,8,simulated_annealing,80493.7535,64449.1104
9,8,GA,80281.7663,63940.9272
9,9,random_valid,79815.7440,63849.1625
9,9,perimeter_only,79638.1842,63426.1803
9,9,popularity_rank,79736.4318,64146.2645
9,9,greedy_swap,79841.0293,64229.0296
9,9,oracle,80210.0031,64952.3963
9,9,random_search,80155.4801,64342.8999
9,9,simulated_annealing,80473.7419,64443.6376
9,9,GA,80393.3171,64252.6883
10,0,random_valid,68656.3597,51054.0146
10,0,perimeter_only,68726.1252,51276.9821
10,0,popularity_rank,68676.5057,51687.5178
10,0,greedy_swap,68702.0270,51690.4863
10,0,oracle,68782.1540,52246.8979
10,0,random_search,68969.9680,51965.6846
10,0,simulated_annealing,69261.4230,51950.3311
10,0,GA,69115.0342,51739.4333
10,1,random_valid,68688.4973,51054.0146
10,1,perimeter_only,68758.4700,51276.9821
10,1,popularity_rank,68708.4778,51687.5178
10,1,greedy_swap,68733.3429,51690.4863
10,1,oracle,68813.3940,52246.8979
10,1,random_search,69010.6760,51368.3805
10,1,simulated_annealing,69327.1028,51912.6387
10,1,GA,69157.3418,51712.5926
10,2,random_valid,68665.1062,51054.0146
10,2,perimeter_only,68734.1337,51276.9821
10,2,popularity_rank,68684.6706,51687.5178
10,2,greedy_swap,68709.2420,51690.4863
10,2,oracle,68788.6828,52246.8979
10,2,random_search,68971.0573,51799.3805
10,2,simulated_annealing,69324.2263,51993.6328
10,2,GA,69142.8796,51734.9491
10,3,random_valid,68604.9727,51054.0146
10,3,perimeter_only,68674.4979,51276.9821
10,3,popularity_rank,68624.7179,51687.5178
10,3,greedy_swap,68649.0376,51690.4863
10,3,oracle,68729.4855,52246.8979
10,3,random_search,68911.0722,51693.1390
10,3,simulated_annealing,69225.1573,51958.9823
10,3,GA,69068.2168,51724.4581
10,4,random_valid,68663.5973,51054.0146
10,4,perimeter_only,68733.1450,51276.9821
10,4,popularity_rank,68683.5262,51687.5178
10,4,greedy_swap,68708.2242,51690.4863
10,4,oracle,68787.4087,52246.8979
10,4,random_search,68970.7338,51459.5127
10,4,simulated_annealing,69307.3752,51869.6640
10,4,GA,69118.0363,51722.2189
10,5,random_valid,68647.9902,51054.0146
10,5,perimeter_only,68717.5051,51276.9821
10,5,popularity_rank,68667.7960,51687.5178
10,5,greedy_swap,68693.0085,51690.4863
10,5,oracle,68771.3458,52246.8979
10,5,random_search,68985.5043,51698.8508
10,5,simulated_annealing,69282.4978,52007.3589
10,5,GA,69072.4116,51691.7115
10,6,random_valid,68657.7301,51054.0146
10,6,perimeter_only,68726.5580,51276.9821
10,6,popularity_rank,68676.7018,51687.5178
10,6,greedy_swap,68702.1276,51690.4863
10,6,oracle,68782.6237,52246.8979
10,6,random_search,68948.8716,51602.3410
10,6,simulated_annealing,69310.9135,51957.6403
10,6,GA,69149.1711,51722.9901
10,7,random_valid,68643.1413,51054.0146
10,7,perimeter_only,68712.6970,51276.9821
10,7,popularity_rank,68662.6218,51687.5178
10,7,greedy_swap,68687.9614,51690.4863
10,7,oracle,68769.2385,52246.8979
10,7,random_search,68943.8776,51533.5913
10,7,simulated_annealing,69289.0864,51988.4869
10,7,GA,69290.3516,51948.0672
10,8,random_valid,68701.1530,51054.0146
10,8,perimeter_only,68770.6284,51276.9821
10,8,popularity_rank,68721.3323,51687.5178
10,8,greedy_swap,68745.7432,51690.4863
10,8,oracle,68824.6616,52246.8979
10,8,random_search,69074.7905,51788.2783
10,8,simulated_annealing,69328.9925,51977.1256
10,8,GA,69181.8000,51725.9598
10,9,random_valid,68680.8644,51054.0146
10,9,perimeter_only,68749.9529,51276.9821
10,9,popularity_rank,68700.6804,51687.5178
10,9,greedy_swap,68725.6519,51690.4863
10,9,oracle,68806.8388,52246.8979
10,9,random_search,69022.0623,51733.9031
10,9,simulated_annealing,69327.4924,51923.3447
10,9,GA,69331.3381,51916.1351
11,0,random_valid,88079.4215,59722.2103
11,0,perimeter_only,88660.7873,59374.6022
11,0,popularity_rank,88034.9947,59801.2290
11,0,greedy_swap,88456.3961,60167.3855
11,0,oracle,88496.2409,60726.8931
11,0,random_search,88897.1996,59760.9333
11,0,simulated_annealing,88897.9471,60248.0238
11,0,GA,88962.5735,60282.8176
11,1,random_valid,87947.8539,59722.2103
11,1,perimeter_only,88528.2615,59374.6022
11,1,popularity_rank,87902.4383,59801.2290
11,1,greedy_swap,88323.5797,60167.3855
11,1,oracle,88363.0751,60726.8931
11,1,random_search,88726.4676,59436.6212
11,1,simulated_annealing,89061.4214,60542.6042
11,1,GA,88825.0608,60362.1913
11,2,random_valid,88058.8696,59722.2103
11,2,perimeter_only,88640.4712,59374.6022
11,2,popularity_rank,88014.3344,59801.2290
11,2,greedy_swap,88437.2717,60167.3855
11,2,oracle,88475.2150,60726.8931
11,2,random_search,88852.2467,60488.8667
11,2,simulated_annealing,88903.2878,60239.5526
11,2,GA,88927.1038,60287.3456
11,3,random_valid,88073.9712,59722.2103
11,3,perimeter_only,88653.3454,59374.6022
11,3,popularity_rank,88029.5549,59801.2290
11,3,greedy_swap,88451.7342,60167.3855
11,3,oracle,88489.7083,60726.8931
11,3,random_search,88847.4094,59399.6054
11,3,simulated_annealing,88914.3456,60277.2693
11,3,GA,88976.8296,60283.4638
11,4,random_valid,88034.0042,59722.2103
11,4,perimeter_only,88611.8265,59374.6022
11,4,popularity_rank,87989.8504,59801.2290
11,4,greedy_swap,88407.9468,60167.3855
11,4,oracle,88446.1183,60726.8931
11,4,random_search,88776.8525,59495.4416
11,4,simulated_annealing,88878.6905,60244.1931
11,4,GA,88940.4822,60282.5190
11,5,random_valid,88065.4452,59722.2103
11,5,perimeter_only,88647.1439,59374.6022
11,5,popularity_rank,88020.9196,59801.2290
11,5,greedy_swap,88443.6882,60167.3855
11,5,oracle,88482.4796,60726.8931
11,5,random_search,88830.6708,60348.6675
11,5,simulated_annealing,88909.8590,60236.4143
11,5,GA,88918.1268,60167.4973
11,6,random_valid,88018.8984,59722.2103
11,6,perimeter_only,88597.7851,59374.6022
11,6,popularity_rank,87974.3680,59801.2290
11,6,greedy_swap,88394.6141,60167.3855
11,6,oracle,88433.3130,60726.8931
11,6,random_search,88842.7741,59947.8085
11,6,simulated_annealing,88759.9238,60204.5468
11,6,GA,88886.5220,60287.1688
11,7,random_valid,87974.2974,59722.2103
11,7,perimeter_only,88554.2672,59374.6022
11,7,popularity_rank,87930.2181,59801.2290
11,7,greedy_swap,88348.9500,60167.3855
11,7,oracle,88388.2574,60726.8931
11,7,random_search,88772.3264,59494.1562
11,7,simulated_annealing,88783.0243,60241.5899
11,7,GA,89148.0277,60568.4819
11,8,random_valid,88068.6938,59722.2103
11,8,perimeter_only,88647.0659,59374.6022
11,8,popularity_rank,88023.7208,59801.2290
11,8,greedy_swap,88444.6292,60167.3855
11,8,oracle,88483.7384,60726.8931
11,8,random_search,88906.7642,59463.0183
11,8,simulated_annealing,89011.7818,60304.7490
11,8,GA,88962.0460,60271.6638
11,9,random_valid,88074.1811,59722.2103
11,9,perimeter_only,88658.6308,59374.6022
11,9,popularity_rank,88029.6143,59801.2290
11,9,greedy_swap,88452.2252,60167.3855
11,9,oracle,88493.2462,60726.8931
11,9,random_search,88871.9697,60346.9452
11,9,simulated_annealing,88985.0041,60284.8242
11,9,GA,89229.3702,60605.7653
12,0,random_valid,80515.4325,72524.0203
12,0,perimeter_only,81079.9571,72020.3979
12,0,popularity_rank,80775.1763,73003.1562
12,0,greedy_swap,80876.7690,73821.1533
12,0,oracle,81201.1950,74901.7982
12,0,random_search,81296.4873,72682.1271
12,0,simulated_annealing,81710.9007,74591.5910
12,0,GA,81702.0259,74595.6756
12,1,random_valid,80590.2072,72524.0203
12,1,perimeter_only,81151.7064,72020.3979
12,1,popularity_rank,80847.6754,73003.1562
12,1,greedy_swap,80948.6812,73821.1533
12,1,oracle,81272.9545,74901.7982
12,1,random_search,81278.8054,72743.5807
12,1,simulated_annealing,81750.2119,74561.1833
12,1,GA,81740.5936,74488.4445
12,2,random_valid,80578.8173,72524.0203
12,2,perimeter_only,81133.9077,72020.3979
12,2,popularity_rank,80833.0785,73003.1562
12,2,greedy_swap,80932.2771,73821.1533
12,2,oracle,81257.3916,74901.7982
12,2,random_search,81338.7217,73887.4868
12,2,simulated_annealing,81746.6441,74151.2809
12,2,GA,81719.0400,74515.2513
12,3,random_valid,80639.3181,72524.0203
12,3,perimeter_only,81197.2066,72020.3979
12,3,popularity_rank,80896.4126,73003.1562
12,3,greedy_swap,80994.8418,73821.1533
12,3,oracle,81320.6667,74901.7982
12,3,random_search,81425.0493,73339.5495
12,3,simulated_annealing,81808.2719,74086.3390
12,3,GA,81792.5302,74574.0829
12,4,random_valid,80541.3622,72524.0203
12,4,perimeter_only,81099.7611,72020.3979
12,4,popularity_rank,80797.3918,73003.1562
12,4,greedy_swap,80898.9861,73821.1533
12,4,oracle,81222.4539,74901.7982
12,4,random_search,81259.0631,74052.6390
12,4,simulated_annealing,81681.9047,74176.2161
12,4,GA,81660.2084,74462.7123
12,5,random_valid,80594.2032,72524.0203
12,5,perimeter_only,81159.3880,72020.3979
12,5,popularity_rank,80853.6194,73003.1562
12,5,greedy_swap,80955.9929,73821.1533
12,5,oracle,81281.9460,74901.7982
12,5,random_search,81274.3637,72656.7371
12,5,simulated_annealing,81703.8834,74041.0845
12,5,GA,81738.8566,74523.1810
12,6,random_valid,80567.2227,72524.0203
12,6,perimeter_only,81128.7530,72020.3979
12,6,popularity_rank,80826.2763,73003.1562
12,6,greedy_swap,80927.3631,73821.1533
12,6,oracle,81252.5369,74901.7982
12,6,random_search,81300.6939,72476.0240
12,6,simulated_annealing,81630.0361,73789.1743
12,6,GA,81713.8168,74495.5305
12,7,random_valid,80527.3369,72524.0203
12,7,perimeter_only,81088.6664,72020.3979
12,7,popularity_rank,80786.5181,73003.1562
12,7,greedy_swap,80888.2758,73821.1533
12,7,oracle,81210.5145,74901.7982
12,7,random_search,81229.3103,72906.0747
12,7,simulated_annealing,81652.8412,73957.7937
12,7,GA,81668.5855,73501.0857
12,8,random_valid,80576.8385,72524.0203
12,8,perimeter_only,81141.0007,72020.3979
12,8,popularity_rank,80833.9116,73003.1562
12,8,greedy_swap,80936.3122,73821.1533
12,8,oracle,81262.2845,74901.7982
12,8,random_search,81333.6210,73438.3382
12,8,simulated_annealing,81679.3473,73864.8447
12,8,GA,81725.6134,74567.1344
12,9,random_valid,80534.7442,72524.0203
12,9,perimeter_only,81096.3073,72020.3979
12,9,popularity_rank,80791.8168,73003.1562
12,9,greedy_swap,80892.9715,73821.1533
12,9,oracle,81218.0026,74901.7982
12,9,random_search,81326.3018,73072.8777
12,9,simulated_annealing,81629.2330,73920.1637
12,9,GA,81688.5870,74542.5907
13,0,random_valid,109953.7971,87975.2114
13,0,perimeter_only,110204.8824,88913.8520
13,0,popularity_rank,110168.6372,88959.3976
13,0,greedy_swap,110192.2740,89021.5314
13,0,oracle,110612.2339,89980.1563
13,0,random_search,110818.7428,89008.3968
13,0,simulated_annealing,111160.9448,89530.8685
13,0,GA,111122.1172,88647.6204
13,1,random_valid,109972.0922,87975.2114
13,1,perimeter_only,110221.2749,88913.8520
13,1,popularity_rank,110185.6077,88959.3976
13,1,greedy_swap,110209.6221,89021.5314
13,1,oracle,110630.8012,89980.1563
13,1,random_search,110848.0025,88128.0175
13,1,simulated_annealing,111267.4042,89560.9247
13,1,GA,111262.8226,89034.3114
13,2,random_valid,110066.7006,87975.2114
13,2,perimeter_only,110322.7085,88913.8520
13,2,popularity_rank,110285.4123,88959.3976
13,2,greedy_swap,110309.0988,89021.5314
13,2,oracle,110730.2577,89980.1563
13,2,random_search,110911.1723,88917.0237
13,2,simulated_annealing,111351.8857,89473.0731
13,2,GA,111263.8150,88488.8817
13,3,random_valid,109989.3722,87975.2114
13,3,perimeter_only,110240.0788,88913.8520
13,3,popularity_rank,110204.1199,88959.3976
13,3,greedy_swap,110228.2559,89021.5314
13,3,oracle,110647.9576,89980.1563
13,3,random_search,110891.0402,89168.4549
13,3,simulated_annealing,111244.8112,89551.0373
13,3,GA,111138.0021,88293.5375
13,4,random_valid,109994.5569,87975.2114
13,4,perimeter_only,110245.8198,88913.8520
13,4,popularity_rank,110208.3661,88959.3976
13,4,greedy_swap,110232.1784,89021.5314
13,4,oracle,110655.3514,89980.1563
13,4,random_search,110905.9010,89062.0419
13,4,simulated_annealing,111261.3316,89533.7868
13,4,GA,111060.6041,88136.5569
13,5,random_valid,109965.8246,87975.2114
13,5,perimeter_only,110219.1478,88913.8520
13,5,popularity_rank,110181.4781,88959.3976
13,5,greedy_swap,110204.5967,89021.5314
13,5,oracle,110625.6184,89980.1563
13,5,random_search,110799.4252,88535.8277
13,5,simulated_annealing,111215.6951,89522.8309
13,5,GA,111224.5950,88361.4140
13,6,random_valid,109988.3595,87975.2114
13,6,perimeter_only,110239.3919,88913.8520
13,6,popularity_rank,110200.6366,88959.3976
13,6,greedy_swap,110225.2177,89021.5314
13,6,oracle,110645.5101,89980.1563
13,6,random_search,110772.3930,88914.0967
13,6,simulated_annealing,111264.7156,89520.0895
13,6,GA,111099.7775,88448.8808
13,7,random_valid,110061.4801,87975.2114
13,7,perimeter_only,110313.6892,88913.8520
13,7,popularity_rank,110276.3330,88959.3976
13,7,greedy_swap,110299.7105,89021.5314
13,7,oracle,110720.3088,89980.1563
13,7,random_search,110887.1986,89023.5512
13,7,simulated_annealing,111298.0892,89499.1669
13,7,GA,111304.0137,89030.6716
13,8,random_valid,110044.4831,87975.2114
13,8,perimeter_only,110296.9414,88913.8520
13,8,popularity_rank,110260.2016,88959.3976
13,8,greedy_swap,110284.2782,89021.5314
13,8,oracle,110706.5355,89980.1563
13,8,random_search,110903.5019,89219.7484
13,8,simulated_annealing,111331.5383,89551.5291
13,8,GA,111176.8269,88577.3388
13,9,random_valid,110041.4074,87975.2114
13,9,perimeter_only,110294.3255,88913.8520
13,9,popularity_rank,110257.5673,88959.3976
13,9,greedy_swap,110280.9579,89021.5314
13,9,oracle,110698.4956,89980.1563
13,9,random_search,110846.4359,88795.8829
13,9,simulated_annealing,111393.9139,89185.5499
13,9,GA,111113.7212,88382.5437
14,0,random_valid,60859.2793,42881.3313
14,0,perimeter_only,60985.8541,42887.0026
14,0,popularity_rank,60961.0108,42850.4206
14,0,greedy_swap,60984.9056,43149.8530
14,0,oracle,61115.2193,43652.2469
14,0,random_search,61240.7805,43288.4506
14,0,simulated_annealing,61525.8151,43110.9030
14,0,GA,61534.3119,43323.6482
14,1,random_valid,60838.9235,42881.3313
14,1,perimeter_only,60968.0732,42887.0026
14,1,popularity_rank,60945.4345,42850.4206
14,1,greedy_swap,60968.9854,43149.8530
14,1,oracle,61097.6350,43652.2469
14,1,random_search,61203.8583,43014.6658
14,1,simulated_annealing,61498.1573,43079.4031
14,1,GA,61506.7256,43317.0100
14,2,random_valid,60884.4796,42881.3313
14,2,perimeter_only,61011.9903,42887.0026
14,2,popularity_rank,60988.3104,42850.4206
14,2,greedy_swap,61011.7130,43149.8530
14,2,oracle,61141.6360,43652.2469
14,2,random_search,61328.2311,43213.9694
14,2,simulated_annealing,61548.5175,43098.5850
14,2,GA,61547.7562,43286.4548
14,3,random_valid,60870.2296,42881.3313
14,3,perimeter_only,60996.5001,42887.0026
14,3,popularity_rank,60972.4385,42850.4206
14,3,greedy_swap,60996.2439,43149.8530
14,3,oracle,61126.7332,43652.2469
14,3,random_search,61236.9618,42905.5703
14,3,simulated_annealing,61515.5941,43109.7809
14,3,GA,61520.8640,43343.7373
14,4,random_valid,60858.1171,42881.3313
14,4,perimeter_only,60984.4249,42887.0026
14,4,popularity_rank,60960.6028,42850.4206
14,4,greedy_swap,60984.3056,43149.8530
14,4,oracle,61113.8849,43652.2469
14,4,random_search,61221.0569,43376.6921
14,4,simulated_annealing,61515.8291,43118.0002
14,4,GA,61514.9579,43384.3053
14,5,random_valid,60825.8956,42881.3313
14,5,perimeter_only,60952.6668,42887.0026
14,5,popularity_rank,60928.3410,42850.4206
14,5,greedy_swap,60952.2191,43149.8530
14,5,oracle,61082.8938,43652.2469
14,5,random_search,61195.8984,43299.7676
14,5,simulated_annealing,61492.9663,43095.5780
14,5,GA,61488.8329,43333.1663
14,6,random_valid,60862.3716,42881.3313
14,6,perimeter_only,60989.5046,42887.0026
14,6,popularity_rank,60966.8874,42850.4206
14,6,greedy_swap,60990.2289,43149.8530
14,6,oracle,61120.6761,43652.2469
14,6,random_search,61279.3677,42809.9920
14,6,simulated_annealing,61532.1542,43088.0531
14,6,GA,61531.5561,43363.8691
14,7,random_valid,60950.6007,42881.3313
14,7,perimeter_only,61076.5722,42887.0026
14,7,popularity_rank,61052.7807,42850.4206
14,7,greedy_swap,61077.1891,43149.8530
14,7,oracle,61205.6379,43652.2469
14,7,random_search,61307.5392,43230.3587
14,7,simulated_annealing,61597.1140,43136.0979
14,7,GA,61644.1945,43317.0511
14,8,random_valid,60899.6560,42881.3313
14,8,perimeter_only,61025.4000,42887.0026
14,8,popularity_rank,61001.3812,42850.4206
14,8,greedy_swap,61025.3683,43149.8530
14,8,oracle,61155.3078,43652.2469
14,8,random_search,61255.5522,43181.7349
14,8,simulated_annealing,61551.9774,43119.5227
14,8,GA,61566.1962,43392.1857
14,9,random_valid,60857.2729,42881.3313
14,9,perimeter_only,60983.5402,42887.0026
14,9,popularity_rank,60960.0134,42850.4206
14,9,greedy_swap,60984.4085,43149.8530
14,9,oracle,61115.0092,43652.2469
14,9,random_search,61237.9437,43327.4742
14,9,simulated_annealing,61512.4615,43059.8622
14,9,GA,61502.7553,43492.2986
15,0,random_valid,89403.8066,66670.4052
15,0,perimeter_only,89369.3187,66798.6406
15,0,popularity_rank,89577.9933,67466.6003
15,0,greedy_swap,89536.1752,67727.9891
15,0,oracle,90068.6715,68887.4358
15,0,random_search,90066.4227,68040.3715
15,0,simulated_annealing,90450.1042,68348.2797
15,0,GA,90442.2621,68300.6326
15,1,random_valid,89456.6302,66670.4052
15,1,perimeter_only,89422.1594,66798.6406
15,1,popularity_rank,89634.6337,67466.6003
15,1,greedy_swap,89592.5971,67727.9891
15,1,oracle,90123.9239,68887.4358
15,1,random_search,90178.6192,67644.5390
15,1,simulated_annealing,90579.1857,68291.8065
15,1,GA,90564.7081,68254.5964
15,2,random_valid,89362.2395,66670.4052
15,2,perimeter_only,89328.6331,66798.6406
15,2,popularity_rank,89538.4534,67466.6003
15,2,greedy_swap,89495.7713,67727.9891
15,2,oracle,90027.7525,68887.4358
15,2,random_search,90097.0968,67776.6392
15,2,simulated_annealing,90449.5786,68299.4862
15,2,GA,90422.9024,68304.9426
15,3,random_valid,89498.3628,66670.4052
15,3,perimeter_only,89463.8184,66798.6406
15,3,popularity_rank,89676.0817,67466.6003
15,3,greedy_swap,89633.5926,67727.9891
15,3,oracle,90164.6718,68887.4358
15,3,random_search,90225.3866,67805.1176
15,3,simulated_annealing,90594.8748,68357.5995
15,3,GA,90608.9983,68264.4604
15,4,random_valid,89520.4316,66670.4052
15,4,perimeter_only,89487.9605,66798.6406
15,4,popularity_rank,89696.1367,67466.6003
15,4,greedy_swap,89653.3118,67727.9891
15,4,oracle,90184.3479,68887.4358
15,4,random_search,90190.6187,67910.3706
15,4,simulated_annealing,90651.0761,68296.7268
15,4,GA,90621.2393,68157.7359
15,5,random_valid,89379.6980,66670.4052
15,5,perimeter_only,89345.1163,66798.6406
15,5,popularity_rank,89555.5444,67466.6003
15,5,greedy_swap,89513.1673,67727.9891
15,5,oracle,90043.9118,68887.4358
15,5,random_search,90073.3202,67902.2902
15,5,simulated_annealing,90460.5834,68276.9920
15,5,GA,90421.0690,68298.3786
15,6,random_valid,89502.7349,66670.4052
15,6,perimeter_only,89468.8201,66798.6406
15,6,popularity_rank,89680.4201,67466.6003
15,6,greedy_swap,89638.0231,67727.9891
15,6,oracle,90166.6934,68887.4358
15,6,random_search,90246.1363,67785.6398
15,6,simulated_annealing,90582.7653,68294.9701
15,6,GA,90568.6906,68234.6986
15,7,random_valid,89550.7825,66670.4052
15,7,perimeter_only,89517.6077,66798.6406
15,7,popularity_rank,89726.8190,67466.6003
15,7,greedy_swap,89684.5503,67727.9891
15,7,oracle,90215.5106,68887.4358
15,7,random_search,90222.8479,67847.0746
15,7,simulated_annealing,90666.6549,68355.3360
15,7,GA,90589.7501,68178.5479
15,8,random_valid,89485.7728,66670.4052
15,8,perimeter_only,89451.4719,66798.6406
15,8,popularity_rank,89663.3885,67466.6003
15,8,greedy_swap,89620.3775,67727.9891
15,8,oracle,90153.9181,68887.4358
15,8,random_search,90196.7460,67880.8243
15,8,simulated_annealing,90545.5730,68400.6786
15,8,GA,90532.4179,68321.0228
15,9,random_valid,89544.0401,66670.4052
15,9,perimeter_only,89510.9296,66798.6406
15,9,popularity_rank,89723.5832,67466.6003
15,9,greedy_swap,89679.7462,67727.9891
15,9,oracle,90213.0168,68887.4358
15,9,random_search,90270.0885,67736.7829
15,9,simulated_annealing,90663.7454,68243.9239
15,9,GA,90573.9961,68359.1178
16,0,random_valid,88026.8946,69690.7669
16,0,perimeter_only,87713.4374,69382.6852
16,0,popularity_rank,87762.9415,69485.1039
16,0,greedy_swap,88238.6528,69991.8037
16,0,oracle,88385.9853,70754.4421
16,0,random_search,88568.0659,69664.4293
16,0,simulated_annealing,88767.6220,70149.0729
16,0,GA,88661.5552,70007.1201
16,1,random_valid,88041.9626,69690.7669
16,1,perimeter_only,87727.1050,69382.6852
16,1,popularity_rank,87776.7009,69485.1039
