search_seed,replicate,mc_seed,baseline_revenue,optimized_revenue,diff,rs_revenue,sa_revenue,diff_rs,diff_sa
8,13,1000013,1032616.0743,1051388.9365,18772.8622,1044585.1369,1042197.8720,6803.7996,9191.0645
8,14,1000014,1028007.2935,1046720.4581,18713.1646,1039932.7318,1037556.0868,6787.7263,9164.3713
8,15,1000015,1026914.6226,1045577.5367,18662.9141,1038812.0980,1036445.8478,6765.4387,9131.6889
8,16,1000016,1028950.6087,1047649.9159,18699.3072,1040915.5363,1038559.1996,6734.3796,9090.7163
8,17,1000017,1031942.7357,1050695.5517,18752.8160,1043873.5649,1041508.7943,6821.9868,9186.7574
8,18,1000018,1031085.6288,1049781.7903,18696.1615,1043060.4120,1040675.3917,6721.3783,9106.3986
8,19,1000019,1029896.2402,1048679.4114,18783.1712,1041884.6792,1039520.7868,6794.7322,9158.6246
8,20,1000020,1030522.7061,1049230.0638,18707.3576,1042443.7187,1040029.7509,6786.3450,9200.3128
8,21,1000021,1029935.2785,1048697.6885,18762.4100,1041881.1668,1039492.1816,6816.5217,9205.5069
8,22,1000022,1031880.2991,1050606.6427,18726.3436,1043791.2297,1041403.4532,6815.4130,9203.1895
8,23,1000023,1027341.8705,1046013.3803,18671.5098,1039304.9665,1036910.3178,6708.4138,9103.0626
8,24,1000024,1027873.9960,1046610.7377,18736.7417,1039810.1066,1037377.3864,6800.6311,9233.3513
8,25,1000025,1026574.0949,1045315.0180,18740.9231,1038538.7373,1036152.0613,6776.2806,9162.9567
8,26,1000026,1027544.5125,1046262.4083,18717.8958,1039516.8258,1037153.7871,6745.5825,9108.6212
8,27,1000027,1030310.6289,1049019.6781,18709.0491,1042289.3503,1039903.2569,6730.3278,9116.4212
8,28,1000028,1031936.5005,1050735.6677,18799.1672,1043914.8161,1041515.4010,6820.8515,9220.2667
8,29,1000029,1027375.2763,1046076.9036,18701.6273,1039377.1858,1036978.7016,6699.7179,9098.2021
9,0,1000000,1030251.3003,1046981.2545,16729.9542,1041007.3294,1044745.0832,5973.9251,2236.1713
9,1,1000001,1029829.6858,1046588.9873,16759.3016,1040640.0742,1044338.2824,5948.9131,2250.7049
9,2,1000002,1028655.3877,1045418.6377,16763.2500,1039488.6168,1043191.2649,5930.0209,2227.3727
9,3,1000003,1026160.8872,1042862.0969,16701.2097,1036957.2512,1040635.6196,5904.8457,2226.4773
9,4,1000004,1027609.5291,1044337.5661,16728.0370,1038432.9266,1042140.0122,5904.6395,2197.5539
9,5,1000005,1026960.4493,1043689.2611,16728.8118,1037745.5188,1041460.6581,5943.7423,2228.6030
9,6,1000006,1029037.9274,1045749.7030,16711.7756,1039777.6369,1043478.0474,5972.0661,2271.6556
9,7,1000007,1029353.4805,1046096.7649,16743.2844,1040117.0670,1043819.3403,5979.6979,2277.4247
9,8,1000008,1031743.2567,1048461.4100,16718.1533,1042501.6120,1046227.1464,5959.7980,2234.2636
9,9,1000009,1031577.8318,1048314.0625,16736.2306,1042351.5325,1046046.5213,5962.5300,2267.5411
9,10,1000010,1030826.4140,1047564.6792,16738.2652,1041615.8522,1045314.5982,5948.8270,2250.0811
9,11,1000011,1030820.4158,1047553.9278,16733.5121,1041554.0205,1045253.5481,5999.9074,2300.3797
9,12,1000012,1025577.5806,1042261.6793,16684.0988,1036337.7592,1040045.3995,5923.9201,2216.2798
9,13,1000013,1032616.0743,1049392.4305,16776.3562,1043410.3264,1047123.6928,5982.1041,2268.7377
9,14,1000014,1028007.2935,1044708.7132,16701.4197,1038750.9206,1042457.0977,5957.7926,2251.6155
9,15,1000015,1026914.6226,1043572.2090,16657.5864,1037628.3620,1041355.5864,5943.8470,2216.6226
9,16,1000016,1028950.6087,1045634.2961,16683.6874,1039743.7395,1043412.3220,5890.5566,2221.9741
9,17,1000017,1031942.7357,1048681.3323,16738.5966,1042690.5694,1046392.6499,5990.7628,2288.6824
9,18,1000018,1031085.6288,1047768.9044,16683.2756,1041889.2670,1045565.9331,5879.6374,2202.9714
9,19,1000019,1029896.2402,1046656.5965,16760.3563,1040695.3551,1044401.1239,5961.2413,2255.4726
9,20,1000020,1030522.7061,1047253.6080,16730.9018,1041258.6503,1044989.9436,5994.9577,2263.6643
9,21,1000021,1029935.2785,1046672.3789,16737.1004,1040694.4511,1044430.8165,5977.9278,2241.5624
9,22,1000022,1031880.2991,1048576.7269,16696.4278,1042607.7013,1046287.5720,5969.0256,2289.1548
9,23,1000023,1027341.8705,1044004.3360,16662.4654,1038126.3890,1041789.0352,5877.9469,2215.3007
9,24,1000024,1027873.9960,1044624.1245,16750.1285,1038593.1152,1042367.0168,6031.0094,2257.1077
9,25,1000025,1026574.0949,1043306.4336,16732.3387,1037358.0293,1041062.5856,5948.4043,2243.8480
9,26,1000026,1027544.5125,1044261.4419,16716.9294,1038341.0678,1042017.5532,5920.3741,2243.8886
9,27,1000027,1030310.6289,1047034.7088,16724.0799,1041124.2131,1044799.0627,5910.4957,2235.6461
9,28,1000028,1031936.5005,1048700.8684,16764.3679,1042732.7799,1046423.0317,5968.0885,2277.8367
9,29,1000029,1027375.2763,1044086.6446,16711.3682,1038201.2337,1041864.6295,5885.4109,2222.0151
